Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Health Insurance Coverage","With private health insurance","493,549","(+/-12,221)","395,650","(+/-11,542)","537,588","(+/-12,392)","497,924","(+/-14,334)","536,365","(+/-16,701)","638,586","(+/-13,372)","483,211","(+/-12,459)","470,902","(+/-13,439)","516,242","(+/-14,556)","571,576","(+/-13,140)","567,657","(+/-12,066)","463,702","(+/-15,185)","501,206","(+/-18,601)","503,487","(+/-12,556)"
Socioeconomic,"Health Insurance Coverage","With public coverage","295,867","(+/-9,261)","331,108","(+/-9,890)","270,146","(+/-9,761)","242,429","(+/-11,023)","222,256","(+/-9,431)","164,387","(+/-6,614)","222,101","(+/-8,772)","307,353","(+/-11,065)","275,884","(+/-8,802)","256,691","(+/-9,781)","207,668","(+/-9,044)","306,772","(+/-11,172)","253,904","(+/-13,605)","273,056","(+/-10,282)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","87,486","(+/-6,615)","88,434","(+/-6,696)","74,693","(+/-6,791)","98,477","(+/-7,806)","70,190","(+/-7,381)","65,278","(+/-6,808)","129,962","(+/-10,006)","83,824","(+/-6,936)","99,456","(+/-7,447)","84,056","(+/-5,667)","88,243","(+/-7,510)","82,839","(+/-6,816)","90,407","(+/-8,206)","90,004","(+/-8,055)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","192,277","(+/-2,483)","186,000","(+/-5,374)","190,191","(+/-4,872)","187,680","(+/-6,138)","157,173","(+/-8,238)","202,041","(+/-5,988)","205,525","(+/-6,238)","196,280","(+/-4,780)","192,890","(+/-6,954)","203,872","(+/-5,002)","184,766","(+/-5,707)","187,898","(+/-2,884)","199,827","(+/-9,226)","197,205","(+/-4,335)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","11,740","(+/-2,682)","10,221","(+/-2,592)","8,486","(+/-2,299)","15,627","(+/-3,262)","6,762","(+/-2,022)","13,690","(+/-3,169)","22,285","(+/-3,925)","12,088","(+/-2,676)","13,928","(+/-2,782)","14,187","(+/-2,885)","13,677","(+/-3,000)","8,437","(+/-2,148)","10,013","(+/-3,268)","9,996","(+/-2,213)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",10.6,(+/-1.2),16.9,(+/-1.7),8.7,(+/-1.1),9.3,(+/-1.2),12.2,(+/-1.7),3.7,(+/-0.7),9.2,(+/-1.4),14.4,(+/-1.5),7.8,(+/-1.1),8.9,(+/-1.3),5.4,(+/-1.0),13.0,(+/-1.7),8.2,(+/-1.3),10.5,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",17.2,(+/-2.4),27.3,(+/-2.9),12.9,(+/-2.2),13.3,(+/-2.3),17.0,(+/-3.0),4.8,(+/-1.3),12.5,(+/-2.1),23.1,(+/-2.6),12.6,(+/-2.0),14.0,(+/-2.5),7.8,(+/-1.8),21.4,(+/-3.1),12.8,(+/-2.5),16.2,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.4,(+/-4.8),37.1,(+/-8.5),6.0,(+/-4.2),14.3,(+/-7.5),9.6,(+/-5.6),4.2,(+/-3.2),13.5,(+/-6.6),24.2,(+/-6.1),8.2,(+/-4.4),13.1,(+/-5.9),9.2,(+/-5.5),23.1,(+/-8.2),7.1,(+/-4.6),7.1,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",5.7,(+/-1.3),5.2,(+/-1.1),5.7,(+/-1.1),5.8,(+/-1.4),4.3,(+/-1.3),2.3,(+/-0.6),7.0,(+/-1.6),6.1,(+/-1.2),4.0,(+/-0.8),4.5,(+/-1.0),3.5,(+/-0.9),5.4,(+/-1.2),4.6,(+/-1.3),5.8,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",8.1,(+/-2.5),9.0,(+/-2.6),8.1,(+/-2.7),8.1,(+/-2.8),3.6,(+/-2.0),2.1,(+/-0.7),8.2,(+/-2.0),8.7,(+/-2.6),5.8,(+/-1.6),6.8,(+/-2.1),4.3,(+/-1.7),5.7,(+/-1.9),5.6,(+/-2.1),7.4,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",4.4,(+/-4.5),14.2,(+/-9.2),1.1,(+/-1.3),9.2,(+/-9.3),2.0,(+/-3.3),0.9,(+/-1.1),6.5,(+/-4.2),4.1,(+/-3.7),1.3,(+/-1.6),5.4,(+/-4.6),3.7,(+/-2.5),1.3,(+/-1.6),0.9,(+/-1.5),2.8,(+/-2.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",26.8,(+/-3.8),34.8,(+/-3.4),20.4,(+/-4.4),17.5,(+/-3.3),28.6,(+/-4.8),15.4,(+/-4.8),18.9,(+/-4.0),36.0,(+/-4.7),23.4,(+/-4.3),23.5,(+/-4.5),11.2,(+/-3.8),33.1,(+/-4.7),14.4,(+/-3.5),27.9,(+/-4.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",38.2,(+/-5.8),43.4,(+/-4.7),27.2,(+/-6.2),22.9,(+/-5.0),36.7,(+/-7.6),23.6,(+/-7.6),26.7,(+/-5.7),46.6,(+/-5.7),34.0,(+/-6.4),30.2,(+/-6.9),17.1,(+/-6.1),47.2,(+/-6.1),22.5,(+/-5.9),38.6,(+/-5.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",32.7,(+/-13.2),53.3,(+/-12.8),17.0,(+/-14.8),26.9,(+/-17.8),27.5,(+/-18.7),23.6,(+/-20.9),42.0,(+/-18.0),58.4,(+/-11.8),45.0,(+/-23.1),31.8,(+/-19.2),35.6,(+/-25.9),67.1,(+/-15.8),11.7,(+/-7.4),20.2,(+/-15.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.0,(+/-1.3),21.8,(+/-1.5),12.7,(+/-1.1),12.8,(+/-1.3),16.6,(+/-1.6),5.6,(+/-0.8),12.0,(+/-1.4),18.8,(+/-1.4),10.9,(+/-1.0),13.4,(+/-1.3),8.2,(+/-0.9),17.9,(+/-1.5),12.0,(+/-1.7),13.6,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.8,(+/-3.2),30.1,(+/-3.0),17.5,(+/-2.7),16.1,(+/-2.9),24.9,(+/-5.1),6.2,(+/-1.6),16.0,(+/-2.9),24.5,(+/-3.2),14.7,(+/-2.4),16.3,(+/-3.1),9.4,(+/-2.2),24.9,(+/-3.5),19.1,(+/-4.2),20.3,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.6,(+/-3.2),29.8,(+/-3.0),17.2,(+/-2.8),15.9,(+/-2.9),24.3,(+/-5.1),5.8,(+/-1.6),15.9,(+/-2.8),24.4,(+/-3.2),14.3,(+/-2.4),15.8,(+/-3.0),9.2,(+/-2.2),24.5,(+/-3.5),19.0,(+/-4.2),20.0,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",18.6,(+/-5.3),34.4,(+/-4.6),18.1,(+/-3.4),15.2,(+/-4.2),23.3,(+/-6.7),7.6,(+/-3.3),18.3,(+/-5.0),25.2,(+/-5.0),13.7,(+/-3.6),15.6,(+/-4.1),12.8,(+/-4.6),29.0,(+/-5.4),20.4,(+/-5.7),19.6,(+/-4.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",20.0,(+/-3.5),28.3,(+/-3.3),16.9,(+/-3.3),16.1,(+/-3.4),24.8,(+/-5.6),5.2,(+/-1.6),15.1,(+/-3.0),24.1,(+/-3.7),14.4,(+/-2.7),15.9,(+/-3.3),7.9,(+/-2.3),23.0,(+/-3.8),18.6,(+/-4.3),20.2,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",13.5,(+/-1.0),19.2,(+/-1.3),11.2,(+/-0.9),11.7,(+/-1.1),14.6,(+/-1.2),5.5,(+/-0.7),10.7,(+/-1.1),17.0,(+/-1.1),9.8,(+/-0.9),12.5,(+/-1.1),7.9,(+/-0.8),15.7,(+/-1.3),9.7,(+/-1.1),11.5,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",12.3,(+/-1.7),15.5,(+/-1.7),11.3,(+/-1.5),12.2,(+/-2.0),17.6,(+/-2.4),7.5,(+/-1.5),11.7,(+/-2.2),15.4,(+/-1.9),9.6,(+/-1.6),9.9,(+/-1.5),8.4,(+/-1.5),14.1,(+/-1.9),11.3,(+/-2.1),12.8,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",12.2,(+/-1.6),18.2,(+/-1.7),10.0,(+/-1.4),10.6,(+/-1.6),14.3,(+/-2.2),3.8,(+/-0.7),10.3,(+/-1.6),15.6,(+/-1.7),8.3,(+/-1.2),9.5,(+/-1.4),5.8,(+/-1.1),14.0,(+/-1.7),10.5,(+/-2.0),11.5,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",27.3,(+/-2.4),34.8,(+/-2.4),26.6,(+/-2.7),20.3,(+/-2.2),21.0,(+/-2.0),17.6,(+/-2.4),22.2,(+/-2.4),33.9,(+/-2.4),26.9,(+/-2.3),32.0,(+/-3.0),19.1,(+/-1.8),34.0,(+/-2.4),19.0,(+/-2.1),25.3,(+/-2.7)
Education,"School Enrollment","Population 3 years and over enrolled in school","192,099","(+/-4,163)","181,888","(+/-5,744)","191,318","(+/-6,049)","188,237","(+/-7,343)","188,801","(+/-10,172)","205,383","(+/-6,701)","207,828","(+/-6,913)","195,521","(+/-6,443)","199,441","(+/-7,636)","224,456","(+/-5,715)","193,727","(+/-6,497)","203,507","(+/-5,321)","204,161","(+/-9,420)","189,425","(+/-5,193)"
Education,"School Enrollment","Nursery school, preschool","9,598","(+/-1,590)","9,235","(+/-1,677)","12,686","(+/-2,378)","8,035","(+/-1,971)","14,892","(+/-3,073)","13,631","(+/-1,647)","12,300","(+/-2,104)","9,626","(+/-1,849)","12,486","(+/-2,216)","12,694","(+/-2,053)","10,583","(+/-1,771)","11,745","(+/-2,081)","13,727","(+/-3,054)","10,741","(+/-1,870)"
Education,"School Enrollment",Kindergarten,"10,283","(+/-2,078)","9,468","(+/-1,672)","13,065","(+/-2,268)","8,007","(+/-2,244)","9,004","(+/-2,328)","9,237","(+/-1,701)","11,626","(+/-2,070)","11,596","(+/-1,883)","11,974","(+/-2,709)","10,909","(+/-1,972)","9,194","(+/-1,866)","10,926","(+/-2,225)","10,432","(+/-2,311)","10,804","(+/-1,984)"
Education,"School Enrollment","Elementary school (grades 1-8)","83,878","(+/-3,701)","83,261","(+/-3,724)","77,624","(+/-3,684)","82,942","(+/-4,525)","63,514","(+/-5,855)","89,744","(+/-4,076)","90,457","(+/-4,322)","82,440","(+/-3,770)","81,351","(+/-4,788)","85,412","(+/-3,623)","73,283","(+/-3,742)","81,379","(+/-3,088)","83,874","(+/-6,485)","83,228","(+/-3,762)"
Education,"School Enrollment","High school (grades 9-12)","41,509","(+/-2,561)","40,434","(+/-2,838)","46,018","(+/-3,231)","44,109","(+/-3,180)","30,748","(+/-4,015)","52,080","(+/-3,202)","48,918","(+/-3,406)","46,034","(+/-3,291)","48,315","(+/-3,332)","50,955","(+/-3,371)","48,585","(+/-3,107)","46,111","(+/-2,658)","50,355","(+/-4,744)","46,969","(+/-2,858)"
Education,"School Enrollment","College or graduate school","46,831","(+/-3,568)","39,490","(+/-3,832)","41,925","(+/-4,596)","45,144","(+/-4,852)","70,643","(+/-6,096)","40,691","(+/-3,860)","44,527","(+/-3,614)","45,825","(+/-3,754)","45,315","(+/-3,352)","64,486","(+/-3,840)","52,082","(+/-4,495)","53,346","(+/-3,915)","45,773","(+/-5,146)","37,683","(+/-3,296)"
Education,"Educational Attainment","Population 25 years and over","539,869","(+/-3,967)","506,745","(+/-6,049)","546,873","(+/-6,965)","521,092","(+/-6,457)","542,915","(+/-9,872)","548,909","(+/-8,260)","509,616","(+/-8,676)","519,262","(+/-6,170)","553,231","(+/-8,457)","548,511","(+/-6,698)","541,910","(+/-7,778)","516,142","(+/-4,573)","513,101","(+/-11,569)","539,943","(+/-5,544)"
Education,"Educational Attainment","Less than 9th grade","17,941","(+/-3,142)","20,210","(+/-2,644)","14,840","(+/-1,976)","28,241","(+/-3,296)","11,865","(+/-2,550)","11,903","(+/-2,653)","39,667","(+/-4,301)","23,762","(+/-3,057)","32,865","(+/-3,566)","22,961","(+/-2,573)","19,580","(+/-3,003)","17,865","(+/-2,518)","23,081","(+/-3,241)","32,781","(+/-3,872)"
Education,"Educational Attainment","9th to 12th grade, no diploma","34,515","(+/-3,625)","46,368","(+/-3,822)","39,617","(+/-4,685)","24,334","(+/-4,103)","29,527","(+/-3,883)","14,440","(+/-2,786)","28,916","(+/-3,199)","40,171","(+/-3,728)","44,333","(+/-4,082)","36,501","(+/-3,927)","22,301","(+/-2,874)","46,414","(+/-4,155)","29,584","(+/-4,004)","39,753","(+/-3,818)"
Education,"Educational Attainment","High school graduate (includes equivalency)","155,039","(+/-7,267)","166,154","(+/-7,414)","160,562","(+/-6,544)","110,535","(+/-5,559)","90,900","(+/-6,645)","82,880","(+/-5,018)","113,633","(+/-6,396)","177,136","(+/-6,791)","154,718","(+/-6,385)","162,590","(+/-6,020)","115,081","(+/-6,909)","164,700","(+/-6,989)","129,685","(+/-9,236)","172,174","(+/-7,479)"
Education,"Educational Attainment","Some college, no degree","120,756","(+/-6,155)","116,281","(+/-6,035)","116,277","(+/-6,642)","86,557","(+/-5,367)","85,520","(+/-5,812)","82,265","(+/-5,483)","80,341","(+/-5,501)","104,104","(+/-6,245)","104,289","(+/-5,277)","109,825","(+/-5,622)","98,005","(+/-5,469)","109,511","(+/-6,439)","108,368","(+/-8,784)","119,242","(+/-6,190)"
Education,"Educational Attainment","Associate's degree","48,345","(+/-4,192)","50,885","(+/-3,755)","49,110","(+/-4,678)","42,792","(+/-3,484)","23,797","(+/-3,804)","36,438","(+/-3,406)","42,203","(+/-4,465)","48,536","(+/-4,075)","45,639","(+/-3,512)","47,846","(+/-3,965)","42,689","(+/-4,292)","48,769","(+/-3,715)","46,740","(+/-4,655)","45,071","(+/-3,552)"
Education,"Educational Attainment","Bachelor's degree","101,747","(+/-6,071)","61,170","(+/-3,934)","104,245","(+/-5,487)","125,858","(+/-6,401)","169,239","(+/-8,197)","196,285","(+/-7,809)","124,445","(+/-6,022)","69,278","(+/-4,899)","106,691","(+/-4,572)","100,377","(+/-5,392)","159,692","(+/-7,600)","76,331","(+/-5,674)","108,053","(+/-5,830)","82,505","(+/-5,163)"
Education,"Educational Attainment","Graduate or professional degree","61,526","(+/-4,488)","45,677","(+/-4,094)","62,222","(+/-5,312)","102,775","(+/-6,496)","132,067","(+/-7,408)","124,698","(+/-5,441)","80,411","(+/-5,009)","56,275","(+/-4,646)","64,696","(+/-4,070)","68,411","(+/-4,695)","84,562","(+/-5,201)","52,552","(+/-4,210)","67,590","(+/-5,833)","48,417","(+/-4,437)"
Education,"Educational Attainment","Percent high school graduate or higher",90.3,(+/-0.9),86.9,(+/-0.9),90.0,(+/-0.9),89.9,(+/-1.0),92.4,(+/-0.8),95.2,(+/-0.7),86.5,(+/-1.0),87.7,(+/-0.9),86.0,(+/-0.9),89.2,(+/-0.7),92.3,(+/-0.8),87.5,(+/-0.9),89.7,(+/-1.0),86.6,(+/-1.0)
Education,"Educational Attainment","Percent bachelor's degree or higher",30.2,(+/-1.4),21.1,(+/-1.1),30.4,(+/-1.1),43.9,(+/-1.5),55.5,(+/-1.7),58.5,(+/-1.1),40.2,(+/-1.4),24.2,(+/-1.2),31.0,(+/-1.0),30.8,(+/-1.2),45.1,(+/-1.3),25.0,(+/-1.4),34.2,(+/-1.6),24.2,(+/-1.2)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","260,798",G,"239,431",G,"234,838",G,"271,844",G,"660,900",G,"347,984",G,"285,077",G,"205,412",G,"260,023",G,"214,219",G,"384,485",G,"221,850",G,"225,542",G,"197,812",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",728,G,"2,629",G,334,G,91,J,56,G,114,J,51,H,"1,636",G,200,H,410,H,95,H,"1,219",G,8,J,250,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",337,J,517,G,149,H,95,G,219,J,137,G,82,J,950,H,309,H,300,G,661,J,"1,144",H,119,G,177,H
Business,"Paid employees for pay period including March 12",Utilities,"2,188",J,"1,141",H,"1,136",H,"1,775",H,"6,849",J,573,G,94,G,"1,479",H,"1,234",G,"1,174",G,"1,831",G,"2,123",H,"2,140",J,975,H
Business,"Paid employees for pay period including March 12",Construction,"12,825",G,"9,034",G,"14,889",G,"11,974",G,"14,009",H,"22,238",G,"19,153",G,"8,723",G,"15,660",G,"12,250",G,"31,356",G,"13,991",G,"12,035",G,"9,513",G
Business,"Paid employees for pay period including March 12",Manufacturing,"29,953",G,"31,188",G,"43,923",G,"19,406",G,"12,832",G,"14,399",G,"15,919",G,"30,680",G,"45,543",G,"32,782",G,"28,793",H,"26,613",G,"19,513",G,"51,875",G
Business,"Paid employees for pay period including March 12","Wholesale trade","9,069",G,"11,011",G,"8,518",G,"12,361",G,"22,684",G,"18,501",G,"28,555",G,"7,881",G,"16,172",G,"13,405",G,"19,958",G,"9,726",G,"21,224",H,"10,412",G
Business,"Paid employees for pay period including March 12","Retail trade","38,033",G,"34,550",G,"35,786",G,"35,984",G,"39,057",G,"38,143",G,"35,344",G,"34,701",G,"40,646",G,"31,845",G,"42,933",G,"33,514",G,"34,692",G,"28,420",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","25,562",G,"9,032",H,"10,573",G,"14,426",H,"65,254",H,"12,329",G,"9,209",G,"11,154",G,"14,386",G,"22,158",G,"14,074",G,"8,739",G,"38,320",H,"7,902",H
Business,"Paid employees for pay period including March 12",Information,"2,386",G,"2,863",G,"2,700",H,"16,832",G,"40,196",G,"22,276",G,"9,631",G,"2,102",G,"3,445",G,"2,443",G,"10,502",G,"2,964",G,"1,730",G,"1,994",J
Business,"Paid employees for pay period including March 12","Finance and insurance","5,415",G,"21,597",G,"5,655",H,"15,358",H,"45,139",G,"21,276",G,"14,454",G,"6,505",G,"7,425",H,"4,328",G,"20,983",G,"4,996",G,"3,399",H,"3,269",G
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","3,651",G,"2,718",G,"2,639",G,"5,597",G,"20,914",G,"6,152",G,"4,598",G,"2,184",G,"3,632",G,"3,669",G,"9,850",G,"2,656",G,"5,957",H,"2,014",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","10,286",G,"8,958",G,"7,802",G,"26,287",G,"88,133",G,"45,390",G,"31,958",G,"7,259",G,"9,523",G,"7,100",G,"45,308",G,"9,777",G,"5,899",H,"4,805",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,551",H,"5,798",H,"2,871",G,"9,315",G,"26,765",G,"26,398",G,"12,475",G,"1,317",H,"3,827",G,"2,954",J,"26,479",H,"1,453",H,"2,187",H,"4,295",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","17,526",G,"13,612",H,"13,264",G,"17,713",G,"43,747",G,"27,954",G,"22,940",G,"9,278",G,"16,502",G,"13,093",G,"28,794",G,"14,978",G,"16,135",H,"7,294",G
Business,"Paid employees for pay period including March 12","Educational services","4,599",H,"4,760",H,"3,246",G,"4,554",G,"33,911",H,"6,536",G,"5,556",G,"2,408",G,"5,090",G,"2,964",G,"4,508",G,"3,222",G,"2,426",H,"4,411",H
Business,"Paid employees for pay period including March 12","Health care and social assistance","38,285",H,"44,592",G,"36,838",G,"39,425",G,"93,993",G,"35,624",G,"34,309",G,"36,164",G,"31,180",H,"25,539",G,"39,679",G,"44,871",G,"27,034",G,"28,106",G
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","3,444",G,"1,602",G,"3,294",G,"2,407",G,"12,523",G,"6,364",G,"3,749",G,"2,186",G,"3,603",G,"2,643",G,"7,888",G,"2,633",H,"2,566",H,"1,709",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","41,212",G,"24,762",G,"30,324",G,"27,516",G,"67,488",G,"29,702",G,"25,310",G,"31,036",G,"30,122",G,"26,202",G,"37,488",G,"28,359",G,"22,816",G,"21,673",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","11,734",G,"9,047",G,"10,865",G,"10,673",G,"27,076",G,"13,844",G,"11,657",G,"7,733",G,"11,499",G,"8,944",G,"13,280",G,"8,831",G,"7,308",G,"8,702",G
Business,"Paid employees for pay period including March 12","Industries not classified",14,J,20,J,32,J,55,G,55,H,34,J,33,J,36,H,25,J,16,J,25,H,41,J,34,J,16,G
Business,"Annual payroll ($1,000)","Total for all sectors","12,788,234",G,"11,637,586",G,"11,230,822",G,"17,021,813",G,"58,533,762",G,"26,562,435",G,"18,233,655",G,"8,670,935",G,"13,294,267",G,"9,937,182",G,"26,519,972",G,"10,650,970",G,"11,541,671",G,"9,090,726",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","37,222",G,"128,995",G,"14,274",G,"11,560",J,"3,758",G,"3,530",H,"1,408",H,"93,882",G,"7,771",G,"34,568",G,"3,959",G,"62,881",G,270,J,"11,153",G
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","25,616",J,"27,807",G,"10,877",H,"12,267",H,"21,447",J,"10,804",G,"6,101",J,"75,476",H,"19,790",H,"20,241",G,"51,856",J,"87,245",H,"9,518",G,"11,470",H
Business,"Annual payroll ($1,000)",Utilities,"237,620",J,"102,511",H,"112,059",H,"209,870",H,"874,415",J,"52,128",H,"7,926",G,"119,892",H,"101,157",G,"111,738",G,"190,773",G,"224,689",H,"170,023",J,"95,568",H
Business,"Annual payroll ($1,000)",Construction,"775,377",G,"517,104",G,"1,000,516",G,"850,552",G,"1,199,770",H,"1,647,181",G,"1,380,991",G,"473,063",G,"966,118",G,"778,722",G,"2,550,914",G,"974,653",G,"830,933",G,"542,556",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,272,065",H,"1,785,130",G,"2,561,776",G,"1,138,994",G,"763,982",G,"999,510",G,"1,066,574",G,"1,598,795",G,"2,611,673",G,"1,960,093",G,"2,121,707",H,"1,550,178",G,"1,086,416",G,"2,652,560",G
Business,"Annual payroll ($1,000)","Wholesale trade","656,948",G,"650,396",G,"643,259",G,"947,753",G,"1,987,102",G,"1,833,518",G,"2,717,771",G,"479,537",G,"1,218,585",G,"834,425",G,"1,863,292",G,"601,037",G,"1,563,794",H,"620,378",G
Business,"Annual payroll ($1,000)","Retail trade","1,299,254",G,"1,143,457",G,"1,150,430",G,"1,279,518",G,"1,359,600",G,"1,443,449",G,"1,371,589",G,"1,080,542",G,"1,404,219",G,"1,079,582",G,"1,623,769",G,"1,058,552",G,"1,203,822",G,"870,902",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","1,255,845",G,"401,316",G,"551,854",G,"700,187",H,"5,346,628",H,"978,469",G,"570,714",G,"523,712",G,"747,349",G,"974,584",G,"737,378",G,"417,205",G,"1,686,763",G,"419,903",G
Business,"Annual payroll ($1,000)",Information,"141,740",G,"142,261",G,"152,353",H,"2,059,650",G,"5,690,828",G,"2,989,904",G,"1,009,346",G,"104,640",H,"281,119",H,"128,385",H,"1,094,404",G,"160,485",G,"132,444",G,"110,018",H
Business,"Annual payroll ($1,000)","Finance and insurance","418,127",G,"1,635,217",G,"387,227",G,"1,323,723",H,"7,540,512",G,"2,508,425",G,"1,267,568",G,"419,002",G,"597,140",G,"325,836",G,"2,193,102",G,"326,447",G,"233,333",H,"206,108",G
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","187,315",G,"132,353",G,"141,087",G,"384,750",G,"1,978,417",G,"472,767",G,"285,184",G,"93,812",G,"204,179",G,"218,105",G,"759,350",G,"148,105",G,"1,222,697",J,"91,436",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","707,041",G,"559,921",G,"512,560",G,"2,424,186",G,"11,996,411",G,"4,237,624",G,"2,661,713",G,"442,329",G,"649,229",G,"478,400",G,"4,044,807",G,"768,563",G,"393,451",G,"262,377",G
Business,"Annual payroll ($1,000)","Management of companies and enterprises","228,526",G,"556,251",G,"345,374",G,"1,332,887",G,"3,784,143",G,"3,554,237",H,"1,425,910",G,"80,936",H,"389,844",G,"141,036",H,"3,212,152",H,"112,627",H,"128,773",G,"537,307",G
