Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE"
People,"Sex and Age","45 to 54 years","81,018","(+/-3,639)","93,770","(+/-2,925)","102,370","(+/-3,314)","87,398","(+/-3,867)","88,285","(+/-4,467)","86,891","(+/-4,308)","92,202","(+/-4,857)","90,611","(+/-4,191)","93,167","(+/-1,888)","107,763","(+/-3,563)","91,159","(+/-2,524)","92,628","(+/-4,458)","90,436","(+/-4,125)","99,598","(+/-4,417)","97,287","(+/-3,099)","99,728","(+/-4,929)","92,665","(+/-4,806)","93,960","(+/-4,879)","93,940","(+/-3,914)","90,815","(+/-5,114)","79,994","(+/-4,696)","81,978","(+/-3,765)","82,947","(+/-4,584)","81,530","(+/-3,065)","89,983","(+/-5,047)","92,142","(+/-3,387)","91,861","(+/-5,351)","105,245","(+/-5,483)","99,315","(+/-5,464)","97,232","(+/-5,548)","98,188","(+/-5,812)","102,531","(+/-5,325)","97,953","(+/-4,968)","86,939","(+/-5,638)","92,336","(+/-5,382)","91,097","(+/-6,073)","90,250","(+/-6,194)","92,871","(+/-5,976)","91,062","(+/-4,889)","100,632","(+/-4,894)","96,996","(+/-5,585)","97,686","(+/-5,563)","94,007","(+/-5,861)","91,166","(+/-5,438)","100,349","(+/-4,485)","93,227","(+/-4,157)","99,174","(+/-4,749)","87,961","(+/-6,001)","99,559","(+/-6,003)","102,780","(+/-5,376)","81,022","(+/-5,407)","90,298","(+/-5,391)"
People,"Sex and Age","55 to 59 years","39,671","(+/-2,797)","51,072","(+/-2,916)","46,852","(+/-3,534)","44,879","(+/-2,760)","48,476","(+/-3,939)","42,577","(+/-3,209)","43,899","(+/-3,485)","47,375","(+/-3,809)","42,953","(+/-2,732)","45,852","(+/-3,014)","41,217","(+/-3,345)","45,597","(+/-3,303)","40,030","(+/-3,370)","47,428","(+/-3,722)","46,628","(+/-3,343)","47,708","(+/-3,975)","46,514","(+/-3,614)","38,289","(+/-3,612)","48,719","(+/-3,345)","43,947","(+/-3,363)","37,175","(+/-3,401)","34,791","(+/-2,831)","39,667","(+/-3,911)","37,546","(+/-2,777)","40,268","(+/-3,995)","50,176","(+/-2,804)","55,676","(+/-5,559)","48,723","(+/-4,482)","42,356","(+/-3,901)","44,481","(+/-4,015)","46,988","(+/-3,311)","45,538","(+/-4,007)","39,547","(+/-3,377)","40,373","(+/-4,048)","47,586","(+/-4,304)","45,976","(+/-3,876)","41,962","(+/-3,989)","48,102","(+/-4,076)","45,784","(+/-3,539)","55,865","(+/-4,713)","54,766","(+/-3,703)","44,756","(+/-3,961)","42,351","(+/-3,618)","48,030","(+/-3,895)","50,233","(+/-3,338)","47,504","(+/-3,705)","46,195","(+/-3,984)","42,704","(+/-4,233)","49,535","(+/-4,663)","45,822","(+/-3,701)","39,645","(+/-3,533)","41,558","(+/-3,857)"
People,"Sex and Age","60 to 64 years","50,641","(+/-2,983)","51,753","(+/-3,290)","54,917","(+/-3,575)","44,234","(+/-2,569)","55,906","(+/-3,720)","48,007","(+/-4,089)","41,118","(+/-3,077)","50,412","(+/-3,647)","42,514","(+/-2,496)","48,292","(+/-2,823)","40,960","(+/-3,149)","35,705","(+/-2,954)","37,671","(+/-3,540)","46,504","(+/-4,076)","47,949","(+/-3,420)","47,011","(+/-3,833)","46,260","(+/-3,806)","40,055","(+/-3,135)","48,267","(+/-3,340)","42,567","(+/-3,028)","35,547","(+/-2,819)","36,742","(+/-2,735)","44,305","(+/-3,349)","46,225","(+/-2,587)","41,491","(+/-4,259)","46,506","(+/-2,991)","51,246","(+/-4,241)","52,900","(+/-4,519)","39,611","(+/-3,551)","45,001","(+/-3,792)","41,570","(+/-3,736)","47,553","(+/-3,835)","38,555","(+/-3,273)","38,230","(+/-3,007)","38,794","(+/-3,645)","46,853","(+/-3,934)","40,133","(+/-3,339)","51,494","(+/-4,293)","36,265","(+/-2,866)","55,049","(+/-4,565)","51,032","(+/-4,247)","44,195","(+/-4,078)","42,023","(+/-3,622)","47,263","(+/-3,865)","48,109","(+/-4,235)","42,435","(+/-3,824)","42,900","(+/-3,753)","52,386","(+/-4,261)","48,391","(+/-4,536)","42,711","(+/-3,415)","45,073","(+/-3,429)","38,096","(+/-3,031)"
People,"Sex and Age","65 to 74 years","83,466","(+/-1,590)","99,561","(+/-2,632)","103,852","(+/-3,117)","88,160","(+/-3,560)","97,399","(+/-3,654)","68,032","(+/-3,525)","70,240","(+/-3,340)","74,613","(+/-3,516)","63,451","(+/-1,529)","74,956","(+/-3,115)","69,559","(+/-2,045)","68,652","(+/-3,303)","55,102","(+/-2,446)","70,310","(+/-3,393)","74,990","(+/-2,169)","68,256","(+/-4,022)","60,273","(+/-3,931)","58,555","(+/-3,056)","85,703","(+/-3,365)","68,258","(+/-3,509)","54,290","(+/-2,957)","48,193","(+/-3,394)","68,884","(+/-3,704)","84,175","(+/-2,896)","71,906","(+/-4,502)","75,223","(+/-2,741)","58,928","(+/-3,906)","85,786","(+/-4,121)","57,315","(+/-4,656)","75,332","(+/-5,094)","71,652","(+/-4,366)","79,540","(+/-4,554)","57,016","(+/-4,159)","58,003","(+/-3,855)","53,261","(+/-3,908)","76,044","(+/-4,683)","54,874","(+/-4,303)","71,602","(+/-4,817)","50,889","(+/-3,570)","81,036","(+/-4,750)","91,463","(+/-4,507)","57,022","(+/-4,506)","59,628","(+/-4,633)","64,228","(+/-3,653)","75,596","(+/-4,666)","55,436","(+/-3,720)","66,585","(+/-3,735)","78,369","(+/-4,720)","83,944","(+/-4,695)","62,600","(+/-4,237)","67,689","(+/-3,982)","62,456","(+/-3,496)"
People,"Sex and Age","75 to 84 years","45,645","(+/-1,876)","58,721","(+/-2,637)","59,999","(+/-2,648)","49,159","(+/-2,690)","51,465","(+/-3,073)","36,731","(+/-2,238)","34,554","(+/-2,164)","37,089","(+/-2,995)","32,775","(+/-1,723)","45,875","(+/-2,631)","38,682","(+/-2,347)","38,915","(+/-2,796)","25,418","(+/-1,850)","36,432","(+/-2,874)","40,713","(+/-2,334)","44,686","(+/-2,969)","32,084","(+/-2,810)","24,629","(+/-2,492)","47,394","(+/-3,144)","35,408","(+/-2,560)","25,406","(+/-2,221)","20,721","(+/-1,877)","35,543","(+/-2,861)","46,474","(+/-2,774)","45,786","(+/-3,808)","38,511","(+/-2,437)","33,704","(+/-2,902)","44,694","(+/-3,279)","22,900","(+/-2,521)","37,008","(+/-3,376)","34,938","(+/-2,993)","46,252","(+/-3,336)","22,205","(+/-2,463)","29,643","(+/-3,148)","23,179","(+/-2,775)","45,540","(+/-3,990)","23,838","(+/-2,294)","38,468","(+/-2,621)","25,902","(+/-2,529)","41,792","(+/-3,251)","47,744","(+/-3,669)","29,819","(+/-3,063)","27,347","(+/-2,989)","31,701","(+/-3,103)","44,448","(+/-3,807)","26,681","(+/-2,984)","41,290","(+/-3,088)","41,516","(+/-3,104)","42,796","(+/-3,637)","40,393","(+/-2,708)","33,047","(+/-3,139)","29,401","(+/-2,519)"
People,"Sex and Age","85 years and over","14,722","(+/-1,494)","16,288","(+/-1,932)","15,769","(+/-1,774)","15,532","(+/-2,044)","18,884","(+/-1,951)","13,100","(+/-1,679)","11,796","(+/-1,550)","11,448","(+/-1,858)","11,911","(+/-1,510)","14,481","(+/-1,845)","20,436","(+/-2,503)","14,093","(+/-1,956)","7,823","(+/-1,377)","12,582","(+/-1,709)","17,359","(+/-1,897)","16,596","(+/-2,184)","12,672","(+/-1,669)","10,089","(+/-1,642)","15,123","(+/-1,770)","13,101","(+/-1,900)","8,646","(+/-1,430)","7,778","(+/-1,237)","13,093","(+/-1,754)","17,773","(+/-2,031)","16,936","(+/-2,008)","19,232","(+/-2,146)","9,763","(+/-1,560)","19,716","(+/-2,356)","9,745","(+/-1,494)","15,979","(+/-2,051)","13,793","(+/-1,925)","18,326","(+/-1,994)","6,486","(+/-1,224)","14,386","(+/-2,295)","8,317","(+/-1,599)","20,911","(+/-2,188)","11,024","(+/-1,933)","15,001","(+/-1,957)","8,308","(+/-1,405)","18,811","(+/-2,455)","17,883","(+/-2,478)","9,122","(+/-1,535)","11,193","(+/-1,608)","10,216","(+/-1,906)","15,398","(+/-2,004)","11,215","(+/-1,915)","16,223","(+/-2,433)","12,329","(+/-1,759)","14,128","(+/-2,048)","12,110","(+/-1,817)","14,357","(+/-2,044)","12,502","(+/-1,671)"
People,"Sex and Age","Median age (years)",38.5,(+/-0.4),44.9,(+/-0.5),44.0,(+/-0.5),39.6,(+/-0.5),41.4,(+/-0.9),37.6,(+/-0.8),37.6,(+/-0.8),39.3,(+/-0.6),36.0,(+/-0.3),41.5,(+/-0.5),40.3,(+/-0.3),38.6,(+/-0.5),32.7,(+/-0.5),40.2,(+/-0.6),41.4,(+/-0.6),40.1,(+/-0.7),37.7,(+/-0.6),35.0,(+/-0.6),42.1,(+/-0.8),35.7,(+/-0.6),32.3,(+/-0.5),30.5,(+/-0.4),35.4,(+/-0.7),37.6,(+/-0.6),36.4,(+/-0.7),39.7,(+/-0.5),38.4,(+/-0.9),43.0,(+/-0.9),36.4,(+/-0.7),39.9,(+/-0.6),39.4,(+/-0.7),41.2,(+/-0.8),33.7,(+/-0.6),37.0,(+/-0.7),35.2,(+/-0.6),40.5,(+/-0.8),35.2,(+/-0.7),40.5,(+/-1.0),33.2,(+/-0.7),42.5,(+/-0.9),40.8,(+/-0.9),37.3,(+/-1.0),36.4,(+/-0.8),37.4,(+/-0.7),41.2,(+/-0.8),35.7,(+/-0.6),38.6,(+/-0.9),40.1,(+/-1.0),40.8,(+/-0.9),37.2,(+/-0.6),36.4,(+/-0.7),36.6,(+/-0.8)
People,"Sex and Age","18 years and over","584,775","(+/-3,024)","600,886","(+/-6,119)","627,875","(+/-6,852)","613,089","(+/-6,668)","613,488","(+/-11,362)","577,457","(+/-11,098)","592,661","(+/-10,550)","593,831","(+/-8,034)","571,848","(+/-4,211)","581,330","(+/-8,057)","612,088","(+/-6,328)","609,799","(+/-5,801)","559,815","(+/-9,989)","567,280","(+/-7,642)","585,872","(+/-8,212)","585,514","(+/-11,652)","609,733","(+/-10,189)","559,362","(+/-12,957)","592,748","(+/-11,468)","581,765","(+/-11,671)","535,380","(+/-9,996)","542,121","(+/-9,371)","576,328","(+/-10,968)","611,221","(+/-4,920)","584,126","(+/-8,405)","575,327","(+/-5,668)","552,295","(+/-10,089)","604,014","(+/-11,049)","564,600","(+/-16,731)","638,537","(+/-12,506)","564,524","(+/-11,543)","620,200","(+/-14,778)","556,822","(+/-12,593)","582,665","(+/-15,667)","570,461","(+/-10,809)","614,657","(+/-11,441)","584,668","(+/-14,420)","570,070","(+/-11,027)","578,090","(+/-9,662)","596,722","(+/-10,398)","633,508","(+/-11,347)","567,234","(+/-12,709)","556,355","(+/-15,471)","574,259","(+/-14,071)","581,807","(+/-9,859)","588,642","(+/-8,575)","604,902","(+/-7,113)","567,529","(+/-11,258)","597,956","(+/-9,405)","648,383","(+/-15,733)","598,487","(+/-13,221)","564,758","(+/-12,795)"
People,"Sex and Age","65 years and over","143,833","(+/-1,727)","174,570","(+/-3,343)","179,620","(+/-3,697)","152,851","(+/-4,228)","167,748","(+/-4,681)","117,863","(+/-3,904)","116,590","(+/-3,814)","123,150","(+/-4,610)","108,137","(+/-1,658)","135,312","(+/-4,049)","128,677","(+/-2,570)","121,660","(+/-4,973)","88,343","(+/-3,317)","119,324","(+/-5,000)","133,062","(+/-2,978)","129,538","(+/-6,008)","105,029","(+/-5,322)","93,273","(+/-3,989)","148,220","(+/-4,481)","116,767","(+/-4,364)","88,342","(+/-3,971)","76,692","(+/-4,470)","117,520","(+/-4,989)","148,422","(+/-3,467)","134,628","(+/-6,044)","132,966","(+/-3,756)","102,395","(+/-5,553)","150,196","(+/-5,884)","89,960","(+/-5,327)","128,319","(+/-6,362)","120,383","(+/-5,836)","144,118","(+/-6,692)","85,707","(+/-4,769)","102,032","(+/-5,375)","84,757","(+/-5,221)","142,495","(+/-6,472)","89,736","(+/-5,783)","125,071","(+/-6,082)","85,099","(+/-4,826)","141,639","(+/-5,637)","157,090","(+/-6,500)","95,963","(+/-5,627)","98,168","(+/-5,591)","106,145","(+/-5,158)","135,442","(+/-6,344)","93,332","(+/-5,125)","124,098","(+/-6,109)","132,214","(+/-6,463)","140,868","(+/-5,965)","115,103","(+/-4,777)","115,093","(+/-5,446)","104,359","(+/-4,609)"
People,Race,"Total population","755,464","(+/-3,429)","743,918","(+/-7,978)","788,130","(+/-8,560)","761,543","(+/-7,574)","782,849","(+/-16,635)","747,786","(+/-16,346)","762,568","(+/-15,782)","752,009","(+/-9,402)","770,568","(+/-5,013)","746,449","(+/-9,766)","701,735","(+/-8,511)","734,171","(+/-5,115)","784,322","(+/-14,343)","725,962","(+/-8,314)","721,009","(+/-11,071)","748,899","(+/-14,783)","744,019","(+/-12,624)","743,048","(+/-17,338)","725,878","(+/-17,005)","794,847","(+/-15,671)","749,912","(+/-14,482)","774,942","(+/-12,642)","768,047","(+/-12,631)","761,285","(+/-6,122)","779,900","(+/-8,109)","739,517","(+/-8,500)","736,850","(+/-10,868)","746,863","(+/-13,086)","719,359","(+/-22,325)","745,825","(+/-14,051)","717,084","(+/-11,507)","760,602","(+/-18,302)","763,598","(+/-13,556)","714,948","(+/-21,766)","749,769","(+/-12,483)","742,266","(+/-15,894)","735,660","(+/-19,740)","723,495","(+/-13,063)","767,217","(+/-7,810)","755,867","(+/-11,084)","811,664","(+/-12,898)","711,011","(+/-14,838)","716,670","(+/-19,213)","737,874","(+/-16,814)","737,224","(+/-10,286)","746,079","(+/-9,151)","754,022","(+/-4,336)","740,583","(+/-15,411)","751,418","(+/-9,869)","781,251","(+/-19,138)","748,700","(+/-15,753)","740,517","(+/-16,286)"
People,Race,"One race","651,441","(+/-8,141)","624,297","(+/-10,301)","679,656","(+/-10,946)","648,248","(+/-11,528)","638,447","(+/-12,589)","626,567","(+/-14,910)","649,733","(+/-17,202)","612,130","(+/-14,229)","635,218","(+/-11,742)","636,668","(+/-11,802)","617,678","(+/-10,055)","630,030","(+/-8,944)","583,524","(+/-16,904)","645,688","(+/-12,025)","632,433","(+/-12,909)","653,752","(+/-14,987)","683,368","(+/-13,823)","561,951","(+/-16,398)","616,455","(+/-15,244)","637,504","(+/-14,442)","563,548","(+/-18,590)","557,911","(+/-15,673)","591,642","(+/-14,609)","584,795","(+/-11,995)","522,141","(+/-16,095)","549,807","(+/-13,653)","576,665","(+/-17,656)","644,479","(+/-14,333)","507,937","(+/-22,525)","644,161","(+/-13,864)","550,613","(+/-15,086)","662,824","(+/-17,538)","620,925","(+/-14,270)","580,516","(+/-21,506)","598,178","(+/-16,133)","634,538","(+/-14,812)","581,036","(+/-20,758)","592,093","(+/-15,814)","619,455","(+/-14,790)","631,410","(+/-13,461)","635,353","(+/-12,507)","508,787","(+/-16,210)","549,703","(+/-19,071)","588,042","(+/-16,626)","617,198","(+/-14,054)","552,195","(+/-17,511)","654,230","(+/-9,768)","605,413","(+/-15,374)","611,953","(+/-11,267)","658,822","(+/-18,975)","608,627","(+/-15,863)","497,135","(+/-16,253)"
People,Race,White,"485,552","(+/-6,836)","497,396","(+/-7,368)","548,478","(+/-8,932)","420,918","(+/-10,883)","474,330","(+/-12,871)","361,326","(+/-11,356)","262,636","(+/-10,294)","195,221","(+/-8,109)","250,447","(+/-7,844)","365,812","(+/-8,104)","300,729","(+/-4,272)","250,759","(+/-6,764)","205,564","(+/-10,427)","197,193","(+/-7,316)","217,274","(+/-7,834)","323,305","(+/-9,376)","159,798","(+/-7,941)","178,140","(+/-10,451)","362,741","(+/-9,399)","419,834","(+/-12,763)","207,754","(+/-12,201)","205,115","(+/-11,197)","341,438","(+/-11,397)","423,957","(+/-9,363)","218,670","(+/-12,269)","372,401","(+/-10,671)","283,789","(+/-13,557)","211,339","(+/-9,237)","180,391","(+/-11,008)","423,362","(+/-13,537)","149,837","(+/-9,339)","396,315","(+/-13,545)","175,097","(+/-11,986)","119,958","(+/-7,574)","143,815","(+/-9,861)","417,544","(+/-14,150)","120,145","(+/-8,022)","144,277","(+/-9,776)","195,293","(+/-10,578)","373,683","(+/-12,007)","365,127","(+/-12,614)","203,728","(+/-10,860)","85,397","(+/-8,168)","159,795","(+/-12,237)","210,649","(+/-9,670)","167,179","(+/-13,496)","391,197","(+/-10,893)","421,914","(+/-13,329)","463,454","(+/-12,924)","436,725","(+/-13,968)","358,712","(+/-11,924)","153,742","(+/-10,840)"
People,Race,"Black or African American","13,909","(+/-2,364)","12,476","(+/-2,285)","14,393","(+/-2,102)","25,326","(+/-3,953)","21,346","(+/-3,872)","69,339","(+/-7,527)","75,262","(+/-6,907)","101,174","(+/-6,972)","56,246","(+/-4,185)","36,680","(+/-5,883)","33,499","(+/-2,690)","108,979","(+/-6,864)","19,987","(+/-3,050)","39,404","(+/-5,901)","19,465","(+/-2,995)","11,906","(+/-2,215)","19,104","(+/-4,060)","14,481","(+/-2,656)","16,137","(+/-3,039)","27,316","(+/-5,351)","30,181","(+/-4,027)","35,746","(+/-4,813)","71,819","(+/-8,586)","11,916","(+/-1,806)","26,431","(+/-5,078)","15,102","(+/-2,249)","70,091","(+/-9,234)","25,432","(+/-4,566)","31,229","(+/-6,042)","32,298","(+/-4,781)","20,267","(+/-4,715)","35,183","(+/-5,323)","67,222","(+/-8,334)","31,081","(+/-3,948)","47,439","(+/-6,641)","31,375","(+/-4,940)","160,987","(+/-10,882)","18,607","(+/-4,111)","64,305","(+/-8,048)","18,988","(+/-4,963)","46,151","(+/-6,958)","40,197","(+/-5,758)","150,313","(+/-10,691)","71,888","(+/-8,472)","14,517","(+/-3,924)","11,701","(+/-3,181)","14,144","(+/-2,946)","31,414","(+/-5,667)","16,975","(+/-3,102)","20,264","(+/-2,821)","44,715","(+/-6,471)","59,382","(+/-6,552)"
People,Race,"American Indian and Alaska Native","13,654","(+/-2,322)","14,902","(+/-3,118)","6,395","(+/-1,410)","10,079","(+/-2,606)","12,169","(+/-3,986)","6,583","(+/-1,727)","12,908","(+/-5,514)","9,405","(+/-3,304)","13,735","(+/-3,599)","5,651","(+/-2,382)","5,784","(+/-2,625)","8,340","(+/-2,723)","13,871","(+/-3,962)","6,942","(+/-2,342)","9,639","(+/-3,630)","6,123","(+/-2,404)","4,139","(+/-1,659)","15,328","(+/-5,313)","5,682","(+/-2,053)","10,484","(+/-2,944)","15,370","(+/-3,343)","15,840","(+/-3,313)","12,736","(+/-2,866)","16,624","(+/-3,899)","15,914","(+/-4,109)","10,274","(+/-3,537)","11,652","(+/-4,443)","11,225","(+/-3,264)","9,809","(+/-2,741)","7,041","(+/-2,579)","14,136","(+/-4,031)","5,085","(+/-2,020)","8,959","(+/-2,589)","18,715","(+/-4,243)","12,132","(+/-2,967)","2,290",(+/-848),"12,828","(+/-4,198)","13,599","(+/-3,365)","14,462","(+/-4,283)","3,089","(+/-1,322)","12,759","(+/-7,029)","15,558","(+/-4,751)","14,000","(+/-3,884)","13,239","(+/-3,902)","8,133","(+/-3,028)","13,689","(+/-3,991)","4,132","(+/-1,280)","9,082","(+/-2,576)","6,671","(+/-2,769)","6,281","(+/-2,848)","6,912","(+/-4,165)","12,903","(+/-4,820)"
People,Race,Asian,"46,055","(+/-2,814)","31,928","(+/-2,467)","71,996","(+/-5,401)","71,914","(+/-4,444)","47,629","(+/-5,670)","88,871","(+/-10,265)","181,798","(+/-11,069)","143,826","(+/-8,405)","139,521","(+/-5,709)","171,385","(+/-8,474)","229,021","(+/-7,363)","152,401","(+/-8,434)","56,674","(+/-6,061)","293,511","(+/-10,447)","278,481","(+/-8,142)","236,987","(+/-9,022)","435,958","(+/-11,902)","80,123","(+/-9,032)","145,180","(+/-8,624)","68,407","(+/-7,801)","71,198","(+/-6,533)","26,311","(+/-3,719)","35,129","(+/-4,765)","40,103","(+/-3,479)","25,177","(+/-4,477)","58,092","(+/-4,083)","83,139","(+/-7,950)","286,040","(+/-11,650)","53,524","(+/-6,756)","94,779","(+/-7,941)","139,825","(+/-8,626)","108,742","(+/-10,721)","56,570","(+/-6,181)","128,402","(+/-9,164)","100,564","(+/-9,832)","132,308","(+/-9,250)","53,456","(+/-6,105)","158,980","(+/-9,022)","47,133","(+/-6,900)","152,897","(+/-10,747)","64,114","(+/-6,881)","52,162","(+/-6,380)","62,330","(+/-5,074)","84,284","(+/-7,666)","288,137","(+/-11,894)","120,678","(+/-10,299)","196,625","(+/-10,487)","61,000","(+/-8,094)","51,434","(+/-5,741)","112,723","(+/-7,147)","126,285","(+/-10,327)","103,044","(+/-7,900)"
People,Race,"Native Hawaiian and Other Pacific Islander","1,713","(+/-1,127)","1,130",(+/-615),"1,321",(+/-259),"1,880",(+/-972),"2,978","(+/-1,379)","6,016","(+/-3,375)","13,889","(+/-3,395)","7,447","(+/-2,103)","4,488","(+/-1,185)","1,232",(+/-887),"2,128",(+/-867),"3,093","(+/-1,621)","6,300","(+/-2,432)","8,840","(+/-2,367)","8,539","(+/-1,898)","6,259","(+/-1,823)",483,(+/-441),"3,116","(+/-2,269)","3,298","(+/-2,476)","1,402",(+/-616),617,(+/-478),"1,234",(+/-444),"2,478","(+/-2,042)",724,(+/-470),"2,098","(+/-1,227)","1,584",(+/-452),"2,825","(+/-1,548)","1,526","(+/-1,057)","1,899","(+/-1,484)",512,(+/-493),"1,987","(+/-1,923)",859,(+/-773),"3,874","(+/-1,958)",717,(+/-578),"2,288","(+/-1,681)",669,(+/-550),"1,015",(+/-955),"1,636",(+/-875),"3,130","(+/-2,095)","1,043",(+/-638),"2,359","(+/-1,580)","2,229","(+/-1,046)","2,525","(+/-2,642)","2,623","(+/-1,022)","1,136",(+/-711),"2,616","(+/-1,226)","4,657","(+/-1,653)","2,459","(+/-1,613)","1,984","(+/-1,240)","3,545","(+/-2,007)","3,477","(+/-1,487)","2,904","(+/-1,649)"
People,Race,"Some other race","90,558","(+/-7,454)","66,465","(+/-7,997)","37,073","(+/-5,283)","118,131","(+/-11,622)","79,995","(+/-9,662)","94,432","(+/-10,996)","103,240","(+/-10,653)","155,057","(+/-13,057)","170,781","(+/-12,200)","55,908","(+/-7,074)","46,517","(+/-5,641)","106,458","(+/-10,404)","281,128","(+/-16,108)","99,798","(+/-10,015)","99,035","(+/-8,621)","69,172","(+/-9,466)","63,886","(+/-8,479)","270,763","(+/-13,117)","83,417","(+/-10,113)","110,061","(+/-11,730)","238,428","(+/-15,280)","273,665","(+/-14,701)","128,042","(+/-11,592)","91,471","(+/-10,354)","233,851","(+/-15,281)","92,354","(+/-10,787)","125,169","(+/-12,539)","108,917","(+/-11,022)","231,085","(+/-17,414)","86,169","(+/-8,581)","224,561","(+/-13,865)","116,640","(+/-12,024)","309,203","(+/-14,926)","281,643","(+/-17,072)","291,940","(+/-16,843)","50,352","(+/-6,927)","232,605","(+/-15,411)","254,994","(+/-17,648)","295,132","(+/-15,742)","81,710","(+/-11,327)","144,843","(+/-13,162)","194,913","(+/-14,333)","235,138","(+/-16,610)","256,213","(+/-16,185)","94,626","(+/-10,909)","236,332","(+/-15,998)","43,475","(+/-5,875)","79,544","(+/-9,643)","71,435","(+/-8,189)","79,284","(+/-12,148)","68,526","(+/-7,512)","165,160","(+/-14,377)"
People,Race,"Two or more races","104,023","(+/-7,717)","119,621","(+/-9,300)","108,474","(+/-7,798)","113,295","(+/-10,175)","144,402","(+/-11,564)","121,219","(+/-11,771)","112,835","(+/-9,278)","139,879","(+/-11,754)","135,350","(+/-11,580)","109,781","(+/-10,259)","84,057","(+/-7,139)","104,141","(+/-8,509)","200,798","(+/-15,492)","80,274","(+/-8,804)","88,576","(+/-6,647)","95,147","(+/-8,763)","60,651","(+/-8,026)","181,097","(+/-13,600)","109,423","(+/-8,626)","157,343","(+/-13,903)","186,364","(+/-15,146)","217,031","(+/-12,923)","176,405","(+/-12,787)","176,490","(+/-11,433)","257,759","(+/-15,243)","189,710","(+/-10,745)","160,185","(+/-12,412)","102,384","(+/-9,888)","211,422","(+/-15,814)","101,664","(+/-8,910)","166,471","(+/-11,596)","97,778","(+/-10,647)","142,673","(+/-10,200)","134,432","(+/-13,085)","151,591","(+/-10,578)","107,728","(+/-9,504)","154,624","(+/-13,958)","131,402","(+/-10,105)","147,762","(+/-14,288)","124,457","(+/-11,255)","176,311","(+/-13,053)","202,224","(+/-12,182)","166,967","(+/-13,817)","149,832","(+/-12,218)","120,026","(+/-9,500)","193,884","(+/-14,889)","99,792","(+/-9,275)","135,170","(+/-11,453)","139,465","(+/-8,647)","122,429","(+/-9,390)","140,073","(+/-12,577)","243,382","(+/-16,318)"
People,"Hispanic or Latino and Race","Total population","755,464","(+/-3,429)","743,918","(+/-7,978)","788,130","(+/-8,560)","761,543","(+/-7,574)","782,849","(+/-16,635)","747,786","(+/-16,346)","762,568","(+/-15,782)","752,009","(+/-9,402)","770,568","(+/-5,013)","746,449","(+/-9,766)","701,735","(+/-8,511)","734,171","(+/-5,115)","784,322","(+/-14,343)","725,962","(+/-8,314)","721,009","(+/-11,071)","748,899","(+/-14,783)","744,019","(+/-12,624)","743,048","(+/-17,338)","725,878","(+/-17,005)","794,847","(+/-15,671)","749,912","(+/-14,482)","774,942","(+/-12,642)","768,047","(+/-12,631)","761,285","(+/-6,122)","779,900","(+/-8,109)","739,517","(+/-8,500)","736,850","(+/-10,868)","746,863","(+/-13,086)","719,359","(+/-22,325)","745,825","(+/-14,051)","717,084","(+/-11,507)","760,602","(+/-18,302)","763,598","(+/-13,556)","714,948","(+/-21,766)","749,769","(+/-12,483)","742,266","(+/-15,894)","735,660","(+/-19,740)","723,495","(+/-13,063)","767,217","(+/-7,810)","755,867","(+/-11,084)","811,664","(+/-12,898)","711,011","(+/-14,838)","716,670","(+/-19,213)","737,874","(+/-16,814)","737,224","(+/-10,286)","746,079","(+/-9,151)","754,022","(+/-4,336)","740,583","(+/-15,411)","751,418","(+/-9,869)","781,251","(+/-19,138)","748,700","(+/-15,753)","740,517","(+/-16,286)"
