Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","22,165","(+/-3,016)","27,552","(+/-2,731)","21,996","(+/-3,049)","22,267","(+/-2,316)","22,333","(+/-2,395)","34,807","(+/-2,615)","15,970","(+/-1,875)","17,895","(+/-2,530)","24,948","(+/-2,586)","26,188","(+/-2,914)","32,206","(+/-3,252)","23,085","(+/-2,466)","24,799","(+/-2,977)","26,116","(+/-2,591)","21,771","(+/-3,029)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","21,471","(+/-2,981)","26,087","(+/-2,494)","24,588","(+/-3,161)","23,099","(+/-2,118)","23,015","(+/-1,832)","28,155","(+/-2,894)","20,456","(+/-2,204)","23,441","(+/-3,029)","28,402","(+/-2,438)","24,868","(+/-2,720)","35,179","(+/-3,027)","23,559","(+/-2,169)","30,060","(+/-2,551)","26,036","(+/-2,472)","23,992","(+/-2,935)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","37,469","(+/-4,032)","39,881","(+/-3,664)","45,100","(+/-4,557)","36,608","(+/-2,454)","40,773","(+/-3,490)","46,410","(+/-3,299)","34,453","(+/-3,140)","34,046","(+/-3,707)","42,073","(+/-3,736)","41,686","(+/-3,781)","44,687","(+/-3,803)","33,095","(+/-2,810)","39,464","(+/-3,465)","42,837","(+/-3,031)","36,757","(+/-3,636)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","52,584","(+/-4,214)","56,026","(+/-4,017)","56,058","(+/-3,551)","56,570","(+/-3,476)","59,589","(+/-3,657)","62,587","(+/-3,628)","58,596","(+/-3,769)","52,662","(+/-3,972)","62,593","(+/-4,192)","63,666","(+/-4,530)","63,016","(+/-4,193)","53,132","(+/-3,161)","61,338","(+/-4,654)","59,352","(+/-3,898)","55,444","(+/-3,750)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","35,993","(+/-3,268)","42,130","(+/-3,092)","38,736","(+/-3,931)","42,295","(+/-3,110)","47,015","(+/-3,207)","43,290","(+/-3,092)","46,877","(+/-3,208)","42,095","(+/-3,780)","43,143","(+/-2,774)","43,690","(+/-3,674)","36,424","(+/-3,091)","39,462","(+/-2,558)","40,953","(+/-2,964)","42,512","(+/-3,645)","46,072","(+/-3,791)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","55,913","(+/-4,054)","51,975","(+/-2,952)","54,103","(+/-3,938)","57,764","(+/-3,280)","57,532","(+/-4,056)","48,579","(+/-3,481)","56,299","(+/-3,464)","61,962","(+/-4,849)","51,049","(+/-3,238)","49,734","(+/-3,674)","41,484","(+/-3,370)","54,797","(+/-3,398)","54,636","(+/-3,404)","52,539","(+/-3,613)","59,887","(+/-4,195)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","29,948","(+/-2,928)","22,853","(+/-2,446)","24,819","(+/-2,951)","26,351","(+/-2,696)","25,211","(+/-2,376)","17,449","(+/-1,772)","30,617","(+/-2,971)","27,827","(+/-2,811)","25,808","(+/-2,504)","26,839","(+/-3,005)","20,096","(+/-2,261)","25,527","(+/-2,697)","24,505","(+/-2,443)","27,192","(+/-2,598)","29,148","(+/-2,627)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","47,762","(+/-3,182)","19,512","(+/-2,336)","36,449","(+/-2,890)","31,444","(+/-2,287)","21,365","(+/-2,218)","14,940","(+/-1,937)","35,251","(+/-2,593)","27,193","(+/-2,609)","23,308","(+/-2,201)","25,863","(+/-2,616)","25,187","(+/-2,302)","25,703","(+/-2,431)","29,479","(+/-2,825)","24,489","(+/-2,029)","27,184","(+/-2,473)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","75,779","(+/-3,923)","64,339","(+/-2,816)","66,850","(+/-2,769)","74,281","(+/-2,606)","70,357","(+/-2,097)","56,731","(+/-1,528)","80,983","(+/-2,731)","77,023","(+/-3,018)","63,370","(+/-2,287)","64,305","(+/-1,929)","52,226","(+/-1,290)","71,217","(+/-2,128)","67,524","(+/-2,292)","66,028","(+/-2,106)","75,466","(+/-2,307)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","115,919","(+/-4,043)","84,008","(+/-2,163)","98,344","(+/-3,188)","99,731","(+/-2,345)","92,141","(+/-2,815)","75,266","(+/-2,089)","107,431","(+/-2,734)","99,081","(+/-3,238)","88,424","(+/-2,715)","87,660","(+/-2,459)","79,341","(+/-2,237)","94,617","(+/-2,576)","93,505","(+/-3,161)","91,020","(+/-2,506)","97,774","(+/-2,796)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","783,715","(+/-7,490)","771,819","(+/-1,903)","780,202","(+/-16,775)","783,785","(+/-3,969)","780,935","(+/-3,409)","755,779","(+/-5,330)","761,935","(+/-9,684)","777,796","(+/-8,357)","766,284","(+/-3,341)","769,603","(+/-3,553)","763,325","(+/-8,945)","795,712","(+/-5,604)","774,092","(+/-3,796)","772,880","(+/-1,202)","778,279","(+/-18,040)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","740,672","(+/-8,245)","728,124","(+/-5,210)","710,030","(+/-16,143)","739,729","(+/-6,460)","748,118","(+/-4,880)","708,723","(+/-7,285)","717,240","(+/-9,158)","734,575","(+/-9,112)","727,667","(+/-6,051)","722,423","(+/-6,042)","714,646","(+/-10,171)","728,180","(+/-6,952)","738,834","(+/-5,334)","725,107","(+/-5,670)","719,460","(+/-18,062)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","567,190","(+/-12,773)","488,344","(+/-10,526)","507,432","(+/-16,882)","562,019","(+/-10,932)","575,428","(+/-8,128)","475,271","(+/-10,394)","557,525","(+/-12,231)","552,713","(+/-12,591)","523,535","(+/-9,360)","505,025","(+/-10,344)","429,385","(+/-13,874)","524,795","(+/-11,353)","513,369","(+/-11,289)","523,446","(+/-10,367)","510,943","(+/-14,280)"
Socioeconomic,"Health Insurance Coverage","With public coverage","252,061","(+/-10,243)","336,325","(+/-9,907)","265,598","(+/-12,857)","281,522","(+/-8,950)","282,772","(+/-7,545)","345,286","(+/-10,094)","264,034","(+/-10,242)","288,554","(+/-13,521)","322,833","(+/-8,377)","323,574","(+/-11,195)","374,044","(+/-11,145)","298,795","(+/-8,284)","319,728","(+/-9,616)","310,840","(+/-9,194)","290,812","(+/-13,855)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","43,043","(+/-4,371)","43,695","(+/-4,624)","70,172","(+/-7,865)","44,056","(+/-4,660)","32,817","(+/-3,355)","47,056","(+/-6,384)","44,695","(+/-6,125)","43,221","(+/-5,604)","38,617","(+/-5,287)","47,180","(+/-4,437)","48,679","(+/-5,221)","67,532","(+/-5,623)","35,258","(+/-3,731)","47,773","(+/-5,752)","58,819","(+/-7,476)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","194,306","(+/-6,012)","183,050","(+/-2,121)","185,821","(+/-8,607)","194,099","(+/-2,822)","180,949","(+/-2,974)","162,216","(+/-4,019)","170,996","(+/-5,351)","197,355","(+/-6,630)","179,661","(+/-2,394)","182,732","(+/-2,524)","167,465","(+/-4,824)","197,406","(+/-3,594)","173,314","(+/-3,347)","165,845","(+/-1,393)","196,464","(+/-9,245)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","6,091","(+/-1,987)","6,768","(+/-1,578)","10,196","(+/-2,730)","9,076","(+/-2,280)","4,885","(+/-1,141)","9,773","(+/-3,640)","13,020","(+/-3,512)","7,917","(+/-2,711)","7,869","(+/-3,090)","8,467","(+/-2,261)","6,226","(+/-2,125)","16,584","(+/-2,877)","3,948","(+/-1,391)","12,608","(+/-2,959)","11,767","(+/-3,053)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",7.5,(+/-1.0),9.5,(+/-1.1),11.1,(+/-1.4),8.0,(+/-1.1),7.9,(+/-0.9),11.4,(+/-1.1),5.5,(+/-0.9),7.3,(+/-1.0),9.7,(+/-1.1),10.0,(+/-1.4),15.1,(+/-1.6),8.0,(+/-1.1),8.8,(+/-1.4),9.6,(+/-1.2),9.5,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",11.3,(+/-2.1),15.6,(+/-2.1),16.9,(+/-2.6),12.0,(+/-2.1),12.1,(+/-1.9),19.0,(+/-2.4),8.8,(+/-2.1),11.2,(+/-2.2),16.4,(+/-2.3),17.8,(+/-3.1),25.4,(+/-3.4),13.5,(+/-2.0),16.2,(+/-2.9),17.6,(+/-2.6),15.0,(+/-2.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",12.2,(+/-5.8),19.0,(+/-5.3),15.7,(+/-6.3),15.6,(+/-4.9),14.8,(+/-5.1),17.5,(+/-4.2),5.3,(+/-2.8),5.8,(+/-3.2),17.8,(+/-5.3),17.7,(+/-7.3),28.9,(+/-9.0),11.6,(+/-5.0),9.8,(+/-5.4),18.0,(+/-6.3),11.5,(+/-4.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.5,(+/-0.6),4.8,(+/-1.0),5.9,(+/-1.3),3.4,(+/-0.7),3.7,(+/-0.7),4.6,(+/-0.8),2.7,(+/-0.6),3.2,(+/-0.7),3.5,(+/-0.9),3.2,(+/-0.8),4.7,(+/-1.2),4.0,(+/-1.0),3.2,(+/-1.1),4.8,(+/-1.1),4.0,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",2.0,(+/-0.9),7.3,(+/-1.9),8.8,(+/-2.6),3.8,(+/-1.2),3.8,(+/-1.2),4.5,(+/-1.5),2.5,(+/-1.0),3.3,(+/-1.2),4.0,(+/-1.6),4.3,(+/-1.7),7.0,(+/-3.0),5.8,(+/-2.0),5.5,(+/-2.6),6.6,(+/-2.3),4.8,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.6,(+/-1.7),4.1,(+/-3.1),4.1,(+/-3.7),2.2,(+/-2.1),5.8,(+/-3.8),3.5,(+/-2.5),0.7,(+/-0.9),1.2,(+/-1.2),3.7,(+/-2.9),2.5,(+/-2.0),4.2,(+/-4.0),4.1,(+/-4.0),0.7,(+/-1.0),2.1,(+/-1.7),3.8,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",27.3,(+/-4.7),27.7,(+/-3.7),22.8,(+/-3.7),30.2,(+/-5.5),26.9,(+/-4.9),35.7,(+/-4.3),17.0,(+/-4.2),24.4,(+/-4.1),29.5,(+/-3.9),30.0,(+/-4.7),29.3,(+/-4.2),27.5,(+/-4.8),27.2,(+/-4.3),27.8,(+/-4.6),23.7,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",36.1,(+/-7.0),37.8,(+/-5.4),31.2,(+/-5.9),36.1,(+/-7.4),34.6,(+/-6.2),47.6,(+/-6.1),28.5,(+/-7.1),36.4,(+/-6.9),39.8,(+/-5.4),42.1,(+/-7.3),39.1,(+/-5.7),39.8,(+/-7.0),37.8,(+/-6.0),41.8,(+/-6.7),32.9,(+/-6.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",50.9,(+/-22.4),54.9,(+/-12.0),35.7,(+/-12.7),55.0,(+/-18.1),42.1,(+/-15.0),48.5,(+/-12.1),22.5,(+/-12.5),23.0,(+/-14.8),48.6,(+/-15.0),50.6,(+/-16.2),55.4,(+/-15.0),41.2,(+/-15.7),20.1,(+/-13.7),61.5,(+/-17.8),32.6,(+/-14.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",12.2,(+/-1.0),14.6,(+/-1.1),16.6,(+/-1.3),10.8,(+/-1.0),10.9,(+/-0.8),15.9,(+/-1.0),8.0,(+/-1.0),10.7,(+/-1.2),14.1,(+/-1.1),14.5,(+/-1.2),20.6,(+/-1.5),12.4,(+/-1.1),12.4,(+/-1.2),13.7,(+/-1.1),12.3,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",12.6,(+/-2.5),19.9,(+/-2.8),20.4,(+/-3.1),13.6,(+/-2.2),12.7,(+/-2.0),22.7,(+/-2.8),10.9,(+/-2.9),13.7,(+/-3.0),18.8,(+/-2.9),19.9,(+/-2.9),30.1,(+/-4.4),15.7,(+/-2.4),18.8,(+/-3.2),20.7,(+/-2.9),17.5,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",12.3,(+/-2.5),19.2,(+/-2.8),20.1,(+/-3.1),13.1,(+/-2.2),12.2,(+/-2.0),22.1,(+/-2.7),10.6,(+/-2.9),13.5,(+/-3.0),18.4,(+/-2.9),19.3,(+/-2.9),29.8,(+/-4.5),15.4,(+/-2.5),18.4,(+/-3.2),20.5,(+/-3.0),17.3,(+/-3.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",11.8,(+/-3.2),26.2,(+/-4.8),18.3,(+/-4.6),14.0,(+/-3.2),12.2,(+/-2.9),23.6,(+/-4.1),10.0,(+/-4.0),13.0,(+/-4.9),20.2,(+/-4.5),20.4,(+/-4.9),37.0,(+/-6.4),18.2,(+/-3.9),17.2,(+/-5.2),24.0,(+/-5.1),18.4,(+/-4.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",12.5,(+/-2.9),16.8,(+/-2.9),20.8,(+/-3.3),12.8,(+/-2.5),12.2,(+/-2.3),21.5,(+/-3.3),10.8,(+/-3.0),13.7,(+/-2.9),17.8,(+/-3.2),18.9,(+/-3.0),27.1,(+/-5.1),14.5,(+/-2.7),18.9,(+/-3.3),19.3,(+/-3.2),16.9,(+/-3.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",12.1,(+/-0.9),13.1,(+/-1.0),15.5,(+/-1.2),10.0,(+/-0.8),10.4,(+/-0.7),14.2,(+/-0.9),7.2,(+/-0.7),9.8,(+/-0.9),12.8,(+/-0.9),13.0,(+/-0.9),18.2,(+/-1.1),11.4,(+/-1.0),10.7,(+/-0.9),11.9,(+/-0.9),10.6,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.8,(+/-1.9),12.3,(+/-1.6),12.1,(+/-2.1),8.4,(+/-1.2),9.5,(+/-1.3),11.3,(+/-1.5),7.8,(+/-1.3),10.2,(+/-1.2),10.9,(+/-1.2),10.2,(+/-1.4),16.5,(+/-1.8),10.7,(+/-1.3),9.8,(+/-1.4),9.3,(+/-1.2),9.8,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",7.6,(+/-1.1),11.1,(+/-1.3),12.9,(+/-1.6),8.1,(+/-1.1),7.9,(+/-1.0),12.4,(+/-1.1),5.8,(+/-1.2),7.8,(+/-1.3),10.6,(+/-1.3),10.9,(+/-1.5),17.0,(+/-2.1),8.8,(+/-1.3),9.6,(+/-1.5),10.7,(+/-1.4),10.5,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",25.9,(+/-2.1),29.5,(+/-2.2),25.3,(+/-1.9),22.6,(+/-2.3),22.3,(+/-1.7),27.4,(+/-1.8),17.1,(+/-1.6),24.0,(+/-2.1),26.3,(+/-1.8),25.8,(+/-1.7),28.4,(+/-1.7),28.8,(+/-1.9),21.9,(+/-2.1),24.0,(+/-2.0),18.7,(+/-1.9)
Education,"School Enrollment","Population 3 years and over enrolled in school","201,827","(+/-6,548)","163,565","(+/-4,054)","208,196","(+/-8,595)","181,778","(+/-4,703)","183,582","(+/-5,105)","154,979","(+/-4,706)","163,504","(+/-5,483)","190,503","(+/-5,640)","166,911","(+/-4,535)","192,094","(+/-4,223)","178,632","(+/-7,098)","197,047","(+/-4,503)","169,763","(+/-5,319)","161,624","(+/-4,498)","181,993","(+/-8,469)"
Education,"School Enrollment","Nursery school, preschool","14,036","(+/-1,849)","8,336","(+/-1,830)","10,506","(+/-1,828)","11,546","(+/-1,966)","10,776","(+/-1,640)","9,991","(+/-1,687)","11,678","(+/-1,588)","12,109","(+/-1,765)","10,406","(+/-1,500)","10,158","(+/-1,647)","9,939","(+/-2,107)","9,566","(+/-1,655)","12,338","(+/-1,765)","8,800","(+/-1,232)","13,331","(+/-2,217)"
Education,"School Enrollment",Kindergarten,"10,622","(+/-2,110)","7,499","(+/-1,278)","9,861","(+/-2,340)","11,581","(+/-2,009)","10,678","(+/-1,690)","7,199","(+/-1,228)","6,334","(+/-1,118)","11,563","(+/-2,046)","8,341","(+/-1,638)","9,290","(+/-1,627)","9,996","(+/-1,955)","9,729","(+/-2,028)","10,843","(+/-1,893)","6,269","(+/-1,098)","11,648","(+/-2,102)"
Education,"School Enrollment","Elementary school (grades 1-8)","79,893","(+/-4,076)","81,644","(+/-2,616)","78,253","(+/-4,977)","82,876","(+/-2,819)","76,961","(+/-2,761)","67,854","(+/-3,187)","73,514","(+/-3,441)","81,393","(+/-3,964)","73,723","(+/-2,296)","78,799","(+/-2,593)","68,752","(+/-3,462)","83,518","(+/-2,796)","69,000","(+/-3,786)","68,943","(+/-2,543)","81,531","(+/-5,297)"
Education,"School Enrollment","High school (grades 9-12)","44,849","(+/-3,068)","40,643","(+/-2,447)","37,496","(+/-2,711)","43,790","(+/-2,331)","40,490","(+/-2,403)","37,278","(+/-1,935)","38,721","(+/-2,823)","42,913","(+/-3,242)","40,611","(+/-1,880)","37,792","(+/-2,249)","39,374","(+/-2,684)","43,413","(+/-2,456)","39,378","(+/-2,372)","35,297","(+/-2,289)","41,741","(+/-3,572)"
Education,"School Enrollment","College or graduate school","52,427","(+/-4,262)","25,443","(+/-2,534)","72,080","(+/-4,302)","31,985","(+/-3,206)","44,677","(+/-3,568)","32,657","(+/-2,754)","33,257","(+/-2,808)","42,525","(+/-3,367)","33,830","(+/-3,568)","56,055","(+/-3,644)","50,571","(+/-4,388)","50,821","(+/-2,958)","38,204","(+/-3,843)","42,315","(+/-3,362)","33,742","(+/-3,673)"
Education,"Educational Attainment","Population 25 years and over","539,986","(+/-5,598)","553,298","(+/-2,177)","523,858","(+/-9,692)","556,283","(+/-2,916)","543,585","(+/-2,939)","559,178","(+/-4,017)","551,773","(+/-6,716)","525,901","(+/-6,084)","544,060","(+/-2,861)","538,098","(+/-2,588)","543,473","(+/-6,288)","539,020","(+/-3,452)","553,301","(+/-3,640)","555,777","(+/-2,046)","545,101","(+/-10,480)"
Education,"Educational Attainment","Less than 9th grade","10,364","(+/-2,073)","13,380","(+/-1,709)","19,660","(+/-3,268)","9,658","(+/-1,823)","9,029","(+/-1,539)","12,525","(+/-1,898)","15,166","(+/-2,608)","12,984","(+/-2,235)","12,508","(+/-2,093)","12,760","(+/-1,888)","17,303","(+/-2,671)","26,026","(+/-2,754)","10,753","(+/-1,938)","18,647","(+/-2,929)","16,820","(+/-2,560)"
Education,"Educational Attainment","9th to 12th grade, no diploma","23,306","(+/-2,956)","37,821","(+/-2,764)","23,237","(+/-3,343)","30,643","(+/-3,249)","25,624","(+/-2,258)","37,074","(+/-3,154)","20,303","(+/-2,736)","29,868","(+/-3,469)","31,165","(+/-2,577)","27,143","(+/-3,640)","42,426","(+/-4,100)","33,467","(+/-3,505)","26,082","(+/-2,854)","24,645","(+/-2,475)","33,355","(+/-4,012)"
Education,"Educational Attainment","High school graduate (includes equivalency)","115,971","(+/-5,680)","227,094","(+/-7,235)","114,830","(+/-5,837)","201,316","(+/-5,409)","195,150","(+/-5,305)","228,448","(+/-6,856)","159,274","(+/-6,976)","170,668","(+/-6,421)","180,193","(+/-6,885)","148,038","(+/-5,472)","146,912","(+/-8,063)","189,986","(+/-4,840)","159,125","(+/-6,940)","199,052","(+/-5,702)","161,930","(+/-6,869)"
Education,"Educational Attainment","Some college, no degree","82,408","(+/-5,550)","103,546","(+/-5,054)","85,837","(+/-5,518)","102,097","(+/-5,051)","112,065","(+/-5,268)","102,603","(+/-5,624)","99,678","(+/-5,115)","96,048","(+/-5,954)","111,472","(+/-4,618)","118,876","(+/-5,636)","108,212","(+/-5,512)","96,295","(+/-4,686)","113,277","(+/-6,070)","106,903","(+/-4,991)","105,284","(+/-6,233)"
Education,"Educational Attainment","Associate's degree","45,183","(+/-4,405)","52,971","(+/-4,062)","39,063","(+/-3,595)","51,927","(+/-3,580)","58,699","(+/-3,174)","60,414","(+/-3,356)","50,201","(+/-3,171)","51,154","(+/-4,072)","56,809","(+/-3,561)","53,423","(+/-3,612)","38,903","(+/-4,220)","49,780","(+/-3,574)","48,972","(+/-4,216)","49,957","(+/-3,578)","40,861","(+/-3,493)"
Education,"Educational Attainment","Bachelor's degree","148,947","(+/-6,117)","75,720","(+/-4,500)","140,763","(+/-5,527)","98,286","(+/-5,244)","84,918","(+/-5,346)","76,633","(+/-4,916)","128,742","(+/-4,606)","101,618","(+/-5,828)","90,251","(+/-4,505)","100,680","(+/-4,986)","98,482","(+/-4,527)","91,309","(+/-4,527)","124,361","(+/-5,800)","99,137","(+/-5,148)","118,555","(+/-5,931)"
Education,"Educational Attainment","Graduate or professional degree","113,807","(+/-5,482)","42,766","(+/-3,499)","100,468","(+/-5,841)","62,356","(+/-3,545)","58,100","(+/-4,295)","41,481","(+/-3,501)","78,409","(+/-4,628)","63,561","(+/-4,634)","61,662","(+/-3,581)","77,178","(+/-4,521)","91,235","(+/-4,765)","52,157","(+/-3,518)","70,731","(+/-4,512)","57,436","(+/-3,537)","68,296","(+/-4,284)"
Education,"Educational Attainment","Percent high school graduate or higher",93.8,(+/-0.7),90.7,(+/-0.6),91.8,(+/-0.9),92.8,(+/-0.7),93.6,(+/-0.5),91.1,(+/-0.7),93.6,(+/-0.7),91.9,(+/-0.7),92.0,(+/-0.5),92.6,(+/-0.7),89.0,(+/-0.8),89.0,(+/-0.8),93.3,(+/-0.7),92.2,(+/-0.7),90.8,(+/-0.9)
Education,"Educational Attainment","Percent bachelor's degree or higher",48.7,(+/-1.4),21.4,(+/-1.0),46.0,(+/-1.2),28.9,(+/-0.9),26.3,(+/-1.1),21.1,(+/-1.0),37.5,(+/-1.1),31.4,(+/-1.3),27.9,(+/-1.1),33.1,(+/-1.2),34.9,(+/-1.1),26.6,(+/-1.0),35.3,(+/-1.2),28.2,(+/-1.0),34.3,(+/-1.3)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag","District 15 Estimate","District 15 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","487,665",G,"187,942",G,"379,836",G,"299,224",G,"255,185",G,"244,320",G,"362,490",G,"279,629",G,"335,189",G,"315,150",G,"400,449",G,"223,321",G,"346,360",G,"240,511",G,"381,685",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting",15,G,232,G,8,J,93,J,219,G,52,G,48,H,68,H,29,J,12,J,24,H,109,J,40,J,168,G,117,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",50,H,369,H,36,G,164,H,276,G,"3,528",G,296,G,260,J,471,H,201,H,206,J,"1,700",G,206,H,449,H,198,H
Business,"Paid employees for pay period including March 12",Utilities,"1,298",J,"1,193",G,"1,544",J,904,J,761,H,"1,804",H,514,J,411,J,"1,435",H,"1,057",H,"1,351",H,"1,301",H,"3,551",J,"1,109",J,"3,903",H
Business,"Paid employees for pay period including March 12",Construction,"17,400",G,"9,657",G,"18,871",G,"11,668",G,"11,409",G,"12,039",G,"18,215",G,"16,278",G,"17,175",G,"11,102",G,"12,222",G,"12,791",G,"15,684",G,"10,891",G,"15,704",G
Business,"Paid employees for pay period including March 12",Manufacturing,"44,431",G,"28,135",G,"15,125",G,"70,713",G,"67,838",G,"41,145",G,"51,316",G,"47,259",G,"69,062",G,"36,689",G,"36,458",G,"42,551",G,"38,280",G,"52,195",G,"44,988",G
Business,"Paid employees for pay period including March 12","Wholesale trade","22,540",G,"4,873",G,"11,378",G,"11,282",G,"10,866",G,"10,165",G,"24,220",G,"21,281",G,"14,058",G,"12,144",G,"17,061",G,"7,390",G,"17,623",G,"11,409",G,"24,595",G
Business,"Paid employees for pay period including March 12","Retail trade","35,051",G,"30,440",G,"36,261",G,"36,163",G,"31,677",G,"36,377",G,"43,844",G,"35,434",G,"41,017",G,"37,818",G,"35,948",G,"32,274",G,"41,780",G,"37,404",G,"42,398",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","12,258",G,"12,517",H,"18,123",G,"11,566",G,"14,203",G,"11,407",G,"11,903",G,"19,080",G,"17,354",G,"12,243",G,"11,518",H,"14,161",H,"16,423",G,"6,794",G,"40,857",G
