Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","668,607","(+/-7,065)","728,735","(+/-12,467)","646,708","(+/-8,112)","688,023","(+/-6,709)","666,995","(+/-11,988)","693,154","(+/-10,554)","709,524","(+/-7,005)","708,238","(+/-7,022)","658,061","(+/-9,617)","692,642","(+/-7,745)","674,542","(+/-7,719)","683,516","(+/-14,155)","719,263","(+/-14,861)","704,577","(+/-14,188)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","443,823","(+/-10,177)","624,610","(+/-15,100)","463,204","(+/-10,918)","545,979","(+/-9,856)","481,291","(+/-12,517)","486,997","(+/-11,555)","497,408","(+/-10,418)","511,022","(+/-10,578)","461,417","(+/-11,520)","509,460","(+/-10,934)","474,238","(+/-11,437)","522,159","(+/-14,419)","563,969","(+/-13,505)","562,331","(+/-14,470)"
Socioeconomic,"Health Insurance Coverage","With public coverage","335,591","(+/-9,300)","173,762","(+/-9,999)","317,734","(+/-9,190)","231,413","(+/-8,745)","290,130","(+/-10,630)","292,589","(+/-10,329)","346,232","(+/-8,244)","286,789","(+/-8,609)","305,381","(+/-10,124)","277,369","(+/-8,817)","327,447","(+/-8,272)","224,271","(+/-12,260)","248,930","(+/-11,763)","213,444","(+/-11,587)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","69,113","(+/-5,902)","52,953","(+/-6,332)","66,710","(+/-5,871)","70,612","(+/-6,461)","75,070","(+/-7,767)","65,051","(+/-5,660)","70,367","(+/-5,442)","58,894","(+/-5,141)","66,799","(+/-6,326)","71,151","(+/-6,547)","80,076","(+/-6,827)","85,033","(+/-7,752)","67,693","(+/-6,787)","81,101","(+/-8,213)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","169,630","(+/-3,180)","186,408","(+/-7,332)","173,361","(+/-2,962)","163,491","(+/-2,720)","157,149","(+/-6,255)","180,833","(+/-5,371)","169,436","(+/-3,604)","186,650","(+/-3,381)","188,601","(+/-4,816)","169,134","(+/-3,088)","140,536","(+/-2,184)","188,430","(+/-8,097)","199,130","(+/-9,134)","189,478","(+/-7,859)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","8,423","(+/-2,348)","7,345","(+/-2,726)","9,378","(+/-2,324)","11,214","(+/-3,526)","9,047","(+/-3,092)","8,227","(+/-3,166)","7,917","(+/-1,688)","5,277","(+/-1,703)","8,754","(+/-2,434)","8,416","(+/-2,519)","7,303","(+/-1,837)","12,911","(+/-3,309)","9,864","(+/-2,347)","14,532","(+/-3,242)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.8,(+/-1.3),4.6,(+/-1.0),10.9,(+/-1.1),7.3,(+/-1.1),9.5,(+/-1.4),11.0,(+/-1.6),10.9,(+/-0.9),9.2,(+/-1.2),12.5,(+/-1.4),9.3,(+/-1.1),7.5,(+/-1.3),7.0,(+/-1.1),7.5,(+/-1.2),8.0,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",22.3,(+/-2.8),6.8,(+/-1.7),18.4,(+/-2.4),10.7,(+/-2.2),14.9,(+/-2.7),17.7,(+/-2.9),19.7,(+/-2.0),14.5,(+/-2.1),20.2,(+/-2.5),15.0,(+/-2.2),13.6,(+/-2.8),10.4,(+/-1.9),10.8,(+/-2.3),11.4,(+/-2.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",18.4,(+/-6.7),3.1,(+/-4.0),15.5,(+/-5.0),8.6,(+/-4.7),13.4,(+/-6.8),12.4,(+/-6.1),20.5,(+/-5.8),16.3,(+/-5.9),16.6,(+/-4.8),11.1,(+/-4.7),12.5,(+/-7.1),4.9,(+/-3.6),7.0,(+/-3.7),8.9,(+/-4.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.6,(+/-0.9),2.8,(+/-0.9),5.8,(+/-0.9),3.5,(+/-0.9),5.1,(+/-0.9),5.7,(+/-1.2),5.3,(+/-0.8),4.8,(+/-1.1),5.9,(+/-1.1),5.5,(+/-1.1),5.2,(+/-1.1),3.4,(+/-0.9),4.4,(+/-1.1),4.1,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.9,(+/-2.3),2.9,(+/-1.6),7.9,(+/-2.1),3.9,(+/-1.7),7.4,(+/-2.0),7.8,(+/-2.1),7.9,(+/-1.7),6.2,(+/-2.1),8.3,(+/-2.4),7.7,(+/-2.1),8.3,(+/-2.5),3.8,(+/-1.4),5.5,(+/-2.3),5.5,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.7,(+/-5.3),0.2,(+/-0.4),5.1,(+/-3.1),3.0,(+/-3.6),2.4,(+/-2.4),2.6,(+/-2.7),8.6,(+/-5.2),3.4,(+/-3.6),6.6,(+/-4.6),3.6,(+/-4.0),5.7,(+/-5.1),3.2,(+/-3.8),2.9,(+/-2.8),2.6,(+/-2.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",31.8,(+/-5.2),13.0,(+/-4.2),27.0,(+/-4.1),20.2,(+/-4.1),24.7,(+/-5.0),24.5,(+/-4.7),28.3,(+/-3.4),24.9,(+/-3.4),32.1,(+/-4.7),24.9,(+/-4.3),15.6,(+/-4.2),19.4,(+/-4.0),20.2,(+/-4.3),21.2,(+/-4.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",46.1,(+/-6.3),23.1,(+/-7.4),39.9,(+/-5.7),28.7,(+/-6.4),32.5,(+/-7.2),33.7,(+/-6.9),40.2,(+/-5.0),36.7,(+/-5.8),40.6,(+/-6.3),37.6,(+/-6.8),27.2,(+/-7.5),27.5,(+/-5.9),28.0,(+/-6.2),26.5,(+/-6.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",44.4,(+/-16.6),3.6,(+/-6.1),57.3,(+/-13.8),46.4,(+/-24.3),46.0,(+/-19.5),36.4,(+/-21.2),47.2,(+/-11.2),57.2,(+/-17.6),34.0,(+/-13.6),42.7,(+/-15.4),40.0,(+/-21.9),14.3,(+/-12.6),25.6,(+/-16.7),39.4,(+/-18.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",17.9,(+/-1.4),7.2,(+/-1.0),15.2,(+/-1.1),10.9,(+/-0.9),14.4,(+/-1.3),14.6,(+/-1.4),15.2,(+/-0.9),12.5,(+/-1.1),15.3,(+/-1.2),12.9,(+/-1.2),12.8,(+/-1.3),10.1,(+/-1.1),9.8,(+/-1.1),10.9,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",27.3,(+/-3.4),8.2,(+/-2.2),21.5,(+/-2.5),11.7,(+/-2.2),20.0,(+/-3.1),20.2,(+/-3.4),22.3,(+/-2.5),17.7,(+/-2.6),22.8,(+/-2.7),18.2,(+/-2.8),16.6,(+/-3.4),14.6,(+/-2.7),11.9,(+/-2.6),15.3,(+/-3.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",27.1,(+/-3.5),8.2,(+/-2.2),21.3,(+/-2.4),11.6,(+/-2.2),19.6,(+/-3.2),20.2,(+/-3.5),22.0,(+/-2.3),17.3,(+/-2.7),22.6,(+/-2.7),18.1,(+/-2.8),16.5,(+/-3.4),14.1,(+/-2.6),11.7,(+/-2.6),15.1,(+/-3.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",26.7,(+/-5.4),6.0,(+/-3.2),19.4,(+/-3.4),13.8,(+/-4.3),24.9,(+/-5.2),22.4,(+/-6.1),22.8,(+/-4.4),25.4,(+/-5.3),22.3,(+/-3.8),21.0,(+/-4.7),16.0,(+/-4.4),13.6,(+/-4.1),10.5,(+/-3.2),15.3,(+/-4.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",27.3,(+/-3.6),8.9,(+/-2.6),21.9,(+/-2.9),10.8,(+/-2.2),17.8,(+/-3.1),19.4,(+/-3.6),21.7,(+/-2.4),14.8,(+/-2.4),22.7,(+/-3.1),17.1,(+/-3.1),16.7,(+/-3.9),14.3,(+/-2.9),12.1,(+/-2.9),15.0,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",15.4,(+/-1.1),6.9,(+/-0.9),13.3,(+/-0.9),10.7,(+/-0.8),13.0,(+/-1.1),12.9,(+/-1.1),13.5,(+/-0.8),10.9,(+/-0.9),13.0,(+/-0.9),11.5,(+/-1.0),12.0,(+/-1.1),8.8,(+/-0.9),9.1,(+/-0.9),9.6,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",11.3,(+/-1.3),8.6,(+/-2.0),10.9,(+/-1.5),8.9,(+/-1.3),11.7,(+/-1.4),11.3,(+/-1.7),11.8,(+/-1.2),11.6,(+/-1.7),10.6,(+/-1.4),12.4,(+/-2.0),10.4,(+/-1.4),11.9,(+/-2.1),9.9,(+/-1.7),10.7,(+/-1.7)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","People in families",14.0,(+/-1.6),5.1,(+/-1.2),12.1,(+/-1.2),7.1,(+/-1.0),10.9,(+/-1.6),12.1,(+/-1.8),12.4,(+/-1.1),10.1,(+/-1.4),13.8,(+/-1.4),10.4,(+/-1.3),8.8,(+/-1.5),8.3,(+/-1.3),7.5,(+/-1.3),9.3,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Unrelated individuals 15 years and over",32.1,(+/-2.2),14.5,(+/-2.0),29.4,(+/-2.0),23.3,(+/-1.8),26.9,(+/-2.2),23.6,(+/-2.3),25.9,(+/-1.4),25.7,(+/-2.5),22.4,(+/-1.9),24.8,(+/-2.3),25.7,(+/-1.9),17.5,(+/-2.0),21.5,(+/-2.4),16.1,(+/-2.0)
Education,"School Enrollment","Population 3 years and over enrolled in school","179,519","(+/-5,718)","200,590","(+/-7,704)","171,866","(+/-5,396)","195,979","(+/-4,679)","172,905","(+/-6,812)","196,837","(+/-6,193)","170,688","(+/-4,879)","180,679","(+/-4,808)","182,190","(+/-5,980)","163,653","(+/-4,747)","147,622","(+/-5,041)","198,618","(+/-8,454)","200,522","(+/-9,849)","176,285","(+/-8,654)"
Education,"School Enrollment","Nursery school, preschool","8,939","(+/-1,984)","13,052","(+/-2,095)","8,656","(+/-1,807)","8,624","(+/-1,883)","8,372","(+/-1,425)","10,392","(+/-2,249)","8,055","(+/-1,405)","9,085","(+/-1,759)","8,763","(+/-1,824)","10,927","(+/-2,142)","7,970","(+/-1,525)","11,122","(+/-2,408)","12,555","(+/-2,155)","13,532","(+/-2,077)"
Education,"School Enrollment",Kindergarten,"8,438","(+/-1,518)","7,747","(+/-1,717)","10,598","(+/-1,711)","9,241","(+/-1,696)","8,811","(+/-1,996)","9,204","(+/-1,866)","7,884","(+/-1,553)","8,289","(+/-1,686)","8,280","(+/-1,714)","7,923","(+/-1,664)","8,644","(+/-1,458)","8,230","(+/-1,823)","9,911","(+/-2,038)","7,340","(+/-1,722)"
Education,"School Enrollment","Elementary school (grades 1-8)","72,992","(+/-3,608)","80,886","(+/-4,984)","74,971","(+/-3,416)","64,829","(+/-2,727)","65,765","(+/-4,156)","72,903","(+/-3,887)","70,563","(+/-3,368)","80,190","(+/-3,303)","79,091","(+/-3,789)","70,545","(+/-3,631)","56,631","(+/-2,766)","79,815","(+/-5,499)","87,495","(+/-5,640)","77,727","(+/-5,636)"
Education,"School Enrollment","High school (grades 9-12)","37,426","(+/-2,777)","39,878","(+/-2,949)","34,813","(+/-2,301)","36,989","(+/-2,566)","32,949","(+/-3,035)","40,189","(+/-3,102)","37,912","(+/-2,402)","47,439","(+/-3,370)","39,958","(+/-2,789)","40,018","(+/-2,721)","34,342","(+/-2,304)","45,549","(+/-3,442)","46,669","(+/-4,188)","37,966","(+/-3,103)"
Education,"School Enrollment","College or graduate school","51,724","(+/-4,018)","59,027","(+/-4,624)","42,828","(+/-3,855)","76,296","(+/-4,348)","57,008","(+/-4,320)","64,149","(+/-3,652)","46,274","(+/-3,756)","35,676","(+/-3,639)","46,098","(+/-3,532)","34,240","(+/-3,068)","40,035","(+/-3,328)","53,902","(+/-4,167)","43,892","(+/-4,045)","39,720","(+/-4,338)"
Education,"Educational Attainment","Population 25 years and over","518,855","(+/-4,571)","535,860","(+/-7,734)","518,518","(+/-4,736)","526,363","(+/-2,639)","526,558","(+/-5,867)","514,012","(+/-5,868)","561,069","(+/-2,915)","531,084","(+/-4,585)","519,660","(+/-5,358)","551,008","(+/-4,187)","570,935","(+/-4,201)","521,553","(+/-9,128)","545,152","(+/-8,687)","546,925","(+/-9,932)"
Education,"Educational Attainment","Less than 9th grade","23,503","(+/-2,629)","14,584","(+/-3,376)","15,804","(+/-1,822)","20,761","(+/-3,120)","19,291","(+/-3,603)","19,453","(+/-3,134)","19,394","(+/-2,568)","22,483","(+/-2,714)","20,065","(+/-2,859)","19,067","(+/-2,587)","15,465","(+/-2,161)","27,574","(+/-4,109)","21,523","(+/-3,690)","20,329","(+/-3,097)"
Education,"Educational Attainment","9th to 12th grade, no diploma","42,332","(+/-3,722)","14,510","(+/-3,129)","30,399","(+/-3,048)","22,468","(+/-3,177)","37,291","(+/-3,617)","28,574","(+/-3,380)","34,868","(+/-3,190)","32,530","(+/-2,933)","33,366","(+/-3,556)","41,630","(+/-3,689)","33,194","(+/-3,392)","26,275","(+/-3,551)","29,363","(+/-3,236)","19,760","(+/-2,419)"
Education,"Educational Attainment","High school graduate (includes equivalency)","167,295","(+/-7,101)","63,839","(+/-6,264)","156,834","(+/-5,939)","109,209","(+/-6,231)","140,166","(+/-6,297)","133,187","(+/-6,750)","143,515","(+/-5,920)","154,725","(+/-7,134)","139,089","(+/-5,962)","164,695","(+/-7,296)","147,584","(+/-7,254)","98,875","(+/-6,052)","119,341","(+/-7,006)","93,360","(+/-5,764)"
Education,"Educational Attainment","Some college, no degree","108,169","(+/-5,235)","77,699","(+/-5,614)","124,969","(+/-6,799)","81,280","(+/-5,419)","104,988","(+/-5,210)","109,856","(+/-5,899)","115,594","(+/-4,995)","114,774","(+/-5,650)","106,908","(+/-5,103)","113,766","(+/-5,565)","105,644","(+/-5,391)","95,583","(+/-6,756)","94,376","(+/-5,620)","87,259","(+/-5,594)"
Education,"Educational Attainment","Associate's degree","57,083","(+/-4,843)","38,257","(+/-3,715)","58,599","(+/-3,711)","44,669","(+/-3,832)","52,177","(+/-4,382)","50,206","(+/-3,994)","66,194","(+/-3,807)","57,850","(+/-4,545)","61,058","(+/-4,543)","66,554","(+/-4,262)","56,390","(+/-3,858)","51,778","(+/-5,200)","51,353","(+/-3,868)","42,028","(+/-4,545)"
Education,"Educational Attainment","Bachelor's degree","75,410","(+/-4,443)","190,723","(+/-8,139)","88,674","(+/-4,847)","133,900","(+/-7,950)","110,049","(+/-5,650)","108,340","(+/-5,628)","117,676","(+/-5,013)","99,747","(+/-5,158)","98,598","(+/-5,326)","98,525","(+/-5,409)","129,842","(+/-6,285)","135,945","(+/-7,325)","148,662","(+/-6,423)","182,550","(+/-7,160)"
Education,"Educational Attainment","Graduate or professional degree","45,063","(+/-3,788)","136,248","(+/-6,525)","43,239","(+/-3,597)","114,076","(+/-6,240)","62,596","(+/-4,482)","64,396","(+/-4,509)","63,828","(+/-4,393)","48,975","(+/-3,576)","60,576","(+/-4,141)","46,771","(+/-3,595)","82,816","(+/-5,411)","85,523","(+/-5,232)","80,534","(+/-5,418)","101,639","(+/-5,230)"
Education,"Educational Attainment","Percent high school graduate or higher",87.3,(+/-0.9),94.6,(+/-0.8),91.1,(+/-0.7),91.8,(+/-0.8),89.3,(+/-0.9),90.7,(+/-0.8),90.3,(+/-0.7),89.6,(+/-0.8),89.7,(+/-0.8),89.0,(+/-0.8),91.5,(+/-0.7),89.7,(+/-0.9),90.7,(+/-0.8),92.7,(+/-0.7)
Education,"Educational Attainment","Percent bachelor's degree or higher",23.2,(+/-1.1),61.0,(+/-1.4),25.4,(+/-1.1),47.1,(+/-1.5),32.8,(+/-1.4),33.6,(+/-1.3),32.3,(+/-1.1),28.0,(+/-1.3),30.6,(+/-1.1),26.4,(+/-1.0),37.2,(+/-1.2),42.5,(+/-1.5),42.0,(+/-1.4),52.0,(+/-1.4)

"Source: 2023 American Community Survey 1-Year Estimates"
"Estimates in the People, Workers, Housing, Socioeconomic, and Education tabs are from the American Community Survey (ACS). The ACS is an annual household survey developed by the U.S. Census Bureau to replace the long form of the decennial census program. Each year, the ACS samples about 3.5 million household addresses to produce nearly 11 billion estimates covering demographic, social, economic, and housing characteristics."
"Except where noted, 'race' refers to people reporting only one race.  'Hispanic' refers to an ethnic category;  Hispanics may be of any race."
"An '-' The estimate could not be computed because there were an insufficient number of sample observations. For a ratio of medians estimate, one or both of the median estimates falls in the lowest interval or highest interval of an open-ended distribution. For a 5-year median estimate, the margin of error associated with a median was larger than the median itself."
"median- The median falls in the lowest interval of an open-ended distribution (for example '2,500-')"
"median+ The median falls in the highest interval of an open-ended distribution (for example '250,000+')"
"An '**' The margin of error could not be computed because there were an insufficient number of sample observations."
"An '***' The margin of error could not be computed because the median falls in the lowest interval or highest interval of an open-ended distribution. "
"An '*****' A margin of error is not appropriate because the corresponding estimate is controlled to an independent population or housing estimate. Effectively, the corresponding estimate has no sampling error and the margin of error may be treated as zero. "
"An 'N' The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area."
"An '(X)' The estimate or margin of error is not applicable or not available.  "
"If calculating a percentage, use the total population line within the section as the denominator. Do not use total population lines from other sections since these may have different universes."

Topic,Subject,Title,"District 01 Estimate","District 01 Flag","District 02 Estimate","District 02 Flag","District 03 Estimate","District 03 Flag","District 04 Estimate","District 04 Flag","District 05 Estimate","District 05 Flag","District 06 Estimate","District 06 Flag","District 07 Estimate","District 07 Flag","District 08 Estimate","District 08 Flag","District 09 Estimate","District 09 Flag","District 10 Estimate","District 10 Flag","District 11 Estimate","District 11 Flag","District 12 Estimate","District 12 Flag","District 13 Estimate","District 13 Flag","District 14 Estimate","District 14 Flag"
Business,"Paid employees for pay period including March 12","Total for all sectors","230,899",G,"388,815",G,"190,204",G,"353,600",G,"285,099",G,"319,070",G,"252,697",G,"197,998",G,"194,040",G,"269,617",G,"252,897",G,"274,432",G,"231,883",G,"544,323",G
Business,"Paid employees for pay period including March 12","Agriculture, forestry, fishing and hunting","1,070",H,164,G,752,G,123,G,191,H,110,G,412,G,530,H,427,G,195,H,357,G,54,J,131,H,100,H
Business,"Paid employees for pay period including March 12","Mining, quarrying, and oil and gas extraction",194,H,204,J,239,G,221,J,641,H,140,J,77,J,273,G,378,H,169,J,415,H,132,H,159,G,104,H
Business,"Paid employees for pay period including March 12",Utilities,603,H,682,J,706,G,778,J,949,G,464,J,"1,597",H,730,H,642,H,"1,056",H,673,H,"2,158",J,"2,373",J,"5,520",J
Business,"Paid employees for pay period including March 12",Construction,"12,575",G,"22,921",G,"12,279",G,"14,148",G,"20,186",G,"16,837",G,"16,241",G,"18,844",G,"10,134",G,"12,725",G,"15,084",G,"16,987",G,"20,475",G,"25,476",G
Business,"Paid employees for pay period including March 12",Manufacturing,"42,223",G,"9,781",G,"25,843",G,"34,217",G,"35,204",G,"44,133",G,"28,817",G,"45,205",G,"37,662",G,"64,905",G,"33,254",G,"14,196",G,"19,606",G,"32,162",G
Business,"Paid employees for pay period including March 12","Wholesale trade","10,388",G,"19,611",G,"4,809",G,"23,405",H,"11,094",G,"20,110",G,"7,618",G,"8,591",G,"5,593",G,"15,496",G,"7,628",G,"18,556",G,"13,646",G,"26,367",G
Business,"Paid employees for pay period including March 12","Retail trade","34,383",G,"47,213",G,"36,451",G,"34,720",G,"39,127",G,"37,372",G,"39,279",G,"26,419",G,"31,452",G,"37,408",G,"39,469",G,"37,860",G,"33,709",G,"47,148",G
Business,"Paid employees for pay period including March 12","Transportation and warehousing","10,666",G,"9,476",G,"4,657",G,"11,750",G,"5,212",G,"26,261",G,"10,217",G,"8,669",G,"3,030",G,"13,120",G,"6,193",G,"21,065",H,"6,521",G,"35,260",H
Business,"Paid employees for pay period including March 12",Information,"3,154",H,"23,971",G,"1,569",G,"7,091",G,"3,065",G,"5,173",H,"5,044",G,"1,202",H,"1,759",G,"1,855",H,"3,313",G,"3,956",G,"5,092",G,"19,133",G
Business,"Paid employees for pay period including March 12","Finance and insurance","8,551",G,"25,226",G,"4,430",G,"13,517",H,"12,775",G,"14,339",G,"7,754",G,"3,507",G,"3,294",G,"5,321",G,"5,388",H,"26,415",H,"5,159",G,"69,593",H
Business,"Paid employees for pay period including March 12","Real estate and rental and leasing","2,117",G,"8,259",G,"4,775",G,"3,936",G,"3,430",G,"5,366",G,"5,281",G,"1,878",G,"2,183",G,"2,552",G,"4,243",G,"4,345",G,"3,435",G,"12,355",G
Business,"Paid employees for pay period including March 12","Professional, scientific, and technical services","6,416",G,"53,352",G,"6,934",G,"47,078",G,"9,984",G,"14,525",G,"10,994",G,"4,749",G,"7,670",G,"9,091",G,"9,211",G,"20,206",G,"18,872",H,"40,871",G
Business,"Paid employees for pay period including March 12","Management of companies and enterprises","3,402",H,"8,992",G,"1,291",G,"6,785",H,"13,711",H,"11,286",G,"7,037",J,"3,745",G,"1,545",H,"8,184",H,"2,354",H,"7,511",H,"4,528",H,"22,726",H
Business,"Paid employees for pay period including March 12","Administrative and support and waste management and remediation services","9,742",G,"32,856",G,"10,871",G,"13,596",G,"13,178",G,"23,733",G,"14,129",G,"11,535",G,"10,154",G,"12,385",G,"11,229",G,"19,971",G,"14,585",G,"40,893",G
Business,"Paid employees for pay period including March 12","Educational services","4,881",G,"7,836",G,"2,177",H,"26,297",H,"11,792",H,"7,006",G,"3,678",G,"3,864",G,"2,848",G,"4,615",H,"5,905",G,"6,206",H,"7,718",H,"9,847",G
Business,"Paid employees for pay period including March 12","Health care and social assistance","43,269",G,"51,609",G,"29,640",G,"68,332",G,"57,962",H,"45,645",H,"45,873",G,"27,064",H,"36,274",G,"39,361",H,"50,550",G,"28,122",G,"37,296",H,"71,814",H
Business,"Paid employees for pay period including March 12","Arts, entertainment, and recreation","1,616",G,"8,148",G,"2,485",G,"3,173",H,"6,131",G,"3,480",G,"4,797",G,"2,627",G,"2,762",H,"4,257",G,"5,464",G,"5,877",G,"2,664",G,"11,871",G
Business,"Paid employees for pay period including March 12","Accommodation and food services","27,026",G,"41,471",G,"31,845",G,"30,837",G,"30,089",G,"31,157",G,"34,218",G,"19,670",G,"27,630",G,"25,835",G,"39,964",G,"29,237",G,"26,375",G,"50,646",G
Business,"Paid employees for pay period including March 12","Other services (except public administration)","8,608",G,"17,029",G,"8,442",G,"13,576",G,"10,317",G,"11,916",G,"9,621",G,"8,878",G,"8,578",G,"11,063",G,"12,191",G,"11,565",G,"9,522",G,"22,409",G
Business,"Paid employees for pay period including March 12","Industries not classified",15,J,14,G,9,J,20,J,61,J,17,J,13,G,18,J,25,G,24,H,12,J,13,J,17,J,28,H
Business,"Annual payroll ($1,000)","Total for all sectors","10,476,423",G,"26,858,757",G,"7,842,486",G,"26,355,790",G,"14,887,193",G,"17,156,959",G,"12,463,482",G,"9,678,167",G,"8,497,405",G,"13,508,975",G,"11,670,726",G,"15,023,039",G,"14,069,025",G,"43,721,412",G
Business,"Annual payroll ($1,000)","Agriculture, forestry, fishing and hunting","53,762",G,"7,431",H,"36,356",G,"5,246",G,"6,031",H,"7,470",G,"23,595",G,"28,858",G,"18,807",G,"8,993",H,"15,641",G,"4,947",J,"6,421",G,"9,701",H
Business,"Annual payroll ($1,000)","Mining, quarrying, and oil and gas extraction","13,451",G,"22,572",J,"12,885",G,"16,212",J,"48,453",H,"10,680",H,"5,325",J,"18,800",G,"27,812",H,"12,846",J,"26,066",H,"9,444",H,"12,601",G,"8,213",G
Business,"Annual payroll ($1,000)",Utilities,"56,995",H,"76,805",J,"64,996",G,"83,940",H,"86,833",G,"51,631",J,"191,218",H,"74,878",H,"62,821",H,"111,435",H,"70,188",H,"194,882",J,"283,933",J,"760,981",H
Business,"Annual payroll ($1,000)",Construction,"700,655",G,"1,701,871",G,"629,334",G,"925,617",G,"1,306,992",H,"1,071,262",G,"927,007",G,"1,165,736",G,"590,647",G,"745,511",G,"783,252",G,"1,090,940",G,"1,250,040",G,"2,020,075",G
Business,"Annual payroll ($1,000)",Manufacturing,"2,782,572",H,"661,643",G,"1,374,227",G,"2,719,431",G,"1,935,561",G,"2,759,524",G,"1,947,299",G,"2,476,523",G,"1,974,067",G,"3,507,152",G,"1,890,843",G,"820,475",G,"1,358,007",H,"2,029,887",G
Business,"Annual payroll ($1,000)","Wholesale trade","586,125",G,"2,190,503",G,"258,842",G,"3,728,884",H,"770,711",G,"1,538,177",G,"489,994",G,"495,297",G,"315,262",G,"993,266",G,"464,801",G,"1,497,902",G,"1,041,105",G,"2,026,472",G
Business,"Annual payroll ($1,000)","Retail trade","985,217",G,"1,664,121",G,"1,129,752",G,"1,140,124",G,"1,207,973",G,"1,211,328",G,"1,265,719",G,"804,496",G,"920,923",G,"1,192,935",G,"1,328,683",G,"1,294,098",G,"1,107,813",G,"1,731,225",G
Business,"Annual payroll ($1,000)","Transportation and warehousing","412,121",G,"458,119",G,"248,827",H,"385,108",G,"264,039",G,"1,235,761",G,"527,281",G,"377,207",G,"139,930",G,"689,769",G,"273,162",G,"804,400",G,"276,819",G,"2,316,090",H
Business,"Annual payroll ($1,000)",Information,"151,553",G,"3,172,534",H,"73,090",G,"1,017,016",G,"238,261",G,"308,611",H,"410,498",H,"59,729",G,"112,045",G,"144,438",G,"221,946",G,"361,208",G,"979,176",H,"1,878,933",G
Business,"Annual payroll ($1,000)","Finance and insurance","622,167",G,"2,724,045",G,"307,381",G,"1,495,431",H,"1,176,795",G,"1,203,235",G,"648,452",G,"234,967",G,"234,155",G,"416,751",G,"411,477",G,"2,486,049",H,"459,395",G,"11,332,733",H
Business,"Annual payroll ($1,000)","Real estate and rental and leasing","92,373",G,"578,762",G,"230,779",G,"265,604",G,"193,777",G,"310,008",G,"267,749",G,"92,630",G,"98,299",G,"111,782",G,"198,236",G,"269,473",G,"208,318",G,"974,217",G
Business,"Annual payroll ($1,000)","Professional, scientific, and technical services","382,991",G,"5,424,595",G,"410,824",G,"5,486,056",G,"712,402",G,"1,221,190",G,"689,145",G,"262,832",G,"604,309",G,"575,493",G,"562,797",G,"1,340,333",G,"2,288,492",H,"4,520,610",G
