Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","88,064","(+/-4,195)","66,102","(+/-5,363)","68,973","(+/-4,573)","79,259","(+/-3,328)","78,121","(+/-3,471)","71,955","(+/-3,643)","85,629","(+/-3,681)","102,610","(+/-3,894)","115,290","(+/-3,779)","85,932","(+/-3,710)","84,318","(+/-3,796)","92,563","(+/-4,247)","110,962","(+/-3,270)","123,382","(+/-4,169)","120,228","(+/-3,216)","110,086","(+/-3,729)","104,710","(+/-4,190)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",787,(+/-388),"5,938","(+/-2,085)","5,555","(+/-1,534)","1,678",(+/-612),"3,368","(+/-1,456)","1,610",(+/-635),"2,137",(+/-812),"3,387",(+/-991),"4,149",(+/-721),"1,766",(+/-683),"2,095",(+/-810),"4,738",(+/-865),"5,603",(+/-926),"6,184",(+/-941),"8,570","(+/-1,043)","5,542",(+/-685),"2,774",(+/-764)
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","4,993","(+/-1,264)","12,645","(+/-2,455)","11,186","(+/-2,261)","3,405",(+/-718),"5,650","(+/-1,263)","3,853",(+/-990),"6,125","(+/-1,163)","9,872","(+/-1,386)","15,898","(+/-1,410)","8,283","(+/-1,734)","6,731","(+/-1,282)","14,359","(+/-1,566)","22,773","(+/-2,041)","25,606","(+/-2,117)","24,966","(+/-1,726)","20,037","(+/-1,682)","9,510","(+/-1,487)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","10,588","(+/-1,734)","22,117","(+/-3,273)","20,118","(+/-3,155)","11,599","(+/-1,554)","12,861","(+/-1,812)","10,469","(+/-1,509)","17,117","(+/-1,966)","25,177","(+/-2,394)","39,515","(+/-2,158)","24,663","(+/-2,374)","23,341","(+/-2,442)","26,705","(+/-2,344)","41,778","(+/-2,529)","43,204","(+/-2,836)","41,741","(+/-2,084)","39,986","(+/-2,918)","29,911","(+/-2,488)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","17,754","(+/-1,699)","14,250","(+/-2,601)","15,617","(+/-2,733)","16,239","(+/-1,559)","16,793","(+/-2,547)","16,639","(+/-2,109)","22,198","(+/-2,065)","26,695","(+/-2,150)","28,994","(+/-2,034)","23,481","(+/-2,350)","24,033","(+/-2,256)","20,619","(+/-2,140)","23,985","(+/-2,047)","27,497","(+/-2,006)","25,686","(+/-1,847)","23,712","(+/-2,154)","25,992","(+/-2,345)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","19,889","(+/-2,102)","5,576","(+/-1,551)","6,066","(+/-1,555)","16,125","(+/-1,746)","13,802","(+/-1,887)","13,041","(+/-1,701)","16,565","(+/-2,140)","18,065","(+/-1,825)","14,505","(+/-1,474)","13,195","(+/-2,102)","14,714","(+/-1,612)","12,526","(+/-1,875)","8,025","(+/-1,179)","12,610","(+/-1,623)","10,757","(+/-1,461)","11,565","(+/-1,645)","15,206","(+/-1,777)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","34,053","(+/-2,644)","5,576","(+/-1,454)","10,431","(+/-1,513)","30,213","(+/-2,713)","25,647","(+/-2,025)","26,343","(+/-2,433)","21,487","(+/-2,263)","19,414","(+/-2,068)","12,229","(+/-1,295)","14,544","(+/-1,945)","13,404","(+/-1,606)","13,616","(+/-1,908)","8,798","(+/-1,243)","8,281","(+/-1,158)","8,508","(+/-1,260)","9,244","(+/-1,256)","21,317","(+/-2,244)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",891,(+/-22),516,(+/-31),573,(+/-28),867,(+/-19),805,(+/-27),861,(+/-36),758,(+/-19),699,(+/-18),591,(+/-10),662,(+/-17),676,(+/-17),605,(+/-19),524,(+/-10),537,(+/-11),520,(+/-11),549,(+/-10),673,(+/-20)
Housing,"Gross Rent","Occupied units paying rent","63,277","(+/-3,580)","124,239","(+/-6,646)","186,295","(+/-8,175)","74,965","(+/-3,854)","90,622","(+/-4,134)","80,283","(+/-3,916)","90,493","(+/-4,362)","82,257","(+/-4,067)","72,663","(+/-3,420)","93,551","(+/-3,888)","80,986","(+/-3,864)","121,321","(+/-5,133)","69,583","(+/-3,514)","71,017","(+/-3,833)","77,875","(+/-3,186)","79,060","(+/-3,771)","80,364","(+/-4,295)"
Housing,"Gross Rent","Less than $500","2,732","(+/-1,115)","9,461","(+/-2,257)","16,108","(+/-2,539)","2,629",(+/-826),"5,634","(+/-1,529)","3,468",(+/-994),"5,691","(+/-1,116)","7,832","(+/-1,310)","9,164","(+/-1,689)","6,541","(+/-1,623)","3,040",(+/-739),"13,271","(+/-1,974)","9,069","(+/-1,290)","10,938","(+/-1,855)","8,749","(+/-1,090)","10,492","(+/-1,445)","7,061","(+/-1,466)"
Housing,"Gross Rent","$500 to $999","7,383","(+/-1,847)","21,699","(+/-3,597)","29,356","(+/-4,217)","8,331","(+/-1,458)","12,903","(+/-2,004)","12,803","(+/-2,141)","16,791","(+/-2,535)","27,622","(+/-2,611)","32,386","(+/-2,501)","26,057","(+/-3,078)","17,898","(+/-2,843)","30,920","(+/-3,276)","34,518","(+/-2,583)","36,762","(+/-3,146)","37,818","(+/-2,567)","37,782","(+/-2,798)","28,101","(+/-2,851)"
Housing,"Gross Rent","$1,000 to $1,499","17,515","(+/-2,144)","42,727","(+/-4,578)","56,627","(+/-5,765)","22,010","(+/-2,570)","34,304","(+/-2,870)","24,245","(+/-3,173)","32,571","(+/-3,359)","29,583","(+/-2,991)","21,864","(+/-2,731)","33,611","(+/-3,265)","31,739","(+/-2,947)","45,342","(+/-4,533)","18,355","(+/-1,909)","17,343","(+/-2,207)","20,751","(+/-1,940)","21,797","(+/-2,419)","27,427","(+/-3,302)"
Housing,"Gross Rent","$1,500 to $1,999","20,782","(+/-2,755)","33,782","(+/-4,097)","47,248","(+/-4,936)","20,297","(+/-2,404)","20,403","(+/-2,919)","22,019","(+/-2,433)","21,182","(+/-2,949)","11,537","(+/-1,981)","6,834","(+/-1,266)","18,381","(+/-2,037)","19,340","(+/-2,760)","19,442","(+/-2,336)","5,866","(+/-1,531)","4,421",(+/-927),"5,847","(+/-1,184)","6,301","(+/-1,213)","11,737","(+/-2,042)"
Housing,"Gross Rent","$2,000 to $2,499","9,287","(+/-1,615)","9,365","(+/-2,308)","21,105","(+/-2,996)","12,857","(+/-2,171)","11,584","(+/-2,529)","10,538","(+/-1,769)","11,447","(+/-2,477)","3,728","(+/-1,143)","1,088",(+/-450),"5,670","(+/-1,336)","5,788","(+/-1,275)","7,503","(+/-1,584)",742,(+/-385),580,(+/-315),"2,148",(+/-743),"1,741",(+/-747),"3,610",(+/-968)
Housing,"Gross Rent","$2,500 to $2,999","1,858",(+/-710),"3,969","(+/-1,514)","7,972","(+/-1,759)","3,266",(+/-988),"2,453",(+/-876),"3,773","(+/-1,166)","1,563",(+/-725),880,(+/-460),180,(+/-175),"1,737",(+/-908),566,(+/-345),"2,788",(+/-909),368,(+/-380),84,(+/-97),"1,593",(+/-817),332,(+/-267),835,(+/-600)
Housing,"Gross Rent","$3,000 or more","3,720",(+/-976),"3,236","(+/-1,106)","7,879","(+/-1,722)","5,575","(+/-1,530)","3,341",(+/-929),"3,437",(+/-846),"1,248",(+/-504),"1,075",(+/-473),"1,147",(+/-626),"1,554",(+/-811),"2,615",(+/-672),"2,055",(+/-726),665,(+/-324),889,(+/-446),969,(+/-599),615,(+/-311),"1,593",(+/-714)
Housing,"Gross Rent","Median (dollars)","1,596",(+/-54),"1,365",(+/-45),"1,422",(+/-43),"1,611",(+/-57),"1,380",(+/-44),"1,492",(+/-52),"1,335",(+/-50),"1,089",(+/-35),919,(+/-36),"1,185",(+/-36),"1,304",(+/-42),"1,150",(+/-27),869,(+/-20),836,(+/-31),887,(+/-22),894,(+/-32),"1,076",(+/-36)
Housing,"Gross Rent","No rent paid","2,514",(+/-696),"4,419","(+/-1,165)","4,407","(+/-1,519)","2,402",(+/-791),"3,711","(+/-1,385)","2,847",(+/-940),"4,486","(+/-1,313)","6,964","(+/-1,293)","7,508","(+/-1,012)","3,958","(+/-1,196)","4,770","(+/-1,202)","5,843","(+/-1,308)","6,423","(+/-1,004)","8,047","(+/-1,352)","8,186",(+/-973),"6,782","(+/-1,133)","4,320","(+/-1,249)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","293,949","(+/-3,583)","294,824","(+/-7,708)","362,808","(+/-8,818)","300,674","(+/-4,016)","292,198","(+/-4,436)","291,470","(+/-3,172)","305,762","(+/-2,979)","310,244","(+/-4,148)","314,774","(+/-4,278)","318,309","(+/-3,683)","297,329","(+/-2,989)","341,091","(+/-6,290)","312,432","(+/-3,649)","324,689","(+/-4,187)","315,356","(+/-3,308)","320,345","(+/-3,381)","327,955","(+/-5,273)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","8,449","(+/-1,632)","28,336","(+/-3,923)","33,070","(+/-5,018)","10,679","(+/-1,745)","15,447","(+/-2,351)","10,503","(+/-1,739)","13,002","(+/-2,039)","22,619","(+/-2,432)","16,228","(+/-2,040)","15,613","(+/-2,179)","10,825","(+/-1,557)","23,637","(+/-2,771)","13,691","(+/-1,952)","16,364","(+/-1,970)","18,194","(+/-1,689)","17,469","(+/-1,847)","15,135","(+/-2,131)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","5,683","(+/-1,384)","18,170","(+/-3,225)","20,215","(+/-3,132)","5,754","(+/-1,341)","11,322","(+/-2,398)","5,837","(+/-1,331)","8,651","(+/-1,659)","12,390","(+/-1,746)","12,464","(+/-1,700)","9,058","(+/-1,785)","7,557","(+/-2,065)","14,022","(+/-2,179)","11,945","(+/-1,609)","15,259","(+/-1,882)","14,066","(+/-1,660)","13,565","(+/-1,849)","9,112","(+/-1,539)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","13,887","(+/-1,971)","24,676","(+/-3,725)","31,124","(+/-3,886)","12,254","(+/-1,926)","18,164","(+/-2,394)","16,655","(+/-2,368)","18,453","(+/-2,623)","25,948","(+/-2,340)","27,405","(+/-2,288)","16,538","(+/-2,257)","12,827","(+/-1,742)","22,657","(+/-2,947)","28,628","(+/-2,112)","28,625","(+/-2,437)","26,233","(+/-2,184)","26,566","(+/-2,742)","19,595","(+/-2,058)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","12,515","(+/-1,804)","23,718","(+/-3,429)","26,056","(+/-4,263)","15,617","(+/-2,676)","20,867","(+/-2,687)","14,580","(+/-2,210)","23,470","(+/-2,644)","26,032","(+/-2,729)","26,580","(+/-2,207)","19,996","(+/-2,407)","20,475","(+/-2,402)","26,744","(+/-2,959)","26,451","(+/-2,044)","26,970","(+/-2,595)","28,480","(+/-2,518)","26,113","(+/-2,542)","19,597","(+/-2,075)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","19,741","(+/-2,488)","32,958","(+/-3,946)","39,610","(+/-5,688)","22,935","(+/-2,377)","27,354","(+/-2,927)","22,387","(+/-2,619)","30,518","(+/-2,888)","39,791","(+/-3,701)","34,796","(+/-2,532)","34,771","(+/-3,220)","32,881","(+/-2,724)","38,465","(+/-3,565)","38,167","(+/-2,217)","38,061","(+/-3,076)","41,204","(+/-2,335)","39,781","(+/-2,983)","33,421","(+/-3,225)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","40,869","(+/-3,359)","56,671","(+/-5,898)","55,291","(+/-4,650)","40,054","(+/-2,838)","43,133","(+/-3,430)","41,624","(+/-3,429)","52,737","(+/-3,712)","54,501","(+/-3,181)","53,673","(+/-3,502)","55,951","(+/-4,596)","53,215","(+/-3,557)","55,458","(+/-3,915)","60,975","(+/-3,367)","61,127","(+/-3,493)","56,110","(+/-2,857)","58,173","(+/-3,170)","53,439","(+/-3,416)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","33,578","(+/-3,135)","36,788","(+/-4,083)","42,749","(+/-4,264)","36,996","(+/-3,195)","34,731","(+/-3,171)","30,379","(+/-2,537)","38,925","(+/-3,049)","38,223","(+/-2,485)","46,163","(+/-2,555)","45,514","(+/-3,171)","42,893","(+/-2,844)","42,919","(+/-3,301)","42,123","(+/-2,859)","40,151","(+/-2,665)","44,250","(+/-2,515)","42,215","(+/-2,836)","41,554","(+/-2,722)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","58,461","(+/-3,813)","37,727","(+/-3,989)","52,558","(+/-4,272)","58,351","(+/-3,752)","50,677","(+/-3,263)","53,962","(+/-3,920)","59,042","(+/-4,123)","49,761","(+/-3,656)","55,482","(+/-3,322)","61,208","(+/-4,239)","60,439","(+/-4,060)","56,879","(+/-3,533)","51,602","(+/-2,953)","55,182","(+/-3,237)","50,853","(+/-2,948)","51,653","(+/-3,064)","56,394","(+/-3,407)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","41,737","(+/-3,147)","19,190","(+/-2,887)","25,696","(+/-3,980)","36,759","(+/-3,178)","24,887","(+/-2,418)","34,950","(+/-2,000)","27,196","(+/-2,418)","21,228","(+/-2,236)","22,557","(+/-2,216)","27,553","(+/-2,870)","26,423","(+/-2,492)","28,746","(+/-2,615)","21,823","(+/-2,027)","23,699","(+/-2,396)","19,133","(+/-1,901)","22,766","(+/-1,921)","32,688","(+/-2,154)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","59,029","(+/-3,919)","16,590","(+/-2,406)","36,439","(+/-3,614)","61,275","(+/-3,370)","45,616","(+/-3,060)","60,593","(+/-3,462)","33,768","(+/-2,320)","19,751","(+/-2,215)","19,426","(+/-1,732)","32,107","(+/-2,917)","29,794","(+/-2,907)","31,564","(+/-2,511)","17,027","(+/-1,916)","19,251","(+/-1,980)","16,833","(+/-1,702)","22,044","(+/-2,020)","47,020","(+/-2,944)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","108,039","(+/-4,071)","56,629","(+/-2,221)","63,678","(+/-3,773)","103,971","(+/-2,793)","81,754","(+/-2,718)","102,246","(+/-2,278)","79,206","(+/-2,877)","61,140","(+/-2,024)","67,325","(+/-1,799)","78,636","(+/-2,458)","80,905","(+/-1,971)","70,562","(+/-1,359)","64,789","(+/-1,607)","63,720","(+/-2,000)","62,295","(+/-1,542)","65,043","(+/-2,139)","83,227","(+/-2,220)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","141,990","(+/-3,543)","78,095","(+/-3,859)","95,049","(+/-4,213)","141,889","(+/-3,722)","121,421","(+/-4,364)","140,424","(+/-4,027)","105,998","(+/-3,012)","83,046","(+/-2,629)","87,230","(+/-2,257)","104,347","(+/-2,977)","105,103","(+/-3,727)","96,306","(+/-2,623)","82,692","(+/-2,139)","84,635","(+/-2,154)","81,689","(+/-2,681)","86,516","(+/-2,406)","116,153","(+/-3,026)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","756,486","(+/-6,148)","707,352","(+/-20,171)","763,663","(+/-21,220)","768,583","(+/-8,858)","750,836","(+/-9,253)","771,931","(+/-5,358)","769,860","(+/-3,245)","750,634","(+/-5,187)","748,392","(+/-7,305)","770,202","(+/-8,418)","764,531","(+/-7,587)","745,572","(+/-11,132)","754,136","(+/-3,664)","737,901","(+/-5,685)","727,083","(+/-3,974)","747,723","(+/-2,059)","744,502","(+/-9,860)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","731,052","(+/-6,915)","647,763","(+/-21,170)","721,081","(+/-20,844)","739,862","(+/-9,368)","708,427","(+/-10,097)","727,404","(+/-8,135)","727,262","(+/-7,034)","706,473","(+/-7,113)","707,529","(+/-8,101)","724,342","(+/-9,348)","695,735","(+/-10,093)","716,809","(+/-11,217)","700,443","(+/-6,552)","710,003","(+/-6,282)","685,583","(+/-6,455)","715,656","(+/-4,078)","721,558","(+/-9,850)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","591,725","(+/-11,961)","372,299","(+/-16,028)","501,434","(+/-19,975)","606,858","(+/-11,013)","545,872","(+/-12,233)","582,116","(+/-10,992)","531,349","(+/-10,488)","475,740","(+/-9,045)","519,251","(+/-9,769)","560,744","(+/-12,491)","526,909","(+/-13,027)","543,513","(+/-11,103)","501,606","(+/-9,411)","506,240","(+/-9,330)","512,217","(+/-8,380)","511,023","(+/-7,736)","573,259","(+/-10,959)"
Socioeconomic,"Health Insurance Coverage","With public coverage","248,993","(+/-8,830)","354,078","(+/-20,500)","309,403","(+/-18,726)","242,709","(+/-9,412)","269,438","(+/-11,462)","247,229","(+/-7,518)","307,744","(+/-9,415)","352,250","(+/-10,345)","314,882","(+/-7,833)","284,898","(+/-10,809)","277,615","(+/-10,871)","282,487","(+/-9,861)","324,215","(+/-7,576)","338,478","(+/-8,580)","302,460","(+/-5,733)","325,812","(+/-8,412)","264,091","(+/-10,408)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","25,434","(+/-4,048)","59,589","(+/-7,835)","42,582","(+/-6,377)","28,721","(+/-3,714)","42,409","(+/-6,193)","44,527","(+/-5,443)","42,598","(+/-6,417)","44,161","(+/-4,735)","40,863","(+/-4,995)","45,860","(+/-5,039)","68,796","(+/-6,759)","28,763","(+/-4,373)","53,693","(+/-5,343)","27,898","(+/-3,216)","41,500","(+/-5,521)","32,067","(+/-3,301)","22,944","(+/-3,551)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","160,757","(+/-3,135)","177,182","(+/-11,005)","154,770","(+/-10,991)","177,195","(+/-4,827)","175,203","(+/-5,337)","185,860","(+/-3,459)","172,226","(+/-2,264)","159,218","(+/-3,096)","161,391","(+/-3,449)","181,064","(+/-4,400)","182,539","(+/-3,973)","143,036","(+/-5,958)","163,577","(+/-2,093)","147,889","(+/-3,630)","149,166","(+/-3,000)","160,768","(+/-1,511)","155,683","(+/-5,094)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","3,823","(+/-1,951)","10,114","(+/-2,835)","6,827","(+/-2,904)","4,370","(+/-1,193)","9,270","(+/-3,520)","8,325","(+/-2,461)","7,078","(+/-2,289)","5,089","(+/-1,698)","9,174","(+/-2,552)","13,226","(+/-3,277)","19,616","(+/-3,704)","5,250","(+/-1,875)","15,494","(+/-3,349)","4,367","(+/-1,413)","14,070","(+/-3,327)","7,149","(+/-1,655)","3,625","(+/-1,278)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.6,(+/-0.9),16.6,(+/-2.2),15.1,(+/-2.5),4.7,(+/-0.8),8.4,(+/-1.3),6.3,(+/-0.9),8.2,(+/-1.1),11.8,(+/-1.3),7.6,(+/-0.9),7.0,(+/-1.4),5.6,(+/-1.1),9.9,(+/-1.4),7.3,(+/-0.8),8.2,(+/-1.0),8.8,(+/-0.8),8.6,(+/-1.0),5.3,(+/-0.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",7.0,(+/-1.9),20.9,(+/-3.4),22.1,(+/-4.6),7.5,(+/-1.6),12.8,(+/-2.3),10.8,(+/-2.0),15.0,(+/-2.5),19.1,(+/-2.6),12.1,(+/-2.1),10.9,(+/-2.8),10.2,(+/-2.4),18.5,(+/-2.9),12.5,(+/-1.8),14.4,(+/-2.2),13.8,(+/-1.8),14.1,(+/-1.8),7.8,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",5.7,(+/-4.4),14.0,(+/-6.9),13.1,(+/-6.4),5.8,(+/-3.1),11.5,(+/-5.3),10.3,(+/-4.0),7.0,(+/-4.3),15.2,(+/-5.2),16.9,(+/-4.7),14.7,(+/-7.0),7.6,(+/-3.8),12.0,(+/-5.6),10.3,(+/-4.0),19.5,(+/-6.0),15.5,(+/-4.1),14.5,(+/-5.0),13.8,(+/-5.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.8,(+/-0.8),10.5,(+/-2.2),6.3,(+/-1.9),2.5,(+/-0.6),4.3,(+/-1.1),3.1,(+/-0.7),3.2,(+/-1.0),7.1,(+/-1.3),3.4,(+/-0.6),3.8,(+/-0.9),2.7,(+/-0.8),3.7,(+/-1.0),3.7,(+/-0.5),4.4,(+/-0.8),5.4,(+/-0.8),3.5,(+/-0.8),2.7,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.5,(+/-1.8),11.7,(+/-3.4),5.7,(+/-3.6),2.9,(+/-1.3),4.2,(+/-1.6),4.6,(+/-1.7),5.5,(+/-2.3),9.0,(+/-2.7),3.1,(+/-0.9),4.3,(+/-1.6),4.3,(+/-2.1),4.9,(+/-2.1),4.6,(+/-1.2),5.7,(+/-1.6),7.4,(+/-1.6),3.2,(+/-1.0),2.1,(+/-1.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",0.1,(+/-0.2),9.7,(+/-7.9),4.7,(+/-6.3),1.7,(+/-1.7),4.3,(+/-4.6),2.2,(+/-2.2),1.5,(+/-2.1),3.6,(+/-3.8),2.6,(+/-2.4),1.6,(+/-2.6),4.8,(+/-3.7),2.3,(+/-2.0),3.8,(+/-2.1),11.4,(+/-6.0),10.9,(+/-4.1),2.8,(+/-2.6),1.6,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",15.5,(+/-4.6),27.1,(+/-5.3),28.5,(+/-5.4),18.2,(+/-4.4),21.0,(+/-4.7),19.7,(+/-3.9),25.9,(+/-4.2),26.7,(+/-4.2),22.2,(+/-4.2),18.3,(+/-5.1),22.9,(+/-5.4),31.0,(+/-4.6),23.5,(+/-4.3),25.6,(+/-4.2),27.0,(+/-3.6),28.3,(+/-3.9),18.2,(+/-3.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",25.8,(+/-8.3),31.2,(+/-7.9),35.8,(+/-7.4),29.4,(+/-7.5),31.0,(+/-7.2),30.4,(+/-6.0),36.1,(+/-6.0),38.2,(+/-6.1),29.6,(+/-6.2),26.3,(+/-7.7),34.1,(+/-8.0),42.9,(+/-6.7),32.1,(+/-5.9),36.4,(+/-5.9),35.9,(+/-6.3),38.5,(+/-5.2),25.5,(+/-6.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",35.1,(+/-22.7),21.5,(+/-15.7),27.5,(+/-18.7),42.0,(+/-20.5),27.7,(+/-17.4),45.5,(+/-18.3),16.6,(+/-12.4),32.9,(+/-13.7),35.7,(+/-12.8),46.6,(+/-23.2),25.2,(+/-16.0),30.2,(+/-14.1),43.9,(+/-14.9),42.1,(+/-14.5),40.3,(+/-16.3),40.7,(+/-16.3),53.0,(+/-17.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",6.5,(+/-0.9),20.7,(+/-1.7),19.6,(+/-2.2),6.8,(+/-0.7),12.2,(+/-1.4),9.1,(+/-1.0),11.2,(+/-1.1),15.3,(+/-1.2),11.3,(+/-0.7),10.0,(+/-1.2),8.3,(+/-1.0),14.9,(+/-1.1),11.5,(+/-0.9),12.9,(+/-0.9),14.5,(+/-0.8),12.3,(+/-0.9),7.6,(+/-0.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",7.8,(+/-2.3),24.9,(+/-4.6),23.9,(+/-5.7),9.2,(+/-1.9),15.5,(+/-3.4),12.7,(+/-2.5),18.3,(+/-3.0),21.4,(+/-3.0),13.5,(+/-1.9),13.1,(+/-3.1),11.7,(+/-2.6),23.4,(+/-4.0),16.0,(+/-2.2),16.6,(+/-2.8),16.5,(+/-2.2),17.3,(+/-2.4),7.5,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",7.6,(+/-2.3),24.8,(+/-4.6),23.6,(+/-5.7),9.0,(+/-1.9),15.3,(+/-3.4),12.3,(+/-2.5),18.0,(+/-3.0),21.3,(+/-3.0),13.1,(+/-1.9),13.0,(+/-3.1),11.3,(+/-2.5),23.1,(+/-4.0),15.4,(+/-2.2),16.4,(+/-2.9),16.2,(+/-2.2),16.9,(+/-2.4),7.3,(+/-2.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",7.3,(+/-3.8),26.3,(+/-6.7),26.0,(+/-9.0),12.7,(+/-4.1),18.9,(+/-7.2),16.6,(+/-4.2),18.6,(+/-5.1),20.9,(+/-4.9),17.2,(+/-2.9),11.9,(+/-4.1),11.1,(+/-3.3),21.6,(+/-6.0),15.3,(+/-3.7),20.1,(+/-5.0),19.3,(+/-3.3),19.0,(+/-4.1),10.5,(+/-5.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",7.7,(+/-2.5),24.3,(+/-5.4),22.7,(+/-5.3),7.8,(+/-1.9),14.1,(+/-3.5),10.9,(+/-2.4),17.8,(+/-3.3),21.4,(+/-3.2),11.7,(+/-1.9),13.4,(+/-3.2),11.3,(+/-3.0),23.6,(+/-4.1),15.5,(+/-2.4),15.1,(+/-3.0),15.2,(+/-2.4),16.2,(+/-2.7),6.3,(+/-1.8)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",6.2,(+/-0.8),19.4,(+/-1.2),18.6,(+/-1.7),6.2,(+/-0.6),11.3,(+/-1.1),8.0,(+/-0.8),9.4,(+/-0.9),13.8,(+/-0.9),10.8,(+/-0.6),9.1,(+/-0.9),7.3,(+/-0.8),13.1,(+/-0.8),10.3,(+/-0.8),12.0,(+/-0.8),14.0,(+/-0.7),11.1,(+/-0.7),7.6,(+/-0.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",6.4,(+/-1.2),25.3,(+/-3.4),21.2,(+/-2.7),7.7,(+/-1.2),10.6,(+/-1.8),6.6,(+/-1.1),6.9,(+/-1.1),12.9,(+/-1.4),9.7,(+/-0.9),9.4,(+/-1.3),7.1,(+/-1.1),10.3,(+/-1.5),9.0,(+/-0.9),10.1,(+/-1.1),10.4,(+/-1.0),9.8,(+/-1.4),10.0,(+/-1.4)
