Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE"
Workers,"Employment Status","Not in labor force","261,286","(+/-6,077)","205,946","(+/-8,946)","204,106","(+/-7,406)","224,335","(+/-7,636)","220,590","(+/-8,030)","211,349","(+/-6,795)","192,669","(+/-11,115)","224,327","(+/-10,009)","195,786","(+/-11,259)","245,836","(+/-7,547)","206,906","(+/-6,603)","212,079","(+/-8,157)","225,262","(+/-6,550)","240,226","(+/-6,469)","242,453","(+/-7,595)","222,625","(+/-8,701)","241,140","(+/-7,200)","202,819","(+/-9,265)","223,680","(+/-6,021)","207,433","(+/-10,080)","246,285","(+/-7,344)","217,322","(+/-9,728)","222,836","(+/-8,573)","184,620","(+/-8,221)","217,558","(+/-7,337)","190,463","(+/-6,351)","240,605","(+/-6,078)","224,077","(+/-9,248)","196,486","(+/-8,824)","196,678","(+/-9,761)","232,804","(+/-6,630)","166,882","(+/-8,436)","174,835","(+/-8,779)","231,394","(+/-6,670)","187,802","(+/-9,308)","222,565","(+/-8,216)","165,586","(+/-7,392)","191,809","(+/-9,815)"
Workers,"Employment Status","Civilian labor force","360,848","(+/-5,611)","423,617","(+/-16,275)","468,604","(+/-9,832)","447,292","(+/-10,570)","416,050","(+/-9,345)","414,585","(+/-11,084)","462,779","(+/-14,257)","450,589","(+/-17,415)","406,836","(+/-13,100)","409,196","(+/-9,593)","378,311","(+/-7,728)","454,504","(+/-13,173)","400,439","(+/-6,770)","371,932","(+/-8,178)","357,237","(+/-9,140)","361,162","(+/-8,730)","395,876","(+/-9,483)","399,639","(+/-14,891)","376,499","(+/-6,371)","389,742","(+/-15,507)","431,569","(+/-12,759)","430,018","(+/-13,568)","362,409","(+/-12,672)","425,076","(+/-10,538)","423,280","(+/-11,048)","484,158","(+/-8,945)","373,853","(+/-6,037)","374,954","(+/-12,717)","363,977","(+/-14,073)","413,425","(+/-13,041)","428,402","(+/-8,659)","442,826","(+/-14,585)","393,399","(+/-15,411)","347,783","(+/-8,006)","466,548","(+/-17,158)","391,529","(+/-10,394)","488,239","(+/-10,706)","425,633","(+/-15,831)"
Workers,"Employment Status","Unemployment Rate",3.8,(+/-0.7),5.5,(+/-0.8),3.5,(+/-0.6),3.5,(+/-0.6),4.6,(+/-0.8),4.1,(+/-0.7),4.9,(+/-0.7),5.1,(+/-0.9),6.5,(+/-0.9),4.1,(+/-0.6),3.6,(+/-0.6),3.7,(+/-0.6),3.4,(+/-0.6),4.8,(+/-0.7),4.7,(+/-0.7),4.3,(+/-0.7),5.0,(+/-0.8),6.4,(+/-0.8),3.6,(+/-0.6),5.3,(+/-0.8),2.8,(+/-0.5),4.2,(+/-0.8),3.9,(+/-0.8),2.7,(+/-0.5),3.9,(+/-0.7),3.5,(+/-0.5),4.4,(+/-0.6),4.7,(+/-0.9),7.3,(+/-1.0),5.7,(+/-0.8),3.5,(+/-0.6),3.3,(+/-0.6),4.6,(+/-0.7),5.9,(+/-0.9),5.5,(+/-0.7),4.7,(+/-0.7),3.1,(+/-0.6),3.9,(+/-0.7)
Workers,"Commuting to Work","Workers 16 years and over","341,153","(+/-6,719)","397,058","(+/-15,326)","446,600","(+/-9,884)","426,560","(+/-9,872)","388,228","(+/-9,280)","388,952","(+/-10,730)","432,972","(+/-13,856)","420,659","(+/-15,959)","371,560","(+/-12,369)","387,258","(+/-9,301)","376,316","(+/-7,517)","434,660","(+/-12,765)","384,426","(+/-7,153)","349,447","(+/-8,240)","335,954","(+/-8,729)","352,408","(+/-7,424)","372,080","(+/-10,012)","368,222","(+/-14,244)","362,375","(+/-7,273)","372,333","(+/-14,010)","422,293","(+/-13,138)","405,416","(+/-12,981)","358,810","(+/-12,440)","406,441","(+/-10,398)","399,303","(+/-11,252)","461,685","(+/-8,734)","354,508","(+/-5,979)","356,414","(+/-12,599)","332,500","(+/-13,414)","382,372","(+/-12,368)","427,804","(+/-7,935)","423,378","(+/-13,598)","369,053","(+/-15,057)","324,233","(+/-7,991)","434,638","(+/-16,127)","367,100","(+/-10,127)","464,339","(+/-10,603)","402,026","(+/-15,493)"
Workers,"Commuting to Work","Car, truck, or van -- drove alone","264,686","(+/-7,600)","292,026","(+/-14,894)","298,814","(+/-9,159)","277,255","(+/-8,927)","286,256","(+/-8,853)","293,047","(+/-11,087)","291,592","(+/-11,909)","301,299","(+/-14,134)","257,606","(+/-10,327)","274,366","(+/-9,110)","292,585","(+/-8,667)","321,808","(+/-10,379)","293,129","(+/-8,418)","287,297","(+/-8,314)","244,669","(+/-9,164)","262,324","(+/-7,519)","272,860","(+/-9,389)","260,976","(+/-11,515)","281,975","(+/-6,428)","263,992","(+/-13,255)","279,533","(+/-11,557)","284,532","(+/-10,893)","260,452","(+/-11,504)","282,020","(+/-8,428)","297,034","(+/-9,297)","316,707","(+/-9,168)","280,741","(+/-6,877)","262,727","(+/-10,629)","248,419","(+/-10,717)","268,338","(+/-12,585)","290,498","(+/-8,910)","293,574","(+/-11,651)","246,810","(+/-12,833)","243,308","(+/-7,038)","289,906","(+/-13,927)","287,781","(+/-9,746)","271,469","(+/-8,497)","283,294","(+/-12,449)"
Workers,"Commuting to Work","Car, truck, or van -- carpooled","33,190","(+/-4,075)","35,763","(+/-4,719)","37,097","(+/-3,465)","36,105","(+/-4,720)","45,661","(+/-4,704)","42,860","(+/-5,103)","50,787","(+/-5,722)","46,256","(+/-8,041)","50,267","(+/-6,510)","31,378","(+/-3,918)","50,818","(+/-5,360)","41,884","(+/-5,231)","43,551","(+/-4,521)","29,159","(+/-3,852)","39,739","(+/-4,130)","44,075","(+/-4,544)","36,462","(+/-4,149)","38,896","(+/-5,669)","42,507","(+/-4,188)","47,702","(+/-6,037)","37,689","(+/-4,614)","37,671","(+/-4,998)","40,618","(+/-5,259)","31,537","(+/-4,107)","42,510","(+/-4,662)","40,344","(+/-4,535)","35,486","(+/-5,103)","45,719","(+/-4,413)","42,149","(+/-4,547)","45,214","(+/-5,056)","39,483","(+/-3,772)","42,110","(+/-5,078)","62,052","(+/-7,604)","42,078","(+/-4,390)","51,017","(+/-6,634)","35,776","(+/-4,602)","28,061","(+/-6,306)","42,953","(+/-5,281)"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",350,(+/-391),"2,812",(+/-985),"1,821",(+/-807),"1,500",(+/-718),"1,656",(+/-959),823,(+/-623),"12,056","(+/-2,695)","2,452","(+/-1,542)","12,774","(+/-2,769)","3,197","(+/-1,281)","1,596","(+/-1,117)","1,246",(+/-850),"2,520","(+/-1,189)","2,190",(+/-988),927,(+/-533),"2,925","(+/-1,522)",717,(+/-587),"8,556","(+/-2,050)",980,(+/-691),"6,227","(+/-2,172)","1,697",(+/-940),"2,062",(+/-901),"1,360",(+/-885),"1,248",(+/-554),"2,413","(+/-1,694)","1,762",(+/-884),"2,617","(+/-1,262)","3,375","(+/-1,235)","5,747","(+/-1,650)","4,696","(+/-1,463)","1,196",(+/-665),"8,599","(+/-2,655)","4,158","(+/-1,553)","1,104",(+/-616),"9,611","(+/-2,229)","1,244","(+/-1,066)","6,396","(+/-1,644)","3,108","(+/-1,274)"
Workers,"Commuting to Work",Walked,"4,283","(+/-1,278)","3,056","(+/-1,159)","4,355","(+/-1,285)","5,193","(+/-1,569)","2,597",(+/-970),"4,310","(+/-1,476)","8,322","(+/-1,876)","4,832","(+/-1,904)","4,556","(+/-1,684)","7,282","(+/-1,745)","5,465","(+/-1,461)","4,402","(+/-1,222)","12,695","(+/-2,782)","4,514","(+/-1,522)","4,177","(+/-1,111)","4,583","(+/-1,162)","7,845","(+/-1,884)","6,371","(+/-1,618)","7,049","(+/-1,622)","3,544","(+/-1,197)","9,007","(+/-2,414)","2,165",(+/-922),"6,236","(+/-1,852)","4,735","(+/-1,025)","7,909","(+/-1,702)","4,435","(+/-1,334)","3,421","(+/-1,023)","3,810","(+/-1,201)","3,104","(+/-1,108)","10,475","(+/-2,637)","8,068","(+/-1,589)","5,686","(+/-2,174)","3,525","(+/-1,269)","5,848","(+/-1,434)","6,004","(+/-1,455)","2,835",(+/-907),"11,421","(+/-2,578)","3,634","(+/-1,344)"
Workers,"Commuting to Work","Other means","5,057","(+/-1,376)","5,807","(+/-1,759)","5,691","(+/-1,463)","8,413","(+/-1,838)","3,909","(+/-1,272)","5,087","(+/-1,630)","9,295","(+/-1,969)","7,208","(+/-2,162)","8,895","(+/-2,434)","6,866","(+/-1,696)","3,033",(+/-999),"4,938","(+/-1,810)","6,427","(+/-1,677)","3,563","(+/-1,028)","11,948","(+/-2,459)","7,784","(+/-2,061)","6,796","(+/-1,366)","9,379","(+/-2,303)","6,154","(+/-1,355)","8,188","(+/-2,325)","5,794","(+/-1,357)","6,944","(+/-2,317)","6,713","(+/-1,993)","5,993","(+/-1,658)","6,017","(+/-1,665)","6,418","(+/-1,706)","7,563","(+/-2,130)","5,253","(+/-1,538)","12,071","(+/-2,312)","4,512","(+/-1,547)","7,710","(+/-2,085)","6,028","(+/-1,827)","12,032","(+/-2,850)","6,029","(+/-1,745)","7,925","(+/-2,350)","8,645","(+/-2,430)","10,562","(+/-2,280)","5,610","(+/-2,059)"
Workers,"Commuting to Work","Worked from home","33,587","(+/-4,126)","57,594","(+/-4,957)","98,822","(+/-5,885)","98,094","(+/-6,758)","48,149","(+/-4,610)","42,825","(+/-4,355)","60,920","(+/-5,544)","58,612","(+/-6,582)","37,462","(+/-4,127)","64,169","(+/-5,424)","22,819","(+/-3,185)","60,382","(+/-5,454)","26,104","(+/-2,918)","22,724","(+/-2,971)","34,494","(+/-4,537)","30,717","(+/-4,310)","47,400","(+/-4,200)","44,044","(+/-5,538)","23,710","(+/-2,713)","42,680","(+/-5,640)","88,573","(+/-6,615)","72,042","(+/-6,141)","43,431","(+/-3,796)","80,908","(+/-5,814)","43,420","(+/-3,910)","92,019","(+/-6,928)","24,680","(+/-3,453)","35,530","(+/-4,518)","21,010","(+/-3,198)","49,137","(+/-5,400)","80,849","(+/-4,805)","67,381","(+/-5,870)","40,476","(+/-4,185)","25,866","(+/-4,032)","70,175","(+/-6,044)","30,819","(+/-4,049)","136,430","(+/-6,179)","63,427","(+/-6,263)"
Workers,"Commuting to Work","Mean travel time to work (minutes)",24.6,(+/-0.9),32.3,(+/-0.8),29.4,(+/-0.8),28.8,(+/-1.0),34.1,(+/-1.0),29.0,(+/-0.8),28.7,(+/-0.9),32.4,(+/-0.9),29.6,(+/-0.9),26.5,(+/-1.1),24.2,(+/-0.8),28.3,(+/-0.9),20.3,(+/-0.7),27.0,(+/-0.9),23.8,(+/-0.7),24.2,(+/-0.9),23.9,(+/-1.0),28.6,(+/-0.9),18.2,(+/-0.6),26.2,(+/-1.0),27.2,(+/-0.8),32.8,(+/-1.0),26.2,(+/-0.9),25.0,(+/-0.6),28.7,(+/-0.9),29.7,(+/-0.8),(X),(X),25.8,(+/-0.9),30.3,(+/-0.9),27.6,(+/-0.7),28.2,(+/-0.9),26.2,(+/-0.8),25.9,(+/-0.7),21.8,(+/-0.7),26.9,(+/-1.0),29.5,(+/-1.1),23.1,(+/-1.0),29.2,(+/-1.1)
Workers,Occupation,"Civilian employed population 16 years and over","346,999","(+/-6,379)","400,242","(+/-15,294)","452,304","(+/-10,018)","431,458","(+/-9,736)","397,027","(+/-9,324)","397,527","(+/-10,688)","440,329","(+/-14,010)","427,736","(+/-16,745)","380,408","(+/-12,687)","392,464","(+/-8,957)","364,524","(+/-7,832)","437,896","(+/-13,067)","386,690","(+/-7,022)","354,082","(+/-8,344)","340,276","(+/-8,657)","345,484","(+/-8,441)","375,995","(+/-9,962)","373,926","(+/-14,326)","362,988","(+/-6,870)","369,231","(+/-14,624)","419,314","(+/-12,879)","411,768","(+/-13,186)","348,126","(+/-12,126)","413,498","(+/-10,250)","406,645","(+/-11,103)","467,314","(+/-8,532)","357,337","(+/-5,878)","357,155","(+/-12,893)","337,567","(+/-13,728)","389,673","(+/-12,197)","413,538","(+/-8,421)","428,213","(+/-13,652)","375,265","(+/-15,088)","327,418","(+/-8,180)","440,877","(+/-16,699)","373,080","(+/-10,088)","473,179","(+/-10,717)","409,208","(+/-15,156)"
Workers,Occupation,"Management, business, science, and arts occupations","124,216","(+/-5,613)","185,599","(+/-9,365)","247,910","(+/-8,171)","222,601","(+/-8,669)","141,677","(+/-6,203)","139,571","(+/-6,448)","213,114","(+/-9,871)","176,741","(+/-10,053)","139,510","(+/-8,338)","183,819","(+/-7,818)","123,363","(+/-7,063)","188,987","(+/-8,173)","131,847","(+/-6,484)","132,619","(+/-6,818)","106,220","(+/-5,821)","119,720","(+/-7,054)","147,518","(+/-7,275)","138,400","(+/-8,787)","131,223","(+/-5,597)","126,935","(+/-7,830)","210,063","(+/-8,896)","216,839","(+/-8,824)","142,633","(+/-7,905)","227,240","(+/-8,026)","148,916","(+/-6,704)","241,138","(+/-8,485)","120,834","(+/-6,088)","111,483","(+/-6,875)","77,301","(+/-6,281)","153,877","(+/-8,488)","201,497","(+/-6,649)","180,529","(+/-9,729)","110,083","(+/-6,289)","92,202","(+/-5,831)","177,381","(+/-10,561)","137,736","(+/-8,600)","283,869","(+/-8,376)","213,463","(+/-9,464)"
Workers,Occupation,"Service occupations","58,139","(+/-4,514)","52,279","(+/-5,344)","54,608","(+/-5,199)","51,182","(+/-4,673)","69,025","(+/-5,459)","65,354","(+/-5,314)","74,001","(+/-6,762)","63,847","(+/-6,231)","74,422","(+/-6,586)","60,068","(+/-4,075)","60,917","(+/-4,945)","56,985","(+/-5,424)","64,357","(+/-5,146)","60,699","(+/-4,279)","69,922","(+/-4,477)","70,419","(+/-5,760)","67,257","(+/-4,897)","68,216","(+/-5,448)","61,980","(+/-4,522)","76,792","(+/-8,590)","56,388","(+/-5,449)","47,003","(+/-6,501)","58,891","(+/-4,534)","45,118","(+/-4,797)","58,157","(+/-5,577)","55,284","(+/-5,223)","67,532","(+/-4,914)","77,609","(+/-6,103)","63,286","(+/-5,426)","57,216","(+/-5,665)","54,251","(+/-4,294)","63,166","(+/-5,610)","63,662","(+/-6,678)","80,507","(+/-5,052)","81,260","(+/-6,571)","54,316","(+/-5,461)","50,403","(+/-4,846)","46,195","(+/-5,460)"
Workers,Occupation,"Sales and office occupations","67,981","(+/-4,657)","80,761","(+/-7,359)","89,571","(+/-6,596)","86,964","(+/-5,825)","79,741","(+/-4,500)","71,811","(+/-5,474)","76,714","(+/-5,844)","92,958","(+/-7,813)","67,837","(+/-6,433)","74,680","(+/-4,353)","72,520","(+/-6,526)","95,852","(+/-6,892)","88,514","(+/-5,652)","65,808","(+/-5,189)","74,622","(+/-5,152)","78,703","(+/-6,024)","69,999","(+/-5,772)","71,451","(+/-5,676)","69,348","(+/-4,507)","76,831","(+/-6,305)","92,662","(+/-7,597)","80,911","(+/-6,478)","66,019","(+/-6,346)","78,848","(+/-5,596)","87,366","(+/-5,527)","98,872","(+/-6,251)","65,873","(+/-5,009)","73,946","(+/-5,809)","64,918","(+/-5,861)","80,427","(+/-6,363)","80,175","(+/-4,589)","88,289","(+/-6,717)","66,137","(+/-5,163)","71,904","(+/-5,612)","81,201","(+/-6,744)","74,332","(+/-5,837)","85,746","(+/-5,774)","89,497","(+/-6,844)"
Workers,Occupation,"Natural resources, construction, and maintenance occupations","37,651","(+/-3,721)","40,649","(+/-4,911)","24,171","(+/-3,775)","31,728","(+/-3,327)","48,179","(+/-4,783)","50,178","(+/-4,963)","31,187","(+/-4,786)","38,433","(+/-4,588)","41,730","(+/-4,127)","31,304","(+/-3,516)","50,396","(+/-5,002)","30,203","(+/-3,450)","44,057","(+/-3,664)","43,389","(+/-3,912)","42,253","(+/-3,570)","30,258","(+/-3,326)","39,158","(+/-4,340)","41,190","(+/-4,665)","49,131","(+/-4,008)","41,229","(+/-4,808)","29,659","(+/-3,737)","29,685","(+/-3,993)","35,419","(+/-4,402)","21,864","(+/-3,236)","43,696","(+/-4,156)","24,129","(+/-3,071)","48,669","(+/-4,570)","40,190","(+/-4,584)","63,875","(+/-6,085)","38,977","(+/-4,281)","33,072","(+/-3,837)","33,917","(+/-4,646)","62,749","(+/-7,582)","40,207","(+/-3,652)","45,170","(+/-5,334)","46,826","(+/-4,678)","24,120","(+/-4,872)","21,784","(+/-3,685)"
Workers,Occupation,"Production, transportation, and material moving occupations","59,012","(+/-4,233)","40,954","(+/-5,479)","36,044","(+/-4,680)","38,983","(+/-3,256)","58,405","(+/-5,068)","70,613","(+/-5,914)","45,313","(+/-5,482)","55,757","(+/-5,584)","56,909","(+/-5,759)","42,593","(+/-3,722)","57,328","(+/-5,024)","65,869","(+/-6,174)","57,915","(+/-4,358)","51,567","(+/-3,967)","47,259","(+/-3,908)","46,384","(+/-4,038)","52,063","(+/-4,286)","54,669","(+/-5,242)","51,306","(+/-3,865)","47,444","(+/-5,700)","30,542","(+/-3,679)","37,330","(+/-4,354)","45,164","(+/-4,205)","40,428","(+/-4,649)","68,510","(+/-5,289)","47,891","(+/-4,500)","54,429","(+/-4,304)","53,927","(+/-5,456)","68,187","(+/-5,685)","59,176","(+/-5,883)","44,543","(+/-4,581)","62,312","(+/-6,101)","72,634","(+/-5,395)","42,598","(+/-4,323)","55,865","(+/-4,677)","59,870","(+/-4,949)","29,041","(+/-4,301)","38,269","(+/-5,227)"
Workers,Industry,"Civilian employed population 16 years and over","346,999","(+/-6,379)","400,242","(+/-15,294)","452,304","(+/-10,018)","431,458","(+/-9,736)","397,027","(+/-9,324)","397,527","(+/-10,688)","440,329","(+/-14,010)","427,736","(+/-16,745)","380,408","(+/-12,687)","392,464","(+/-8,957)","364,524","(+/-7,832)","437,896","(+/-13,067)","386,690","(+/-7,022)","354,082","(+/-8,344)","340,276","(+/-8,657)","345,484","(+/-8,441)","375,995","(+/-9,962)","373,926","(+/-14,326)","362,988","(+/-6,870)","369,231","(+/-14,624)","419,314","(+/-12,879)","411,768","(+/-13,186)","348,126","(+/-12,126)","413,498","(+/-10,250)","406,645","(+/-11,103)","467,314","(+/-8,532)","357,337","(+/-5,878)","357,155","(+/-12,893)","337,567","(+/-13,728)","389,673","(+/-12,197)","413,538","(+/-8,421)","428,213","(+/-13,652)","375,265","(+/-15,088)","327,418","(+/-8,180)","440,877","(+/-16,699)","373,080","(+/-10,088)","473,179","(+/-10,717)","409,208","(+/-15,156)"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining","14,191","(+/-2,111)","14,577","(+/-2,758)","3,088","(+/-1,233)","4,911","(+/-1,349)","7,155","(+/-1,706)","6,094","(+/-1,363)","9,114","(+/-2,091)","10,954","(+/-2,079)","3,732","(+/-1,460)","9,923","(+/-1,907)","36,198","(+/-4,418)","6,142","(+/-1,771)","16,605","(+/-1,856)","5,371","(+/-1,628)","13,822","(+/-2,398)","2,799","(+/-1,243)","9,757","(+/-1,944)","7,881","(+/-2,059)","28,709","(+/-3,188)","1,235",(+/-789),"5,857","(+/-1,442)","13,754","(+/-2,319)","16,271","(+/-3,080)","2,555",(+/-989),"9,500","(+/-1,650)","4,942","(+/-1,262)","15,680","(+/-2,717)","8,044","(+/-1,589)","3,834","(+/-1,279)","1,564",(+/-910),"4,584","(+/-1,232)","3,010","(+/-1,545)","2,928",(+/-910),"8,937","(+/-2,479)","4,616","(+/-1,732)","7,967","(+/-2,019)","1,552",(+/-874),"11,818","(+/-2,628)"
Workers,Industry,Construction,"23,582","(+/-2,981)","37,046","(+/-4,648)","23,113","(+/-3,663)","28,839","(+/-3,160)","42,936","(+/-4,673)","39,563","(+/-4,050)","29,996","(+/-4,744)","35,610","(+/-5,146)","37,308","(+/-4,267)","31,993","(+/-3,787)","31,720","(+/-3,700)","28,678","(+/-3,783)","28,672","(+/-3,395)","36,767","(+/-3,482)","29,887","(+/-3,085)","26,410","(+/-3,249)","28,270","(+/-3,028)","37,877","(+/-4,512)","26,162","(+/-2,907)","34,819","(+/-4,472)","32,550","(+/-3,918)","28,755","(+/-4,403)","26,360","(+/-4,234)","23,237","(+/-3,364)","35,685","(+/-3,713)","28,169","(+/-3,476)","36,706","(+/-4,282)","32,084","(+/-4,604)","55,526","(+/-5,449)","35,137","(+/-4,912)","35,682","(+/-3,556)","37,254","(+/-4,838)","57,575","(+/-6,946)","25,709","(+/-3,160)","36,014","(+/-4,868)","38,821","(+/-4,868)","25,952","(+/-5,050)","25,852","(+/-3,609)"
Workers,Industry,Manufacturing,"36,914","(+/-3,737)","37,426","(+/-4,720)","51,903","(+/-5,395)","37,934","(+/-3,633)","32,156","(+/-4,035)","42,119","(+/-3,431)","26,291","(+/-3,428)","37,192","(+/-6,178)","25,626","(+/-3,411)","32,904","(+/-3,678)","25,788","(+/-3,031)","48,630","(+/-5,425)","38,603","(+/-3,515)","46,538","(+/-4,270)","21,428","(+/-2,925)","18,053","(+/-3,034)","40,623","(+/-4,642)","30,859","(+/-3,752)","22,804","(+/-2,945)","24,148","(+/-4,975)","29,441","(+/-3,876)","43,007","(+/-5,046)","19,608","(+/-2,828)","32,300","(+/-3,142)","42,133","(+/-3,611)","39,418","(+/-4,256)","34,976","(+/-4,042)","20,089","(+/-3,437)","34,379","(+/-3,733)","31,373","(+/-4,060)","34,170","(+/-3,685)","35,710","(+/-4,565)","37,133","(+/-4,291)","20,847","(+/-2,977)","31,473","(+/-3,626)","51,032","(+/-4,477)","38,790","(+/-4,121)","38,446","(+/-4,222)"
Workers,Industry,"Wholesale trade","9,490","(+/-2,093)","10,270","(+/-2,509)","7,914","(+/-1,776)","8,164","(+/-1,671)","9,283","(+/-1,631)","10,343","(+/-1,976)","11,011","(+/-2,415)","13,141","(+/-3,323)","7,095","(+/-1,983)","5,158","(+/-1,468)","8,419","(+/-2,270)","11,155","(+/-2,254)","8,403","(+/-1,648)","7,507","(+/-1,591)","10,625","(+/-2,129)","7,220","(+/-1,814)","8,088","(+/-1,695)","10,841","(+/-2,786)","8,089","(+/-1,790)","3,575","(+/-1,156)","7,305","(+/-1,627)","10,539","(+/-2,243)","7,328","(+/-2,103)","9,988","(+/-1,943)","11,334","(+/-2,006)","10,922","(+/-2,215)","5,699","(+/-1,209)","8,991","(+/-2,297)","8,676","(+/-1,798)","8,389","(+/-1,891)","7,407","(+/-1,854)","9,828","(+/-2,091)","8,440","(+/-1,941)","7,119","(+/-1,584)","8,251","(+/-2,211)","7,283","(+/-1,926)","6,093","(+/-1,793)","15,211","(+/-3,524)"
Workers,Industry,"Retail trade","39,806","(+/-4,058)","37,778","(+/-4,724)","47,422","(+/-5,434)","42,053","(+/-4,051)","44,071","(+/-4,681)","47,314","(+/-4,892)","43,330","(+/-5,734)","48,040","(+/-5,533)","40,230","(+/-4,632)","42,037","(+/-3,884)","44,820","(+/-4,706)","54,440","(+/-4,802)","48,418","(+/-4,395)","36,972","(+/-3,887)","38,268","(+/-3,728)","37,958","(+/-4,713)","36,783","(+/-4,015)","35,273","(+/-4,439)","44,276","(+/-3,925)","45,990","(+/-4,845)","42,467","(+/-4,904)","38,993","(+/-4,736)","39,668","(+/-4,881)","45,806","(+/-4,369)","46,866","(+/-5,366)","47,224","(+/-4,007)","36,298","(+/-3,805)","45,431","(+/-4,628)","39,096","(+/-4,057)","36,072","(+/-4,601)","46,234","(+/-4,328)","45,590","(+/-4,745)","43,002","(+/-5,060)","36,913","(+/-4,083)","49,011","(+/-5,678)","39,338","(+/-4,613)","43,151","(+/-5,048)","40,446","(+/-4,937)"
Workers,Industry,"Transportation and warehousing, and utilities","24,952","(+/-2,850)","33,653","(+/-3,928)","20,142","(+/-2,802)","18,847","(+/-2,570)","25,632","(+/-2,810)","33,151","(+/-4,115)","30,352","(+/-4,705)","29,136","(+/-4,192)","28,456","(+/-3,827)","18,708","(+/-3,181)","25,001","(+/-2,751)","36,649","(+/-5,112)","31,623","(+/-4,030)","21,004","(+/-2,894)","23,897","(+/-3,085)","28,909","(+/-4,863)","21,439","(+/-2,997)","28,721","(+/-4,031)","22,051","(+/-2,258)","20,242","(+/-3,544)","21,639","(+/-3,981)","24,977","(+/-4,094)","20,811","(+/-3,030)","32,359","(+/-4,161)","34,386","(+/-4,283)","32,256","(+/-4,043)","20,056","(+/-2,768)","33,687","(+/-3,804)","30,822","(+/-3,832)","36,959","(+/-4,831)","20,848","(+/-2,983)","31,700","(+/-4,078)","34,108","(+/-4,287)","16,944","(+/-2,812)","24,454","(+/-2,832)","28,682","(+/-3,693)","19,053","(+/-3,272)","30,300","(+/-4,545)"
Workers,Industry,Information,"4,154","(+/-1,268)","3,929","(+/-1,363)","10,401","(+/-1,849)","10,663","(+/-1,877)","4,595","(+/-1,367)","6,549","(+/-1,662)","5,825","(+/-1,681)","5,733","(+/-1,896)","4,009","(+/-1,301)","9,146","(+/-1,795)","3,260","(+/-1,110)","6,174","(+/-1,781)","6,087","(+/-1,505)","2,841",(+/-956),"4,855","(+/-1,568)","6,813","(+/-1,721)","5,646","(+/-1,533)","5,502","(+/-1,761)","4,629","(+/-1,268)","4,466","(+/-1,328)","9,693","(+/-2,322)","4,436","(+/-1,281)","5,254","(+/-1,539)","9,895","(+/-1,904)","6,268","(+/-1,729)","12,602","(+/-2,313)","3,377","(+/-1,179)","3,479","(+/-1,097)","1,852",(+/-803),"10,633","(+/-2,173)","8,086","(+/-1,536)","8,065","(+/-1,829)","6,073","(+/-1,728)","4,889","(+/-1,296)","10,782","(+/-2,168)","3,583","(+/-1,193)","21,536","(+/-3,913)","4,030","(+/-1,328)"
Workers,Industry,"Finance and insurance, and real estate and rental and leasing","21,716","(+/-2,687)","22,114","(+/-3,891)","55,584","(+/-5,081)","48,978","(+/-4,584)","29,790","(+/-3,932)","24,734","(+/-3,418)","27,025","(+/-3,458)","29,613","(+/-4,164)","20,097","(+/-3,596)","26,123","(+/-3,360)","18,501","(+/-2,844)","35,438","(+/-4,642)","21,212","(+/-2,461)","17,768","(+/-2,630)","14,430","(+/-2,449)","18,363","(+/-2,860)","18,175","(+/-2,644)","17,796","(+/-3,639)","17,955","(+/-2,343)","26,544","(+/-3,375)","36,568","(+/-4,252)","31,200","(+/-4,957)","25,400","(+/-4,368)","40,199","(+/-3,630)","26,974","(+/-3,390)","59,214","(+/-4,631)","18,023","(+/-3,094)","19,384","(+/-3,127)","12,632","(+/-2,662)","36,924","(+/-4,103)","31,116","(+/-3,393)","42,622","(+/-5,293)","24,092","(+/-3,137)","16,397","(+/-3,021)","24,188","(+/-3,993)","19,252","(+/-2,456)","42,825","(+/-4,682)","36,717","(+/-4,174)"
