Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage","70,268","(+/-4,179)","80,451","(+/-5,495)","58,406","(+/-4,279)","61,964","(+/-3,854)","69,457","(+/-4,037)","92,924","(+/-3,989)","48,276","(+/-4,094)","71,725","(+/-3,958)","71,050","(+/-4,450)","76,816","(+/-4,018)","71,488","(+/-4,290)","116,714","(+/-3,612)","89,916","(+/-4,452)","67,515","(+/-3,699)","107,819","(+/-3,514)","103,350","(+/-3,481)","98,887","(+/-3,875)"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250","2,586","(+/-1,242)","2,960",(+/-945),864,(+/-637),"1,164",(+/-562),408,(+/-335),"2,191",(+/-710),901,(+/-542),911,(+/-505),813,(+/-401),"2,358","(+/-1,045)",773,(+/-504),"7,528","(+/-1,095)","3,785",(+/-957),"1,688",(+/-645),"5,307",(+/-947),"3,537",(+/-745),"4,706","(+/-1,095)"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399","5,979","(+/-1,480)","13,367","(+/-1,879)","1,853",(+/-725),"3,768","(+/-1,087)","2,929","(+/-1,202)","3,963","(+/-1,270)","2,463",(+/-815),"2,220",(+/-712),"1,557",(+/-591),"3,448",(+/-928),"2,592",(+/-739),"20,938","(+/-1,704)","14,116","(+/-1,805)","4,196",(+/-819),"18,128","(+/-1,473)","10,548","(+/-1,485)","18,491","(+/-2,123)"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599","12,198","(+/-1,893)","19,323","(+/-2,100)","6,364","(+/-1,365)","10,318","(+/-2,213)","5,887","(+/-1,586)","11,560","(+/-1,937)","7,955","(+/-2,012)","10,139","(+/-1,497)","6,933","(+/-1,425)","7,079","(+/-1,658)","7,255","(+/-1,580)","38,795","(+/-2,082)","24,162","(+/-2,420)","12,131","(+/-1,828)","31,678","(+/-2,107)","26,019","(+/-2,036)","31,140","(+/-2,711)"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799","13,957","(+/-2,306)","18,176","(+/-2,520)","13,466","(+/-2,427)","15,910","(+/-2,282)","8,655","(+/-1,809)","20,014","(+/-2,026)","8,397","(+/-1,763)","14,964","(+/-1,828)","11,160","(+/-1,720)","11,108","(+/-1,642)","12,618","(+/-1,837)","25,231","(+/-1,855)","24,243","(+/-2,612)","13,832","(+/-1,735)","26,147","(+/-2,148)","26,195","(+/-2,344)","24,142","(+/-2,505)"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999","11,816","(+/-1,852)","12,395","(+/-2,035)","16,002","(+/-2,404)","13,647","(+/-1,904)","13,761","(+/-2,283)","19,760","(+/-2,494)","9,334","(+/-2,307)","17,509","(+/-2,038)","14,599","(+/-2,358)","11,646","(+/-1,934)","16,040","(+/-2,173)","11,249","(+/-1,511)","12,065","(+/-1,700)","13,793","(+/-1,737)","13,868","(+/-1,541)","16,849","(+/-1,472)","11,405","(+/-1,382)"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more","23,732","(+/-2,151)","14,230","(+/-2,392)","19,857","(+/-2,501)","17,157","(+/-2,210)","37,817","(+/-2,969)","35,436","(+/-2,368)","19,226","(+/-2,228)","25,982","(+/-2,611)","35,988","(+/-3,492)","41,177","(+/-2,571)","32,210","(+/-2,506)","12,973","(+/-1,556)","11,545","(+/-1,566)","21,875","(+/-2,167)","12,691","(+/-1,524)","20,202","(+/-1,758)","9,003","(+/-1,252)"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",807,(+/-36),644,(+/-26),879,(+/-29),798,(+/-31),"1,055",(+/-44),885,(+/-23),890,(+/-44),894,(+/-25),"1,008",(+/-40),"1,047",(+/-32),958,(+/-24),553,(+/-11),622,(+/-16),831,(+/-27),594,(+/-10),682,(+/-17),571,(+/-13)
Housing,"Gross Rent","Occupied units paying rent","104,615","(+/-6,275)","97,965","(+/-5,217)","114,614","(+/-6,082)","85,370","(+/-5,242)","139,452","(+/-5,858)","64,940","(+/-4,290)","185,286","(+/-8,714)","76,393","(+/-4,219)","116,764","(+/-5,846)","62,746","(+/-4,389)","66,415","(+/-4,805)","71,126","(+/-3,085)","115,136","(+/-4,348)","60,941","(+/-3,826)","65,298","(+/-3,766)","58,488","(+/-3,837)","101,932","(+/-4,274)"
Housing,"Gross Rent","Less than $500","11,897","(+/-1,931)","11,229","(+/-2,485)","2,935","(+/-1,098)","3,178","(+/-1,217)","4,370","(+/-1,066)","1,787",(+/-728),"15,476","(+/-2,992)","3,028","(+/-1,220)","4,783","(+/-1,611)","3,449","(+/-1,292)","2,809","(+/-1,115)","13,341","(+/-1,646)","8,112","(+/-1,475)","4,558","(+/-1,056)","9,734","(+/-1,556)","3,841","(+/-1,040)","13,960","(+/-1,862)"
Housing,"Gross Rent","$500 to $999","29,295","(+/-3,355)","31,348","(+/-3,143)","18,689","(+/-2,929)","23,217","(+/-2,688)","10,201","(+/-2,324)","7,150","(+/-1,882)","26,429","(+/-3,919)","5,609","(+/-1,271)","15,456","(+/-2,661)","10,431","(+/-1,958)","6,204","(+/-1,789)","36,032","(+/-2,563)","54,941","(+/-3,567)","14,389","(+/-2,227)","35,136","(+/-2,797)","24,718","(+/-2,432)","50,356","(+/-3,347)"
Housing,"Gross Rent","$1,000 to $1,499","39,838","(+/-4,427)","36,386","(+/-3,858)","43,269","(+/-4,317)","39,207","(+/-4,024)","36,785","(+/-4,185)","26,777","(+/-3,803)","45,664","(+/-5,098)","25,835","(+/-3,434)","47,451","(+/-4,621)","20,425","(+/-2,837)","18,918","(+/-2,851)","15,749","(+/-2,117)","37,993","(+/-3,293)","21,749","(+/-2,406)","14,617","(+/-2,005)","21,323","(+/-2,811)","27,770","(+/-3,184)"
Housing,"Gross Rent","$1,500 to $1,999","15,616","(+/-2,760)","10,832","(+/-2,596)","31,905","(+/-3,355)","13,217","(+/-2,127)","40,240","(+/-4,081)","16,566","(+/-2,292)","29,364","(+/-4,114)","26,720","(+/-2,616)","24,513","(+/-2,682)","13,813","(+/-2,211)","21,275","(+/-2,913)","3,787","(+/-1,125)","10,264","(+/-1,967)","12,169","(+/-2,111)","3,663","(+/-1,079)","5,970","(+/-1,454)","6,529","(+/-1,560)"
Housing,"Gross Rent","$2,000 to $2,499","4,888","(+/-1,651)","5,252","(+/-1,737)","10,451","(+/-2,171)","5,253","(+/-1,509)","21,509","(+/-2,830)","6,889","(+/-1,558)","32,133","(+/-4,902)","9,976","(+/-1,737)","13,461","(+/-2,516)","8,192","(+/-1,973)","10,329","(+/-1,907)","1,199",(+/-642),"2,106",(+/-735),"5,496","(+/-1,544)","1,164",(+/-547),"1,839",(+/-864),"1,615",(+/-695)
Housing,"Gross Rent","$2,500 to $2,999",981,(+/-638),972,(+/-741),"4,603","(+/-1,534)",778,(+/-553),"11,303","(+/-1,812)","2,929","(+/-1,006)","19,480","(+/-4,698)","2,933","(+/-1,028)","5,765","(+/-1,553)","2,452",(+/-720),"2,998",(+/-884),423,(+/-282),656,(+/-452),"1,922",(+/-770),25,(+/-44),238,(+/-200),331,(+/-261)
Housing,"Gross Rent","$3,000 or more","2,100",(+/-833),"1,946",(+/-911),"2,762",(+/-819),520,(+/-278),"15,044","(+/-2,238)","2,842",(+/-968),"16,740","(+/-2,892)","2,292","(+/-1,014)","5,335","(+/-1,244)","3,984","(+/-1,085)","3,882","(+/-1,196)",595,(+/-298),"1,064",(+/-404),658,(+/-340),959,(+/-460),559,(+/-322),"1,371",(+/-686)
Housing,"Gross Rent","Median (dollars)","1,129",(+/-37),"1,074",(+/-38),"1,407",(+/-40),"1,161",(+/-25),"1,728",(+/-42),"1,444",(+/-42),"1,586",(+/-84),"1,570",(+/-46),"1,412",(+/-32),"1,422",(+/-56),"1,624",(+/-54),812,(+/-27),966,(+/-19),"1,230",(+/-44),842,(+/-26),"1,012",(+/-35),889,(+/-26)
Housing,"Gross Rent","No rent paid","4,970","(+/-1,615)","6,179","(+/-1,719)","3,029","(+/-1,088)","3,361","(+/-1,231)","2,642",(+/-961),"3,453","(+/-1,256)","4,741","(+/-1,697)","1,386",(+/-777),"4,070","(+/-1,375)","2,110",(+/-995),"1,131",(+/-513),"7,994","(+/-1,231)","4,157","(+/-1,183)","2,757",(+/-874),"6,236","(+/-1,308)","3,914","(+/-1,098)","4,928","(+/-1,076)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","298,665","(+/-8,175)","291,541","(+/-7,052)","275,205","(+/-7,216)","247,835","(+/-6,457)","346,882","(+/-7,524)","298,572","(+/-5,587)","334,019","(+/-9,564)","280,622","(+/-5,571)","312,197","(+/-6,870)","273,906","(+/-4,232)","283,965","(+/-4,790)","306,758","(+/-3,980)","319,582","(+/-5,268)","270,841","(+/-3,733)","307,990","(+/-4,508)","304,873","(+/-5,296)","317,835","(+/-4,655)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","24,108","(+/-3,446)","25,467","(+/-3,293)","12,687","(+/-2,163)","10,774","(+/-2,343)","12,906","(+/-2,386)","12,737","(+/-2,495)","29,437","(+/-4,261)","11,188","(+/-2,133)","15,685","(+/-2,310)","9,971","(+/-1,934)","9,623","(+/-2,166)","18,479","(+/-1,954)","26,463","(+/-3,300)","11,604","(+/-1,947)","15,671","(+/-1,833)","11,930","(+/-1,887)","26,560","(+/-2,934)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","16,122","(+/-2,624)","16,383","(+/-3,028)","7,981","(+/-1,643)","6,007","(+/-1,540)","7,678","(+/-1,885)","7,118","(+/-1,465)","18,865","(+/-3,029)","5,030","(+/-1,412)","8,573","(+/-2,142)","5,422","(+/-1,360)","6,695","(+/-1,729)","13,142","(+/-1,835)","14,029","(+/-2,275)","5,501","(+/-1,486)","11,021","(+/-1,560)","7,801","(+/-1,495)","17,409","(+/-2,681)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","23,385","(+/-3,261)","22,200","(+/-2,901)","12,158","(+/-2,350)","17,296","(+/-2,479)","14,086","(+/-2,354)","12,999","(+/-2,054)","17,796","(+/-2,702)","10,892","(+/-1,908)","16,545","(+/-2,541)","12,696","(+/-1,904)","9,910","(+/-1,612)","26,824","(+/-2,212)","28,512","(+/-3,371)","11,469","(+/-1,618)","19,920","(+/-2,051)","15,643","(+/-2,480)","27,870","(+/-2,608)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","21,634","(+/-3,494)","23,144","(+/-2,345)","19,723","(+/-2,626)","16,926","(+/-3,244)","14,214","(+/-2,238)","18,017","(+/-2,311)","21,969","(+/-4,012)","16,396","(+/-2,425)","17,041","(+/-2,642)","12,201","(+/-1,956)","11,407","(+/-2,051)","24,949","(+/-2,501)","28,298","(+/-2,598)","14,402","(+/-1,766)","22,382","(+/-1,644)","20,888","(+/-2,105)","26,224","(+/-2,903)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","32,488","(+/-4,183)","35,828","(+/-3,563)","26,832","(+/-3,231)","28,624","(+/-3,489)","24,462","(+/-2,932)","25,255","(+/-3,281)","28,473","(+/-3,832)","22,833","(+/-2,533)","28,727","(+/-2,925)","20,001","(+/-2,222)","24,476","(+/-2,947)","36,102","(+/-2,355)","41,102","(+/-3,355)","21,141","(+/-2,295)","38,066","(+/-2,640)","30,751","(+/-2,512)","43,376","(+/-3,171)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","42,763","(+/-4,125)","47,808","(+/-3,931)","43,175","(+/-3,583)","43,599","(+/-3,998)","46,595","(+/-4,055)","45,042","(+/-3,685)","43,219","(+/-4,302)","42,607","(+/-3,490)","44,677","(+/-3,941)","37,563","(+/-3,350)","38,530","(+/-3,687)","55,649","(+/-3,453)","51,344","(+/-3,396)","47,024","(+/-3,804)","55,123","(+/-2,849)","55,008","(+/-3,476)","55,323","(+/-3,579)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","33,524","(+/-3,489)","37,538","(+/-4,486)","35,825","(+/-3,778)","28,166","(+/-3,378)","39,505","(+/-4,039)","37,381","(+/-3,478)","31,871","(+/-4,407)","39,845","(+/-3,225)","38,748","(+/-3,292)","31,201","(+/-3,031)","33,319","(+/-2,790)","39,659","(+/-2,821)","40,338","(+/-3,302)","37,980","(+/-3,368)","40,999","(+/-2,823)","41,408","(+/-2,876)","44,051","(+/-3,544)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","49,852","(+/-3,924)","44,381","(+/-4,112)","53,296","(+/-4,651)","46,374","(+/-4,111)","65,249","(+/-5,494)","57,020","(+/-3,829)","56,206","(+/-5,601)","60,116","(+/-3,808)","54,348","(+/-4,100)","53,414","(+/-3,192)","58,061","(+/-3,922)","48,984","(+/-2,882)","48,248","(+/-3,496)","56,694","(+/-3,265)","60,341","(+/-3,521)","60,662","(+/-3,303)","45,450","(+/-2,775)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","28,470","(+/-2,785)","20,947","(+/-2,628)","28,657","(+/-2,806)","21,030","(+/-2,740)","40,094","(+/-3,202)","34,885","(+/-3,029)","31,141","(+/-3,967)","35,592","(+/-3,022)","31,678","(+/-2,909)","32,628","(+/-2,842)","37,429","(+/-2,732)","22,676","(+/-2,025)","21,468","(+/-2,301)","29,936","(+/-2,373)","23,819","(+/-2,230)","30,134","(+/-2,517)","17,847","(+/-1,775)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","26,319","(+/-2,467)","17,845","(+/-2,432)","34,871","(+/-2,525)","29,039","(+/-2,900)","82,093","(+/-4,677)","48,118","(+/-3,345)","55,042","(+/-5,431)","36,123","(+/-2,978)","56,175","(+/-3,381)","58,809","(+/-4,176)","54,515","(+/-3,070)","20,294","(+/-2,064)","19,780","(+/-2,209)","35,090","(+/-2,935)","20,648","(+/-1,846)","30,648","(+/-2,587)","13,725","(+/-1,619)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","67,268","(+/-3,797)","61,221","(+/-2,025)","83,552","(+/-3,497)","75,442","(+/-3,803)","107,501","(+/-4,959)","92,820","(+/-3,673)","81,352","(+/-5,831)","94,702","(+/-3,246)","90,087","(+/-3,776)","105,666","(+/-3,620)","105,915","(+/-4,002)","65,076","(+/-1,457)","59,299","(+/-2,655)","91,558","(+/-2,754)","70,766","(+/-1,730)","80,425","(+/-2,099)","57,307","(+/-2,484)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","91,167","(+/-2,875)","80,386","(+/-2,687)","110,765","(+/-2,885)","107,512","(+/-3,920)","158,350","(+/-5,122)","125,719","(+/-4,088)","123,694","(+/-6,786)","116,661","(+/-3,368)","131,204","(+/-5,356)","153,965","(+/-5,379)","134,109","(+/-3,742)","87,299","(+/-2,926)","80,608","(+/-2,067)","114,929","(+/-3,466)","90,162","(+/-2,094)","104,164","(+/-2,986)","74,999","(+/-2,064)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","746,140","(+/-21,627)","709,979","(+/-16,738)","715,982","(+/-21,242)","694,268","(+/-18,911)","748,260","(+/-16,539)","720,659","(+/-11,869)","729,399","(+/-23,457)","726,567","(+/-11,183)","732,242","(+/-16,952)","727,988","(+/-7,551)","755,602","(+/-11,834)","724,705","(+/-5,170)","714,149","(+/-10,730)","746,202","(+/-8,418)","726,962","(+/-9,286)","746,859","(+/-10,547)","712,594","(+/-7,342)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","707,685","(+/-20,797)","667,107","(+/-16,566)","633,399","(+/-21,379)","619,271","(+/-17,546)","716,302","(+/-16,132)","683,921","(+/-10,793)","671,176","(+/-23,364)","671,150","(+/-12,754)","684,091","(+/-16,046)","684,901","(+/-9,129)","720,891","(+/-11,380)","686,860","(+/-5,748)","679,868","(+/-10,869)","704,655","(+/-8,855)","691,900","(+/-9,701)","713,963","(+/-10,636)","678,853","(+/-7,660)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","470,834","(+/-18,672)","413,033","(+/-15,486)","452,922","(+/-19,789)","408,387","(+/-16,289)","616,518","(+/-15,143)","541,681","(+/-11,632)","462,682","(+/-18,427)","518,526","(+/-13,162)","532,310","(+/-15,915)","544,114","(+/-12,267)","587,777","(+/-11,083)","492,703","(+/-8,835)","490,804","(+/-11,319)","554,017","(+/-11,888)","511,589","(+/-11,222)","564,925","(+/-11,542)","462,441","(+/-10,774)"
Socioeconomic,"Health Insurance Coverage","With public coverage","318,676","(+/-13,977)","350,160","(+/-15,757)","233,611","(+/-13,176)","262,571","(+/-13,815)","162,209","(+/-9,365)","232,510","(+/-9,547)","271,022","(+/-16,633)","221,832","(+/-9,781)","225,847","(+/-11,978)","219,296","(+/-8,366)","212,041","(+/-10,481)","306,194","(+/-7,836)","289,873","(+/-10,357)","230,677","(+/-9,710)","291,841","(+/-8,398)","258,108","(+/-9,157)","321,605","(+/-10,480)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","38,455","(+/-5,034)","42,872","(+/-4,898)","82,583","(+/-7,671)","74,997","(+/-6,790)","31,958","(+/-4,206)","36,738","(+/-5,339)","58,223","(+/-10,315)","55,417","(+/-5,820)","48,151","(+/-5,660)","43,087","(+/-4,641)","34,711","(+/-4,719)","37,845","(+/-3,505)","34,281","(+/-3,932)","41,547","(+/-4,724)","35,062","(+/-3,913)","32,896","(+/-3,617)","33,741","(+/-3,800)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","182,893","(+/-11,839)","181,222","(+/-9,339)","160,318","(+/-10,437)","170,577","(+/-10,155)","150,591","(+/-8,323)","158,944","(+/-9,431)","137,991","(+/-11,584)","167,091","(+/-7,911)","155,446","(+/-9,509)","185,216","(+/-5,062)","188,198","(+/-7,092)","169,175","(+/-3,491)","154,721","(+/-6,117)","186,995","(+/-5,936)","169,140","(+/-5,095)","180,186","(+/-5,429)","167,575","(+/-4,532)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","3,388","(+/-1,151)","4,142","(+/-1,385)","9,155","(+/-3,241)","4,239","(+/-1,629)","5,474","(+/-1,899)","5,765","(+/-1,897)","6,911","(+/-2,375)","5,872","(+/-1,802)","5,302","(+/-1,599)","6,537","(+/-2,047)","5,009","(+/-1,934)","5,856","(+/-1,421)","3,418","(+/-1,285)","4,778","(+/-1,448)","7,269","(+/-2,302)","4,313","(+/-1,084)","5,143","(+/-1,716)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",11.7,(+/-1.6),13.0,(+/-1.6),10.1,(+/-1.4),9.3,(+/-1.5),4.9,(+/-0.9),4.3,(+/-0.8),12.6,(+/-2.1),5.8,(+/-1.0),7.7,(+/-1.3),5.7,(+/-1.0),4.7,(+/-1.0),9.2,(+/-0.9),9.5,(+/-1.2),6.0,(+/-1.0),7.0,(+/-0.8),5.4,(+/-0.8),11.6,(+/-1.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",16.8,(+/-2.9),20.2,(+/-3.0),14.7,(+/-2.5),13.7,(+/-3.0),6.2,(+/-1.7),6.1,(+/-1.8),19.2,(+/-3.8),7.8,(+/-1.9),11.3,(+/-2.5),9.0,(+/-2.0),7.3,(+/-1.9),13.8,(+/-1.7),15.7,(+/-2.7),8.2,(+/-1.5),11.3,(+/-1.8),7.6,(+/-1.5),20.4,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",14.0,(+/-7.6),28.7,(+/-10.3),9.8,(+/-5.4),10.0,(+/-5.4),3.9,(+/-3.3),3.6,(+/-2.4),21.1,(+/-10.5),5.9,(+/-3.7),5.5,(+/-3.1),4.6,(+/-2.9),4.3,(+/-3.8),14.1,(+/-4.7),8.3,(+/-4.6),5.2,(+/-2.7),12.5,(+/-4.4),8.7,(+/-4.6),17.5,(+/-7.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",4.9,(+/-1.4),5.1,(+/-1.2),6.1,(+/-1.4),6.5,(+/-1.4),2.4,(+/-0.6),3.7,(+/-1.0),5.4,(+/-1.5),3.8,(+/-0.8),5.6,(+/-1.3),3.3,(+/-0.8),2.5,(+/-0.6),5.1,(+/-0.8),3.7,(+/-0.9),2.9,(+/-0.6),4.1,(+/-0.9),3.1,(+/-0.6),5.0,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",5.3,(+/-2.7),6.7,(+/-2.1),6.4,(+/-2.4),8.7,(+/-2.8),1.1,(+/-0.6),4.5,(+/-1.9),6.3,(+/-2.8),4.4,(+/-1.5),7.3,(+/-2.7),4.4,(+/-1.8),2.9,(+/-1.1),6.2,(+/-1.5),4.9,(+/-1.8),3.4,(+/-1.0),5.8,(+/-1.8),2.9,(+/-0.9),9.2,(+/-2.9)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",10.6,(+/-11.3),0.9,(+/-1.5),2.1,(+/-2.1),6.4,(+/-5.3),0.9,(+/-1.5),2.3,(+/-2.2),4.0,(+/-3.9),2.1,(+/-1.8),3.0,(+/-2.5),1.9,(+/-2.0),2.9,(+/-3.9),4.1,(+/-2.9),2.7,(+/-2.5),0.2,(+/-0.3),5.8,(+/-3.9),2.5,(+/-1.8),7.4,(+/-6.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",24.3,(+/-4.3),27.8,(+/-4.1),24.1,(+/-5.0),19.3,(+/-4.9),15.5,(+/-4.9),9.6,(+/-3.2),26.6,(+/-5.5),15.9,(+/-5.3),16.3,(+/-4.9),17.3,(+/-4.6),17.1,(+/-5.0),27.0,(+/-3.4),23.4,(+/-4.0),20.3,(+/-4.7),22.5,(+/-4.2),17.3,(+/-3.7),29.6,(+/-4.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",33.7,(+/-6.7),35.0,(+/-6.1),41.8,(+/-8.1),27.8,(+/-8.7),22.2,(+/-8.2),16.4,(+/-5.9),37.6,(+/-8.3),23.0,(+/-7.9),29.8,(+/-10.0),24.3,(+/-7.2),24.7,(+/-7.5),35.5,(+/-5.2),31.9,(+/-6.0),28.0,(+/-6.3),29.5,(+/-5.9),24.7,(+/-5.6),38.1,(+/-6.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",23.0,(+/-11.9),59.5,(+/-16.1),40.5,(+/-23.8),13.9,(+/-17.8),33.0,(+/-25.7),15.5,(+/-14.4),65.8,(+/-22.9),32.8,(+/-21.9),18.3,(+/-17.6),22.1,(+/-24.8),19.3,(+/-21.1),50.8,(+/-16.4),25.8,(+/-17.0),31.2,(+/-15.2),33.6,(+/-14.1),46.8,(+/-23.9),36.7,(+/-17.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",15.3,(+/-1.5),17.5,(+/-1.6),12.4,(+/-1.3),12.8,(+/-1.5),7.2,(+/-0.9),7.4,(+/-0.9),16.7,(+/-1.6),7.7,(+/-1.1),11.2,(+/-1.3),8.3,(+/-1.2),7.2,(+/-1.1),13.8,(+/-0.9),16.0,(+/-1.2),8.5,(+/-0.9),11.0,(+/-1.0),7.7,(+/-0.8),17.9,(+/-1.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",19.1,(+/-3.7),23.2,(+/-3.8),17.4,(+/-3.2),17.9,(+/-3.8),7.0,(+/-2.1),7.9,(+/-2.5),22.1,(+/-4.6),10.4,(+/-2.8),14.1,(+/-3.2),11.7,(+/-2.6),9.8,(+/-2.5),17.2,(+/-2.4),18.6,(+/-3.0),10.2,(+/-2.1),13.0,(+/-1.9),7.9,(+/-1.5),24.0,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 18 years",19.0,(+/-3.7),22.8,(+/-3.8),17.1,(+/-3.3),17.3,(+/-3.8),6.9,(+/-2.1),7.8,(+/-2.5),21.9,(+/-4.6),10.0,(+/-2.8),14.0,(+/-3.2),11.1,(+/-2.7),9.7,(+/-2.5),16.8,(+/-2.4),18.4,(+/-2.9),9.7,(+/-2.0),12.6,(+/-1.9),7.5,(+/-1.5),23.7,(+/-3.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder under 5 years",22.1,(+/-6.5),26.1,(+/-6.1),17.2,(+/-5.1),17.4,(+/-5.7),4.9,(+/-2.6),6.8,(+/-3.2),24.8,(+/-8.7),10.7,(+/-5.0),12.0,(+/-4.8),10.7,(+/-4.0),11.7,(+/-4.9),19.0,(+/-3.1),14.9,(+/-3.9),9.1,(+/-2.7),14.1,(+/-3.7),9.3,(+/-2.7),23.2,(+/-5.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Related children of the householder 5 to 17 years",18.0,(+/-3.6),21.8,(+/-3.9),17.1,(+/-3.7),17.3,(+/-4.1),7.6,(+/-2.6),8.1,(+/-2.8),20.8,(+/-4.3),9.8,(+/-2.7),14.7,(+/-3.3),11.2,(+/-2.8),9.1,(+/-2.3),16.1,(+/-2.8),19.6,(+/-3.3),9.9,(+/-2.2),12.1,(+/-2.2),6.9,(+/-1.5),23.9,(+/-3.5)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","18 years and over",14.2,(+/-1.0),15.8,(+/-1.3),11.1,(+/-1.0),11.4,(+/-1.1),7.3,(+/-0.8),7.3,(+/-0.7),15.5,(+/-1.4),6.9,(+/-0.8),10.5,(+/-1.1),7.3,(+/-0.9),6.4,(+/-0.9),12.8,(+/-0.8),15.4,(+/-1.1),8.0,(+/-0.8),10.4,(+/-0.8),7.6,(+/-0.7),16.2,(+/-1.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","65 years and over",15.6,(+/-1.7),15.2,(+/-2.0),12.1,(+/-2.5),12.1,(+/-2.0),8.9,(+/-1.6),9.2,(+/-1.4),19.1,(+/-2.9),8.8,(+/-1.4),11.3,(+/-2.1),7.3,(+/-1.3),6.9,(+/-1.7),10.9,(+/-1.0),10.4,(+/-1.4),6.5,(+/-1.4),9.2,(+/-1.1),7.0,(+/-1.1),11.2,(+/-1.4)
