Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE"
Housing,"Gross Rent","$2,000 to $2,499","8,019","(+/-1,959)","9,799","(+/-1,933)","12,103","(+/-2,318)","7,483","(+/-1,813)","20,832","(+/-3,233)","36,767","(+/-3,965)","39,810","(+/-4,069)","26,230","(+/-2,816)","34,691","(+/-4,092)","22,572","(+/-2,912)","19,198","(+/-2,507)","28,077","(+/-4,285)","35,794","(+/-4,065)","39,177","(+/-3,959)","20,408","(+/-3,491)","21,216","(+/-2,945)","12,560","(+/-2,445)","13,316","(+/-2,134)","4,627","(+/-1,749)","11,987","(+/-1,818)","2,448",(+/-850),"2,808",(+/-781),"2,257",(+/-766),"2,143",(+/-946),"8,291","(+/-1,791)","4,910","(+/-1,115)"
Housing,"Gross Rent","$2,500 to $2,999","5,139","(+/-1,198)","10,255","(+/-1,937)","6,072","(+/-1,477)","5,550","(+/-1,896)","10,843","(+/-2,035)","14,371","(+/-2,761)","28,550","(+/-2,994)","17,324","(+/-2,959)","14,671","(+/-2,351)","20,685","(+/-2,620)","8,801","(+/-1,942)","24,387","(+/-3,655)","15,406","(+/-2,524)","18,329","(+/-3,111)","7,551","(+/-1,855)","10,957","(+/-2,094)","6,163","(+/-1,596)","5,285","(+/-1,130)","1,266",(+/-501),"3,402","(+/-1,200)",607,(+/-416),757,(+/-442),99,(+/-114),366,(+/-280),"1,402",(+/-638),"1,800",(+/-942)
Housing,"Gross Rent","$3,000 or more","7,765","(+/-1,578)","6,261","(+/-1,336)","14,790","(+/-2,737)","10,805","(+/-2,549)","5,916","(+/-1,354)","9,971","(+/-2,178)","61,882","(+/-5,346)","13,883","(+/-2,133)","12,600","(+/-2,488)","77,847","(+/-5,826)","6,400","(+/-1,659)","137,576","(+/-7,790)","17,566","(+/-2,751)","11,388","(+/-2,163)","6,623","(+/-1,854)","17,270","(+/-2,680)","9,036","(+/-1,526)","5,286","(+/-1,315)","1,100",(+/-448),"2,224",(+/-878),"1,403",(+/-665),"1,376",(+/-711),831,(+/-393),953,(+/-378),"2,475",(+/-898),"1,023",(+/-372)
Housing,"Gross Rent","Median (dollars)","2,027",(+/-108),"2,057",(+/-106),"2,274",(+/-78),"2,091",(+/-155),"1,689",(+/-44),"1,847",(+/-37),"2,122",(+/-68),"1,477",(+/-54),"1,679",(+/-30),"2,327",(+/-108),"1,719",(+/-32),"3,121",(+/-100),"1,407",(+/-39),"1,692",(+/-40),"1,308",(+/-36),"1,813",(+/-46),"1,869",(+/-57),"1,596",(+/-59),"1,001",(+/-37),"1,308",(+/-36),970,(+/-27),"1,028",(+/-25),885,(+/-24),955,(+/-25),"1,160",(+/-30),"1,067",(+/-29)
Housing,"Gross Rent","No rent paid","3,347","(+/-1,130)","1,810",(+/-734),"3,006",(+/-918),"2,718",(+/-920),"3,369","(+/-1,023)","6,563","(+/-1,697)","3,319","(+/-1,127)","5,034","(+/-1,489)","4,737","(+/-1,200)","4,495","(+/-1,360)","6,930","(+/-1,465)","3,874","(+/-1,291)","7,422","(+/-2,315)","5,103","(+/-1,459)","6,120","(+/-1,830)","3,062","(+/-1,045)","2,550",(+/-804),"3,942","(+/-1,495)","5,158","(+/-1,108)","3,563",(+/-972),"5,913","(+/-1,128)","5,236","(+/-1,404)","4,849",(+/-853),"5,448",(+/-923),"2,934",(+/-868),"4,836","(+/-1,196)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Total households","273,763","(+/-4,076)","244,256","(+/-4,577)","271,209","(+/-6,285)","247,404","(+/-4,028)","254,974","(+/-5,960)","285,275","(+/-6,651)","313,403","(+/-7,637)","299,723","(+/-6,947)","287,102","(+/-7,380)","316,452","(+/-9,167)","267,029","(+/-4,958)","393,204","(+/-9,166)","312,338","(+/-9,830)","286,668","(+/-8,702)","286,551","(+/-6,670)","289,122","(+/-4,728)","263,409","(+/-3,579)","285,745","(+/-3,780)","323,274","(+/-4,543)","335,666","(+/-3,469)","334,100","(+/-4,101)","322,404","(+/-3,090)","325,352","(+/-4,693)","325,875","(+/-3,742)","324,993","(+/-3,309)","339,976","(+/-4,975)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Less than $10,000","8,618","(+/-1,691)","8,384","(+/-1,707)","9,855","(+/-1,733)","6,577","(+/-1,349)","16,414","(+/-2,883)","19,549","(+/-2,657)","19,458","(+/-3,068)","31,918","(+/-3,816)","19,753","(+/-3,122)","21,142","(+/-2,413)","17,304","(+/-2,447)","20,491","(+/-3,430)","38,391","(+/-4,573)","25,025","(+/-3,546)","43,378","(+/-4,953)","15,938","(+/-2,326)","10,060","(+/-1,988)","10,467","(+/-1,943)","20,380","(+/-2,514)","17,410","(+/-2,432)","18,689","(+/-2,108)","20,162","(+/-2,162)","16,488","(+/-2,034)","14,345","(+/-1,740)","18,593","(+/-2,541)","27,333","(+/-2,999)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$10,000 to $14,999","4,143",(+/-947),"3,833","(+/-1,137)","3,966","(+/-1,206)","6,651","(+/-2,200)","9,594","(+/-1,832)","10,262","(+/-1,893)","13,811","(+/-2,218)","22,975","(+/-2,839)","13,429","(+/-2,542)","14,018","(+/-2,778)","9,449","(+/-1,716)","12,416","(+/-2,842)","25,663","(+/-3,780)","12,874","(+/-2,218)","24,965","(+/-3,553)","8,944","(+/-1,669)","4,694","(+/-1,382)","7,212","(+/-1,525)","14,044","(+/-1,856)","9,088","(+/-1,861)","10,974","(+/-1,706)","13,075","(+/-1,912)","15,698","(+/-2,204)","11,222","(+/-1,429)","12,597","(+/-1,793)","16,306","(+/-2,422)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$15,000 to $24,999","10,543","(+/-1,877)","9,639","(+/-1,726)","8,086","(+/-1,414)","8,247","(+/-1,880)","14,699","(+/-2,213)","21,549","(+/-3,391)","20,359","(+/-2,828)","23,491","(+/-3,398)","21,025","(+/-2,764)","16,522","(+/-2,187)","17,234","(+/-2,673)","15,863","(+/-3,078)","30,473","(+/-4,211)","23,004","(+/-3,287)","29,609","(+/-4,096)","17,030","(+/-2,490)","11,440","(+/-1,710)","14,185","(+/-2,238)","25,075","(+/-2,580)","16,899","(+/-2,170)","26,796","(+/-2,369)","22,319","(+/-2,638)","25,006","(+/-2,209)","20,256","(+/-2,319)","21,385","(+/-2,545)","26,469","(+/-2,842)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$25,000 to $34,999","12,183","(+/-2,279)","9,483","(+/-1,694)","10,240","(+/-1,790)","7,784","(+/-1,720)","15,440","(+/-2,460)","23,932","(+/-3,470)","16,800","(+/-2,452)","20,008","(+/-2,988)","22,045","(+/-3,231)","15,219","(+/-2,630)","16,940","(+/-2,855)","14,280","(+/-2,605)","27,250","(+/-4,043)","21,710","(+/-2,947)","26,803","(+/-3,963)","13,211","(+/-2,391)","11,923","(+/-2,017)","15,941","(+/-2,938)","26,327","(+/-2,711)","23,993","(+/-2,982)","25,347","(+/-2,251)","24,368","(+/-2,607)","24,631","(+/-2,554)","26,963","(+/-2,366)","22,008","(+/-2,496)","27,444","(+/-2,556)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$35,000 to $49,999","17,227","(+/-2,490)","14,540","(+/-2,177)","16,625","(+/-2,466)","13,696","(+/-2,223)","25,135","(+/-2,877)","27,086","(+/-3,001)","23,476","(+/-2,916)","34,127","(+/-4,295)","29,790","(+/-3,220)","19,389","(+/-2,893)","24,022","(+/-2,656)","15,709","(+/-3,112)","32,827","(+/-3,796)","29,872","(+/-3,132)","32,757","(+/-4,438)","20,785","(+/-2,917)","17,208","(+/-2,782)","24,135","(+/-2,990)","40,511","(+/-3,177)","31,014","(+/-3,555)","37,698","(+/-2,247)","32,712","(+/-2,567)","37,119","(+/-3,130)","41,228","(+/-2,961)","36,443","(+/-3,302)","42,364","(+/-3,444)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$50,000 to $74,999","26,112","(+/-2,704)","28,593","(+/-3,197)","28,855","(+/-2,946)","22,714","(+/-2,448)","35,980","(+/-3,635)","39,316","(+/-3,765)","41,434","(+/-4,311)","43,568","(+/-3,940)","40,663","(+/-3,873)","30,854","(+/-3,441)","31,825","(+/-2,791)","32,787","(+/-4,551)","46,193","(+/-5,399)","51,421","(+/-5,196)","47,085","(+/-5,751)","30,128","(+/-3,948)","29,865","(+/-2,736)","41,600","(+/-3,654)","52,514","(+/-3,825)","57,411","(+/-3,718)","58,151","(+/-3,219)","56,119","(+/-3,719)","53,109","(+/-3,145)","59,767","(+/-3,543)","54,681","(+/-3,502)","58,073","(+/-3,995)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$75,000 to $99,999","26,460","(+/-2,485)","26,718","(+/-2,638)","26,634","(+/-2,921)","23,422","(+/-2,631)","30,568","(+/-3,052)","31,212","(+/-3,475)","33,447","(+/-3,909)","31,948","(+/-4,283)","36,356","(+/-3,809)","24,086","(+/-3,013)","30,492","(+/-3,198)","36,867","(+/-4,994)","31,482","(+/-3,745)","35,416","(+/-3,104)","24,926","(+/-3,337)","29,662","(+/-3,550)","27,229","(+/-2,463)","40,132","(+/-4,190)","40,767","(+/-2,980)","46,870","(+/-3,272)","48,493","(+/-3,152)","41,130","(+/-3,542)","44,503","(+/-2,707)","44,476","(+/-2,573)","42,382","(+/-2,957)","43,328","(+/-3,848)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$100,000 to $149,999","48,141","(+/-3,335)","54,463","(+/-3,277)","47,095","(+/-3,850)","47,098","(+/-3,793)","48,379","(+/-3,611)","47,535","(+/-3,966)","46,616","(+/-4,504)","42,532","(+/-3,985)","47,162","(+/-4,217)","41,684","(+/-4,070)","48,856","(+/-4,395)","48,568","(+/-4,437)","35,258","(+/-4,117)","43,296","(+/-3,942)","30,622","(+/-3,921)","48,488","(+/-3,520)","43,003","(+/-2,963)","55,256","(+/-3,687)","52,682","(+/-3,603)","60,843","(+/-3,580)","58,822","(+/-3,543)","55,812","(+/-3,249)","57,807","(+/-3,458)","63,500","(+/-3,492)","58,278","(+/-4,186)","51,632","(+/-3,611)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$150,000 to $199,999","41,191","(+/-2,928)","36,056","(+/-3,268)","34,075","(+/-3,096)","39,252","(+/-3,564)","28,797","(+/-2,980)","30,946","(+/-3,378)","32,999","(+/-3,858)","22,169","(+/-3,249)","24,380","(+/-3,249)","30,406","(+/-3,539)","29,141","(+/-3,023)","40,111","(+/-4,536)","18,903","(+/-3,048)","20,199","(+/-2,755)","13,534","(+/-2,457)","30,960","(+/-2,892)","33,028","(+/-2,875)","34,490","(+/-3,109)","24,833","(+/-2,346)","33,852","(+/-2,952)","27,570","(+/-2,545)","29,657","(+/-2,814)","26,375","(+/-2,026)","24,511","(+/-2,152)","30,685","(+/-2,809)","23,466","(+/-2,320)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","$200,000 or more","79,145","(+/-3,700)","52,547","(+/-3,618)","85,778","(+/-4,379)","71,963","(+/-3,965)","29,968","(+/-2,811)","33,888","(+/-3,238)","65,003","(+/-4,604)","26,987","(+/-2,980)","32,499","(+/-3,283)","103,132","(+/-5,701)","41,766","(+/-2,901)","156,112","(+/-7,380)","25,898","(+/-3,607)","23,851","(+/-3,127)","12,872","(+/-2,224)","73,976","(+/-3,978)","74,959","(+/-3,082)","42,327","(+/-3,405)","26,141","(+/-2,439)","38,286","(+/-3,084)","21,560","(+/-2,027)","27,050","(+/-2,074)","24,616","(+/-2,507)","19,607","(+/-1,546)","27,941","(+/-2,313)","23,561","(+/-2,586)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Median household income (dollars)","132,619","(+/-3,542)","118,189","(+/-4,342)","133,103","(+/-5,417)","134,813","(+/-5,741)","82,632","(+/-4,123)","76,232","(+/-5,345)","91,286","(+/-4,437)","59,764","(+/-3,077)","72,091","(+/-4,036)","116,821","(+/-4,853)","88,756","(+/-4,616)","149,367","(+/-6,879)","50,491","(+/-2,454)","64,881","(+/-2,949)","44,103","(+/-3,882)","105,778","(+/-3,092)","118,882","(+/-4,699)","93,064","(+/-3,416)","65,983","(+/-1,832)","81,237","(+/-1,982)","70,193","(+/-1,948)","70,700","(+/-2,366)","70,015","(+/-2,097)","69,878","(+/-1,912)","73,132","(+/-2,594)","62,088","(+/-1,685)"
Socioeconomic,"Income and Benefits (In 2023 inflation-adjusted dollars)","Mean household income (dollars)","169,992","(+/-4,278)","138,672","(+/-4,134)","181,551","(+/-4,978)","166,162","(+/-5,597)","107,203","(+/-4,198)","102,573","(+/-4,309)","136,291","(+/-6,716)","86,580","(+/-3,374)","100,900","(+/-3,853)","201,312","(+/-9,557)","115,569","(+/-3,885)","237,485","(+/-10,250)","82,482","(+/-4,394)","91,434","(+/-4,433)","64,416","(+/-3,308)","167,265","(+/-5,731)","168,165","(+/-5,462)","120,857","(+/-3,911)","95,269","(+/-3,285)","106,674","(+/-2,792)","87,178","(+/-2,189)","94,338","(+/-2,422)","90,241","(+/-1,903)","88,762","(+/-2,033)","95,547","(+/-2,375)","83,735","(+/-2,588)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population","769,409","(+/-10,560)","773,491","(+/-12,875)","755,409","(+/-17,503)","762,087","(+/-6,325)","732,329","(+/-18,699)","702,180","(+/-23,917)","719,019","(+/-22,264)","735,553","(+/-23,931)","721,086","(+/-22,297)","715,369","(+/-22,928)","747,909","(+/-13,395)","732,251","(+/-16,884)","720,615","(+/-19,957)","733,023","(+/-26,339)","707,313","(+/-20,236)","759,882","(+/-9,498)","762,786","(+/-5,931)","768,998","(+/-5,236)","757,933","(+/-5,498)","776,085","(+/-2,893)","741,968","(+/-4,664)","749,697","(+/-1,303)","754,991","(+/-6,094)","750,199","(+/-5,249)","759,228","(+/-1,647)","763,595","(+/-7,389)"
Socioeconomic,"Health Insurance Coverage","With health insurance coverage","743,006","(+/-12,267)","729,407","(+/-12,814)","721,988","(+/-17,185)","733,326","(+/-7,341)","684,756","(+/-18,144)","644,992","(+/-21,379)","670,417","(+/-21,899)","701,202","(+/-22,346)","687,191","(+/-21,729)","681,590","(+/-22,631)","713,860","(+/-13,566)","712,917","(+/-16,592)","674,610","(+/-19,216)","668,960","(+/-24,734)","662,987","(+/-19,944)","717,461","(+/-11,114)","732,243","(+/-8,083)","727,826","(+/-6,703)","728,841","(+/-6,599)","754,041","(+/-3,985)","708,940","(+/-5,536)","726,062","(+/-3,378)","725,337","(+/-6,796)","707,027","(+/-6,935)","735,960","(+/-3,517)","739,143","(+/-7,302)"
Socioeconomic,"Health Insurance Coverage","With private health insurance","615,384","(+/-12,462)","557,738","(+/-15,748)","560,981","(+/-15,904)","581,058","(+/-13,235)","410,036","(+/-16,334)","386,365","(+/-16,984)","434,297","(+/-16,545)","372,016","(+/-17,545)","396,066","(+/-18,178)","476,947","(+/-19,922)","464,999","(+/-13,814)","604,646","(+/-15,930)","361,153","(+/-17,390)","377,235","(+/-17,900)","312,881","(+/-16,253)","544,358","(+/-11,287)","529,090","(+/-10,384)","521,037","(+/-13,565)","497,772","(+/-10,370)","578,179","(+/-8,154)","507,289","(+/-8,546)","506,051","(+/-9,810)","519,694","(+/-8,752)","499,041","(+/-9,416)","518,763","(+/-8,677)","483,287","(+/-12,093)"
Socioeconomic,"Health Insurance Coverage","With public coverage","246,943","(+/-8,871)","272,683","(+/-11,006)","268,450","(+/-12,950)","255,484","(+/-12,720)","351,144","(+/-14,816)","336,415","(+/-15,827)","292,018","(+/-16,621)","403,539","(+/-16,463)","368,942","(+/-17,195)","253,613","(+/-12,919)","327,442","(+/-12,677)","198,868","(+/-9,226)","385,239","(+/-16,390)","383,779","(+/-20,070)","466,971","(+/-18,770)","270,739","(+/-11,986)","310,681","(+/-9,811)","320,152","(+/-13,143)","349,005","(+/-9,355)","296,602","(+/-8,000)","340,060","(+/-7,953)","340,687","(+/-9,052)","334,611","(+/-8,695)","327,197","(+/-7,849)","324,447","(+/-9,054)","368,648","(+/-10,188)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","26,403","(+/-6,067)","44,084","(+/-5,255)","33,421","(+/-4,589)","28,761","(+/-4,500)","47,573","(+/-4,736)","57,188","(+/-7,809)","48,602","(+/-5,683)","34,351","(+/-5,262)","33,895","(+/-4,433)","33,779","(+/-5,031)","34,049","(+/-4,785)","19,334","(+/-3,305)","46,005","(+/-6,834)","64,063","(+/-6,572)","44,326","(+/-6,417)","42,421","(+/-6,494)","30,543","(+/-4,470)","41,172","(+/-4,457)","29,092","(+/-3,736)","22,044","(+/-3,086)","33,028","(+/-3,847)","23,635","(+/-3,104)","29,654","(+/-3,497)","43,172","(+/-4,219)","23,268","(+/-2,995)","24,452","(+/-3,804)"
Socioeconomic,"Health Insurance Coverage","Civilian noninstitutionalized population under 19 years","158,147","(+/-7,287)","179,818","(+/-7,826)","158,782","(+/-7,798)","179,610","(+/-6,504)","166,082","(+/-7,904)","133,560","(+/-10,337)","132,863","(+/-10,771)","176,134","(+/-12,469)","169,665","(+/-12,724)","140,018","(+/-9,737)","168,699","(+/-6,433)","98,556","(+/-7,961)","134,439","(+/-9,306)","165,549","(+/-11,589)","186,453","(+/-10,353)","174,380","(+/-6,073)","196,810","(+/-5,119)","182,284","(+/-2,732)","151,116","(+/-3,806)","162,606","(+/-2,300)","153,922","(+/-2,711)","172,867","(+/-1,593)","166,490","(+/-4,624)","161,954","(+/-3,028)","167,506","(+/-1,599)","164,863","(+/-5,415)"
Socioeconomic,"Health Insurance Coverage","No health insurance coverage","4,098","(+/-1,968)","7,495","(+/-2,108)","4,369","(+/-1,772)","4,616","(+/-1,814)","6,951","(+/-1,962)","5,406","(+/-2,046)","4,747","(+/-1,885)","3,352","(+/-1,818)","3,778","(+/-1,925)","2,446","(+/-1,517)","3,053",(+/-972),396,(+/-381),"2,923","(+/-1,316)","3,040","(+/-1,284)","6,709","(+/-2,421)","6,295","(+/-2,420)","2,713","(+/-1,071)","3,488","(+/-1,661)","3,569","(+/-1,495)","3,096","(+/-1,224)","7,508","(+/-2,166)","3,607","(+/-1,047)","6,798","(+/-1,672)","10,538","(+/-2,021)","3,344","(+/-1,423)","5,316","(+/-1,614)"
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All families",4.0,(+/-0.8),4.6,(+/-0.9),4.0,(+/-0.9),4.1,(+/-1.0),9.5,(+/-1.3),13.0,(+/-1.5),14.0,(+/-1.6),18.2,(+/-1.9),14.7,(+/-1.9),12.1,(+/-1.8),11.6,(+/-1.5),5.7,(+/-1.5),24.0,(+/-2.6),14.6,(+/-1.8),25.1,(+/-2.7),7.6,(+/-1.3),6.8,(+/-1.0),6.5,(+/-1.2),9.3,(+/-1.1),7.6,(+/-1.3),8.5,(+/-1.1),9.7,(+/-1.4),8.6,(+/-1.0),7.4,(+/-0.8),8.4,(+/-1.2),12.9,(+/-1.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",6.7,(+/-1.9),6.3,(+/-1.5),4.8,(+/-1.6),5.3,(+/-1.6),12.8,(+/-2.1),17.6,(+/-2.9),17.3,(+/-2.9),26.1,(+/-3.3),20.9,(+/-3.9),12.8,(+/-2.6),15.5,(+/-2.4),7.4,(+/-2.8),32.2,(+/-4.7),21.6,(+/-3.1),34.2,(+/-4.3),12.0,(+/-2.4),11.1,(+/-1.9),11.6,(+/-2.1),15.8,(+/-2.4),13.7,(+/-2.7),12.9,(+/-2.0),16.1,(+/-2.6),14.8,(+/-2.0),12.4,(+/-1.8),14.4,(+/-2.3),20.7,(+/-3.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",6.3,(+/-3.9),8.1,(+/-4.2),1.8,(+/-1.5),6.1,(+/-5.8),13.9,(+/-5.7),13.2,(+/-5.2),17.4,(+/-5.8),15.9,(+/-7.0),21.8,(+/-8.4),9.7,(+/-5.2),10.4,(+/-4.8),1.7,(+/-1.8),29.5,(+/-9.9),11.7,(+/-6.2),36.9,(+/-9.2),9.0,(+/-4.3),15.5,(+/-6.5),12.0,(+/-4.4),21.6,(+/-5.7),8.5,(+/-3.9),12.5,(+/-4.4),13.2,(+/-6.9),13.7,(+/-4.9),13.2,(+/-4.9),12.6,(+/-5.9),13.9,(+/-6.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Married couple families",2.4,(+/-0.6),2.4,(+/-0.7),3.2,(+/-0.9),2.1,(+/-0.7),6.3,(+/-1.5),10.5,(+/-1.7),9.8,(+/-1.7),10.6,(+/-1.9),14.2,(+/-2.1),8.6,(+/-1.6),9.3,(+/-1.6),4.1,(+/-1.4),12.1,(+/-2.9),8.7,(+/-1.8),16.1,(+/-3.9),3.6,(+/-1.0),5.3,(+/-1.1),5.0,(+/-1.1),5.0,(+/-0.8),3.1,(+/-0.8),4.4,(+/-0.9),4.5,(+/-1.2),4.0,(+/-0.7),3.3,(+/-0.6),2.8,(+/-0.7),7.0,(+/-1.2)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",3.1,(+/-1.4),2.1,(+/-0.9),3.1,(+/-1.5),2.3,(+/-1.2),6.3,(+/-1.6),13.5,(+/-3.3),10.7,(+/-2.8),11.7,(+/-3.6),16.7,(+/-3.7),9.6,(+/-2.6),9.6,(+/-2.3),3.9,(+/-2.0),14.0,(+/-4.7),11.7,(+/-3.0),21.7,(+/-6.1),5.0,(+/-2.0),9.2,(+/-2.0),9.7,(+/-2.4),5.4,(+/-1.6),4.8,(+/-2.0),4.0,(+/-1.3),4.9,(+/-1.6),5.1,(+/-1.4),4.0,(+/-1.0),3.9,(+/-1.6),10.2,(+/-2.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",1.9,(+/-2.1),4.2,(+/-4.0),1.3,(+/-1.3),0.8,(+/-1.2),11.0,(+/-6.4),7.6,(+/-4.8),9.9,(+/-5.0),4.2,(+/-3.5),18.4,(+/-9.0),7.1,(+/-4.1),3.9,(+/-3.4),0.8,(+/-1.0),11.5,(+/-12.0),10.9,(+/-8.6),26.3,(+/-12.8),4.3,(+/-3.9),16.4,(+/-7.3),8.0,(+/-4.2),6.2,(+/-3.0),2.5,(+/-1.9),2.2,(+/-2.0),1.1,(+/-1.3),3.0,(+/-3.2),2.8,(+/-2.0),4.2,(+/-2.6),8.1,(+/-7.0)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Families with female householder, no spouse present",10.5,(+/-3.2),11.5,(+/-3.5),8.9,(+/-3.6),11.2,(+/-4.9),15.6,(+/-3.0),20.0,(+/-3.9),22.9,(+/-5.2),28.9,(+/-3.8),17.2,(+/-4.2),27.3,(+/-6.5),17.3,(+/-3.5),13.7,(+/-5.2),39.5,(+/-4.7),24.9,(+/-4.2),35.7,(+/-4.9),18.7,(+/-4.0),14.7,(+/-3.9),14.0,(+/-4.5),26.7,(+/-4.5),19.9,(+/-4.4),22.9,(+/-3.8),25.5,(+/-3.9),24.5,(+/-4.0),20.6,(+/-3.6),25.6,(+/-4.7),26.1,(+/-4.3)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 18 years",18.8,(+/-6.9),18.1,(+/-5.9),15.9,(+/-8.0),14.3,(+/-6.7),24.4,(+/-5.1),29.0,(+/-7.4),32.1,(+/-7.9),41.6,(+/-5.3),31.6,(+/-8.3),24.4,(+/-7.8),30.4,(+/-6.8),21.6,(+/-9.3),47.4,(+/-6.8),37.3,(+/-7.0),46.8,(+/-6.5),29.1,(+/-6.6),21.7,(+/-7.7),19.2,(+/-5.5),37.3,(+/-6.0),29.5,(+/-6.4),28.9,(+/-5.7),33.8,(+/-5.6),35.5,(+/-5.8),27.4,(+/-5.4),35.0,(+/-6.3),34.6,(+/-5.6)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","With related children of the householder under 5 years only",39.9,(+/-29.5),6.5,(+/-8.9),0.0,(+/-18.0),22.1,(+/-29.5),18.7,(+/-11.6),38.1,(+/-19.7),46.0,(+/-18.7),45.3,(+/-20.4),32.3,(+/-23.9),20.7,(+/-24.1),34.0,(+/-17.4),0.0,(+/-19.5),42.3,(+/-15.7),20.4,(+/-14.8),46.9,(+/-14.3),33.7,(+/-21.0),5.4,(+/-9.6),25.0,(+/-15.5),44.8,(+/-11.1),37.4,(+/-18.6),37.2,(+/-12.6),43.1,(+/-18.1),45.9,(+/-16.6),36.8,(+/-16.3),47.9,(+/-20.9),24.7,(+/-17.1)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","All people",6.5,(+/-0.8),7.0,(+/-0.8),5.7,(+/-1.0),6.0,(+/-0.9),13.1,(+/-1.3),15.2,(+/-1.3),16.1,(+/-1.3),22.6,(+/-1.7),19.0,(+/-2.1),15.0,(+/-1.4),14.5,(+/-1.4),9.9,(+/-1.3),28.2,(+/-2.2),18.6,(+/-1.7),30.1,(+/-2.1),11.6,(+/-1.4),10.7,(+/-1.3),11.6,(+/-1.4),15.2,(+/-1.0),12.6,(+/-1.0),12.9,(+/-1.0),14.2,(+/-1.1),12.6,(+/-0.9),11.7,(+/-0.8),13.1,(+/-1.0),17.8,(+/-1.4)
Socioeconomic,"Percentage of Families and People Whose Income in the Past 12 Months is Below the Poverty Level","Under 18 years",8.0,(+/-2.2),8.3,(+/-2.1),5.5,(+/-2.1),5.8,(+/-1.9),16.3,(+/-3.2),19.6,(+/-3.4),21.7,(+/-3.6),30.7,(+/-4.3),28.7,(+/-5.0),16.0,(+/-3.4),19.0,(+/-3.0),9.2,(+/-3.9),39.0,(+/-5.1),25.7,(+/-4.0),37.1,(+/-4.5),15.6,(+/-3.5),15.8,(+/-2.7),15.4,(+/-3.3),17.2,(+/-2.5),16.9,(+/-2.7),15.7,(+/-2.4),19.2,(+/-2.9),16.1,(+/-2.2),15.4,(+/-2.3),17.8,(+/-2.9),25.1,(+/-3.5)
